position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2006-10-01,Antti Niemi,186,3101,['Finland'],5000000,Southampton FC,35,1972-05-31,Retired,,,False,
Goalkeeper,right,,2006-01-08,Jan Lastuvka,189,28186,['Czech Republic'],2400000,: Ablöse free transfer,24,1982-07-07,Retired,,,False,
Goalkeeper,right,,2005-01-08,Tony Warner,193,10259,"['Trinidad and Tobago', 'England']",1500000,: Ablöse free transfer,33,1974-11-05,Retired,,,False,
Goalkeeper,left,,2004-01-07,Ricardo Batista,192,24846,"['Angola', 'Portugal']",1000000,Vitória Setúbal FC U19,20,1986-11-19,Casa Pia AC,,,False,
Goalkeeper,right,,2003-08-13,Mark Crossley,191,4041,"['Wales', 'England']",500000,: Ablöse €750k,38,1969-06-16,Retired,,,False,
Centre-Back,right,,1999-01-07,Zat Knight,198,4012,['England'],3300000,Fulham FC U18,27,1980-02-05,Retired,,,False,
Centre-Back,left,,2003-01-13,Carlos Bocanegra,183,15829,"['United States', 'Mexico']",2500000,: Ablöse free transfer,28,1979-05-25,Retired,,,False,
Centre-Back,right,,2006-11-07,Gabriel Zakuani,186,41990,"['DR Congo', 'England']",1500000,Leyton Orient,21,1986-05-31,Retired,,,False,
Centre-Back,right,,2004-01-23,Ian Pearce,191,3879,['England'],1500000,: Ablöse €590k,33,1974-07-05,Retired,,,False,
Centre-Back,right,,2005-01-07,Philippe Christanval,189,6741,"['France', 'Guadeloupe']",1000000,: Ablöse free transfer,28,1978-08-31,Retired,,,False,
Centre-Back,left,,2011-01-07,Matthew Briggs,183,51318,"['Guyana', 'England']",100000,Fulham FC Reserves,16,1991-06-03,Retired,,,False,
Left-Back,left,,2006-07-27,Franck Queudrue,183,3711,['France'],4800000,: Ablöse €4.50m,28,1978-08-27,Retired,,,False,
Left-Back,left,,2008-01-07,Rob Milsom,180,55851,['England'],,Fulham FC Reserves,20,1987-02-01,Retired,,,False,
Right-Back,right,,2004-01-01,Moritz Volz,179,4048,['Germany'],3500000,: Ablöse €1.00m,24,1983-01-21,Retired,,,False,
Right-Back,right,,2003-01-11,Liam Rosenior,178,15166,"['England', 'Sierra Leone']",1500000,: Ablöse €80k,22,1984-09-07,Retired,,,False,
Right-Back,right,,2006-01-08,Elliot Omozusi,179,47844,"['England', 'Nigeria']",,Fulham FC U18,18,1988-12-15,Without Club,,,False,
Defensive Midfield,right,,2007-01-27,Aleksey Smertin,174,5379,['Russia'],6500000,: Ablöse free transfer,32,1975-01-05,Retired,,,False,
Defensive Midfield,right,,2004-07-27,Papa Bouba Diop,194,5485,['Senegal'],5500000,: Ablöse €9.00m,29,1978-01-28,---,,,False,
Defensive Midfield,right,,2006-01-01,Simon Elliott,183,26831,['New Zealand'],800000,: Ablöse free transfer,33,1974-10-06,Retired,,,False,
Central Midfield,right,,2006-01-07,Jimmy Bullard,178,13510,"['England', 'Germany']",4500000,Wigan Athletic,28,1978-10-23,Retired,,,False,
Central Midfield,right,,2006-01-01,Michael Brown,175,13509,['England'],3000000,: Ablöse €2.30m,30,1977-01-25,Retired,,,False,
Central Midfield,right,,,Matthew Collins,178,66531,['Wales'],,,21,1986-03-31,Without Club,,,False,
Right Midfield,right,,2007-01-24,Simon Davies,178,4056,['Wales'],3700000,: Ablöse free transfer,27,1979-10-23,Retired,,,False,
Right Midfield,right,,2005-01-07,Ahmad Elrich,183,30220,['Australia'],750000,Busan I'Park,26,1981-05-30,Parramatta Eagles,,,False,
Left Midfield,left,,2003-08-31,Mark Pembridge,172,3615,['Wales'],1000000,: Ablöse €750k,36,1970-11-29,Retired,,,False,
Attacking Midfield,right,,2004-01-07,Claus Jensen,183,3099,['Denmark'],4500000,Charlton Athletic,30,1977-04-29,Retired,,,False,
Left Winger,right,,2006-08-31,Wayne Routledge,170,14066,"['England', 'Jamaica']",2800000,: Ablöse free transfer,22,1985-07-01,Retired,,,False,
Second Striker,right,,2014-01-01,Clint Dempsey,185,27577,['United States'],1000000,: Ablöse ?,24,1983-09-03,Retired,,,False,
Centre-Forward,both,,2007-04-01,Vincenzo Montella,172,5960,['Italy'],5000000,: Ablöse ?,33,1974-06-18,Retired,,,False,
Centre-Forward,N/A,,2004-07-23,Tomasz Radzinski,,3585,"['Canada', 'Poland']",3000000,: Ablöse €3.00m,33,1973-12-14,Retired,,,False,
Centre-Forward,N/A,,2006-01-07,Björn Runström,,3454,['Sweden'],2250000,Hammarby IF,23,1984-01-03,Retired,,,False,
Centre-Forward,right,,2004-01-01,Collins John,185,4694,"['Netherlands', 'Liberia']",2250000,: Ablöse €3.50m,21,1985-10-17,Retired,,,False,
Centre-Forward,right,,2004-01-20,Brian McBride,183,3469,['United States'],1500000,: Ablöse €800k,35,1972-06-19,Retired,,,False,
Centre-Forward,both,,2005-01-07,Heidar Helguson,178,9886,['Iceland'],1200000,Watford FC,29,1977-08-22,Retired,,,False,
