position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2006-08-16,Scott Carson,188,14555,['England'],2500000,: Ablöse free transfer,21,1985-03-09,Retired,,,False,
Goalkeeper,left,,2005-01-07,Thomas Myhre,188,3566,['Norway'],1400000,Sunderland AFC,33,1973-10-16,Retired,,,False,
Goalkeeper,right,,2004-01-07,Stephan Andersen,188,17880,['Denmark'],1000000,Akademisk Boldklub,25,1981-11-26,Retired,,,False,
Goalkeeper,right,,2005-01-07,Darren Randolph,187,51321,"['Ireland', 'United States']",150000,Charlton Athletic U18,20,1987-12-05,Retired,,,False,
Goalkeeper,left,,2004-01-07,Rob Elliot,190,39037,"['Ireland', 'England']",75000,Charlton Athletic U18,21,1986-04-30,Retired,,,False,
Centre-Back,right,,2006-08-30,Souleymane Diawara,187,12503,"['Senegal', 'France']",3300000,: Ablöse €5.40m,28,1978-12-24,Retired,,,False,
Centre-Back,right,,2004-01-07,Talal El Karkouri,186,4130,"['Morocco', 'France']",2200000,: Ablöse €1.50m,30,1976-08-07,Retired,,,False,
Centre-Back,left,,2005-07-14,Gonzalo Sorondo,190,13488,"['Uruguay', 'Brazil']",2000000,: Ablöse free transfer,27,1979-09-10,Retired,,,False,
Centre-Back,N/A,,2006-01-07,Cory Gibbs,,1186,"['United States', 'Jamaica']",1600000,: Ablöse free transfer,27,1980-01-14,Retired,,,False,
Centre-Back,right,,2010-08-31,Jonathan Fortune,188,4103,['England'],1000000,Sheffield United,26,1980-08-23,Retired,,,False,
Centre-Back,right,,2007-01-28,Madjid Bougherra,190,38074,"['Algeria', 'France']",900000,: Ablöse €3.79m,24,1982-07-10,Retired,,,False,
Left-Back,left,,2003-03-27,Hermann Hreidarsson,185,3860,['Iceland'],3000000,Ipswich Town,32,1974-11-07,Retired,,,False,
Left-Back,left,,2007-01-01,Ben Thatcher,178,3304,"['Wales', 'England']",2300000,: Ablöse €750k,31,1975-11-30,Retired,,,False,
Left-Back,left,,2005-01-07,Nathan Ashton,175,34065,['England'],,Charlton Athletic U18,20,1987-01-30,Without Club,,,False,
Right-Back,right,,2001-01-07,Luke Young,183,3271,['England'],4500000,: Ablöse €6.00m,27,1979-07-19,Retired,,,False,
Right-Back,right,,2005-01-07,Osei Sankofa,183,4105,"['England', 'Jamaica']",300000,Charlton Athletic U21,22,1985-03-19,Retired,,,False,
Defensive Midfield,right,,2007-01-30,Alex Song,185,27394,"['Cameroon', 'France']",2900000,: Ablöse €275k,19,1987-09-09,Retired,,,False,
Defensive Midfield,right,,2006-01-08,Amdy Faye,184,5428,"['Senegal', 'France']",2400000,Newcastle United,30,1977-12-03,Retired,,,False,
Defensive Midfield,right,,2000-05-08,Radostin Kishishev,180,3001,['Bulgaria'],2100000,: Ablöse €4.50m,32,1974-07-30,Retired,,,False,
Defensive Midfield,right,,2007-09-08,Zhi Zheng,180,21556,['China'],1200000,Shandong Luneng Taishan,26,1980-08-20,Retired,,,False,
Midfielder,,,2006-01-06,Alistair John,,254544,['England'],,Unknown,19,1987-11-28,Unknown,,,False,
Central Midfield,right,,2003-01-07,Matt Holland,175,3102,"['Ireland', 'England']",3100000,Ipswich Town,33,1974-11-04,Retired,,,False,
Central Midfield,right,,2006-07-07,Simon Walton,185,24797,['England'],525000,Leeds United,19,1987-09-13,Retired,,,False,
Central Midfield,right,,2006-01-08,Omar Pouso,183,44450,['Uruguay'],400000,CA Peñarol,27,1980-02-28,Retired,,,False,
Right Midfield,right,,2005-08-07,Darren Ambrose,183,4086,['England'],2000000,Newcastle United,23,1984-02-29,Retired,,,False,
Right Midfield,N/A,,2005-08-31,Rúrik Gíslason,,15961,['Iceland'],70000,HK Kópavogs,19,1988-02-25,Retired,,,False,
Left Midfield,left,Groin injury - Return unknown,2006-01-07,Andy Reid,170,10008,['Ireland'],4750000,: Ablöse €4.20m,24,1982-07-29,Retired,,,False,
Attacking Midfield,right,,2004-01-07,Bryan Hughes,178,3939,['England'],1800000,: Ablöse free transfer,31,1976-06-19,Retired,,,False,
Left Winger,right,,2004-02-02,Jerome Thomas,177,3560,"['England', 'Guyana']",750000,Arsenal FC Reserves,24,1983-03-23,Retired,,,False,
Right Winger,right,,2004-02-07,Dennis Rommedahl,179,4361,['Denmark'],3000000,: Ablöse €3.50m,28,1978-07-22,Retired,,,False,
Right Winger,right,,2003-01-07,Lloyd Sam,173,12131,"['Ghana', 'England']",300000,Charlton Athletic U18,22,1984-09-27,Retired,,,False,
Centre-Forward,right,,2005-01-07,Darren Bent,180,13239,"['England', 'Jamaica']",7500000,Ipswich Town,23,1984-06-02,Retired,,,False,
Centre-Forward,right,,2006-01-01,Marcus Bent,188,9958,"['England', 'Jamaica']",3750000,: Ablöse €3.00m,29,1978-05-19,Cornard United FC,,,False,
Centre-Forward,right,,2006-11-07,Jimmy Floyd Hasselbaink,178,3175,"['Netherlands', 'Suriname']",3500000,: Ablöse free transfer,35,1972-03-27,Retired,,,False,
Centre-Forward,right,,1996-01-07,Kevin Lisbie,178,4097,"['Jamaica', 'England']",2000000,Charlton Athletic U18,28,1978-10-17,Retired,,,False,
Centre-Forward,right,,2005-01-07,James Walker,180,39038,"['Antigua and Barbuda', 'England']",,Charlton Athletic U18,19,1987-11-25,Retired,,,False,
