position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2002-08-08,Marcus Hahnemann,187,4140,"['United States', 'Germany']",1250000,Fulham FC,35,1972-06-15,Retired,,,False,
Goalkeeper,right,,2006-01-08,Graham Stack,188,3559,"['Ireland', 'England']",350000,: Ablöse free transfer,25,1981-09-26,Retired,,,False,
Goalkeeper,right,,2005-01-07,Adam Federici,188,4233,"['Australia', 'Italy']",100000,FFA Centre of Excellence (- 2017),22,1985-01-31,Retired,,,False,
Goalkeeper,right,,2007-01-26,Mikkel Andersen,196,42694,['Denmark'],,Akademisk Boldklub,18,1988-12-17,Herlev IF,,,False,
Centre-Back,both,,2007-01-31,Michael Duberry,185,3633,"['England', 'Montserrat']",2250000,: Ablöse €1.20m,31,1975-10-14,Retired,,,False,
Centre-Back,right,,2007-01-07,André Bikey,183,14270,"['Cameroon', 'Spain']",1250000,: Ablöse €1.50m,22,1985-08-01,Retired,,,False,
Centre-Back,left,,2003-01-10,Ívar Ingimarsson,188,7434,['Iceland'],800000,Wolverhampton Wanderers,29,1977-08-20,Retired,,,False,
Centre-Back,right,,2004-01-07,Ibrahima Sonko,192,36813,"['Senegal', 'France']",700000,: Ablöse free transfer,26,1981-01-22,Retired,,,False,
Centre-Back,right,,2006-01-07,Sam Sodje,183,41897,"['Nigeria', 'England']",600000,: Ablöse €350k,28,1979-05-25,Retired,,,False,
Centre-Back,right,,2007-01-01,Greg Halford,193,42062,['England'],400000,Colchester United,22,1984-08-12,Retired,,,False,
Centre-Back,right,,2006-08-30,Péter Máté,195,35008,['Hungary'],300000,: Ablöse €575k,22,1984-02-12,Retired,,,False,
Centre-Back,right,,2006-05-01,Aaron Brown,196,20953,['England'],200000,Tamworth FC,24,1983-06-23,Nuneaton Town,,,False,
Centre-Back,right,,2007-01-30,Alan Bennett,187,34616,['Ireland'],,Cork City FC,25,1981-04-10,Retired,,,False,
Left-Back,left,,2012-10-07,Nicky Shorey,175,13426,['England'],1000000,West Bromwich Albion,26,1981-02-19,Retired,,,False,
Right-Back,right,,2006-01-07,Ulises de la Cruz,180,3842,"['Ecuador', 'England']",1300000,: Ablöse free transfer,33,1974-08-02,Retired,,,False,
Right-Back,right,,1998-06-07,Graeme Murty,178,13418,"['Scotland', 'England']",500000,York City,32,1974-11-13,Retired,,,False,
Right-Back,right,,,Curtis Osano,180,48449,['Kenya'],,,20,1987-08-03,FC Godalming Town,,,False,
Defensive Midfield,right,,2005-01-07,Brynjar Gunnarsson,185,9885,['Iceland'],750000,Watford FC,31,1975-10-16,Retired,,,False,
Defensive Midfield,right,,2006-01-01,John Halls,182,3556,['England'],350000,: Ablöse €375k,25,1982-02-14,Retired,,,False,
Midfielder,right,,2007-01-01,Daniel Bocandé,181,20642,['Senegal'],200000,: Ablöse free transfer,23,1983-05-12,Retired,,,False,
Central Midfield,right,,2003-01-02,Steve Sidwell,183,13427,['England'],2000000,Arsenal FC Reserves,24,1982-12-14,Retired,,,False,
Central Midfield,right,,2001-02-28,James Harper,178,13410,"['England', 'Ghana']",1000000,Arsenal FC Reserves,26,1980-09-11,Retired,,,False,
Central Midfield,right,,2005-01-07,John Oster,175,13918,"['Wales', 'England']",700000,: Ablöse free transfer,28,1978-08-12,Retired,,,False,
Central Midfield,left,,2007-01-29,Oliver Bozanic,179,43117,"['Australia', 'Slovenia']",,Heidelberg United FC,18,1989-08-01,Retired,,,False,
Right Midfield,right,,2006-01-07,James Henry,182,59268,"['England', 'Scotland']",,Reading FC U18,18,1989-10-06,Basingstoke Town,,,False,
Left Midfield,left,,2004-07-22,Bobby Convey,172,20585,['United States'],1800000,: Ablöse €1.20m,24,1983-05-27,Retired,,,False,
Left Midfield,left,,2005-01-07,Stephen Hunt,174,36799,['Ireland'],1250000,: Ablöse free transfer,25,1981-01-08,Retired,,,False,
Left Winger,,,,Viktor Unnar Illugason,,115614,['Iceland'],,,17,1990-01-25,Smári 2020,,,False,
Right Winger,both,,2006-01-07,Ki-hyeon Seol,187,9606,"['Korea, South']",3500000,Wolverhampton Wanderers,28,1979-08-01,Retired,,,False,
Right Winger,right,,2009-08-03,Glen Little,191,9879,['England'],800000,: Ablöse free transfer,31,1975-10-15,Retired,,,False,
Centre-Forward,right,,2005-01-07,Kevin Doyle,180,35193,['Ireland'],5500000,Cork City FC,23,1983-09-18,Retired,,,False,
Centre-Forward,right,,2005-01-07,Leroy Lita,176,20975,"['England', 'DR Congo']",2000000,: Ablöse €1.50m,22,1984-12-28,Retired,,,False,
Centre-Forward,right,,2009-01-03,Dave Kitson,191,15698,['England'],1300000,: Ablöse free transfer,27,1980-01-21,Retired,,,False,
Centre-Forward,both,,2022-07-13,Shane Long,180,37304,['Ireland'],500000,Southampton FC,20,1987-01-22,Retired,,,False,
