position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1997-01-11,Jussi Jääskeläinen,191,3692,['Finland'],5450000,: Ablöse €150k,32,1975-04-19,Retired,,,False,
Goalkeeper,right,,2005-01-07,Ian Walker,185,4137,['England'],1150000,: Ablöse free transfer,35,1971-10-31,Retired,,,False,
Goalkeeper,right,,2006-01-07,Ali Al-Habsi,194,26633,['Oman'],380000,Bolton Wanderers U21,25,1981-12-30,Retired,,,False,
Goalkeeper,,,2004-01-07,Chris Howarth,186,34659,['England'],150000,Bolton Wanderers U18,21,1986-05-23,Unknown,,,False,
Goalkeeper,right,,2006-01-07,Przemyslaw Kazimierczak,191,42576,['Poland'],50000,Bolton Wanderers U18,19,1988-05-05,Zawisza Rzgow,,,False,
Goalkeeper,right,,,Sam Ashton,180,94599,['England'],,,20,1986-09-10,Retired,,,False,
Centre-Back,right,,2004-07-29,Tal Ben Haim,183,20714,['Israel'],4700000,: Ablöse €225k,25,1982-03-31,Retired,,,False,
Centre-Back,right,,2006-07-14,Abdoulaye Méïté,185,5315,"[""Cote d'Ivoire"", 'France']",4600000,: Ablöse €1.50m,26,1980-06-10,Retired,,,False,
Centre-Back,right,,2006-01-07,Abdoulaye Faye,187,6107,"['Senegal', 'France']",3000000,: Ablöse €3.00m,29,1978-02-26,Retired,,,False,
Centre-Back,right,,2007-01-01,César Martín,185,7487,['Spain'],1750000,: Ablöse free transfer,30,1977-03-04,Retired,,,False,
Centre-Back,right,,2007-01-01,Lubomir Michalik,193,46591,['Slovakia'],300000,FC Senec (1990 - 2008),23,1983-08-13,OFC Matuskovo,,,False,
Centre-Back,right,,2004-01-07,Jaroslaw Fojut,188,34652,['Poland'],200000,MSP Szamotuly,19,1987-10-17,Retired,,,False,
Centre-Back,both,,2006-01-07,Blazej Augustyn,191,42029,['Poland'],75000,Bolton Wanderers U18,19,1988-01-26,Zenit Międzybórz,,,False,
Left-Back,left,,2006-01-07,Quinton Fortune,182,3541,"['South Africa', 'England']",2100000,Manchester United,30,1977-05-21,Retired,,,False,
Left-Back,left,,1998-01-07,Ricardo Gardner,175,6264,['Jamaica'],2000000,: Ablöse €1.50m,28,1978-09-25,Retired,,,False,
Left-Back,left,,2004-01-07,Johann Smith,180,16887,['United States'],100000,Oakwood SC U19,20,1987-04-25,Retired,,,False,
Left-Back,left,,,Scott Jamieson,178,52498,"['Australia', 'Scotland']",,,18,1988-10-13,Retired,,,False,
Right-Back,right,,2003-01-08,Nicky Hunt,191,16835,['England'],2000000,Bolton Wanderers U21,23,1983-03-09,Retired,,,False,
Right-Back,right,,2005-01-07,Joey O'Brien,180,34672,['Ireland'],1450000,Bolton Wanderers U18,21,1986-02-17,Retired,,,False,
Right-Back,right,,2006-01-07,James Sinclair,180,50350,"['England', 'Northern Ireland']",50000,Bolton Wanderers U18,19,1987-10-22,Retired,,,False,
Defensive Midfield,right,,2003-01-07,Iván Campo,185,3274,['Spain'],2700000,Real Madrid,33,1974-02-21,Retired,,,False,
Defensive Midfield,left,,2006-01-07,Idan Tal,180,24485,['Israel'],925000,: Ablöse free transfer,31,1975-09-13,Retired,,,False,
Central Midfield,left,,2004-07-21,Gary Speed,180,3459,['Wales'],900000,Newcastle United,37,1969-08-09,---,,,False,
Central Midfield,right,,2006-01-08,Andranik Teymourian,180,39938,['Iran'],600000,FC Aboomoslem,24,1983-06-03,Retired,,,False,
Right Midfield,right,,2007-01-31,David Thompson,170,4127,['England'],2750000,: Ablöse free transfer,29,1977-12-09,Retired,,,False,
Attacking Midfield,right,,1999-01-07,Kevin Nolan,183,3950,['England'],6700000,Bolton Wanderers U18,25,1982-06-24,Retired,,,False,
Right Winger,right,,2003-01-07,Stelios Giannakopoulos,172,4254,['Greece'],3250000,: Ablöse free transfer,32,1974-12-07,Retired,,,False,
Right Winger,right,,2004-01-07,Ricardo Vaz Tê,188,9413,"['Portugal', 'Guinea-Bissau']",1400000,Bolton Wanderers U18,20,1986-01-10,Retired,,,False,
Centre-Forward,right,,2006-08-25,Nicolas Anelka,186,3226,"['France', 'Martinique']",12500000,Fenerbahce,28,1979-03-14,Retired,,,False,
Centre-Forward,right,,2005-01-07,El-Hadji Diouf,180,3604,"['Senegal', 'France']",5750000,: Ablöse €4.80m,26,1981-01-15,Retired,,,False,
Centre-Forward,right,,2003-07-23,Kevin Davies,183,4114,['England'],3800000,Southampton FC,30,1977-03-26,Retired,,,False,
Centre-Forward,right,,2001-01-07,Henrik Pedersen,185,3947,['Denmark'],1500000,Silkeborg IF,32,1975-10-06,Retired,,,False,
Centre-Forward,N/A,,2005-01-07,Bédi Buval,,39932,"['Martinique', 'France']",50000,Bolton Wanderers U18,21,1986-06-16,Retired,,,False,
Centre-Forward,right,,,Zoltán Harsányi,193,50590,"['Slovakia', 'Hungary']",50000,,20,1987-01-06,Rapid Ohrady,,,False,
