position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1999-06-17,David James,193,3646,"['England', 'Jamaica']",,: Ablöse €2.40m,29,1970-01-08,Retired,,,False,
Goalkeeper,,,1991-07-16,Michael Oakes,188,4237,['England'],,: Ablöse -,26,1973-10-30,Retired,,,False,
Goalkeeper,,,1999-01-11,Neil Cutler,193,13563,['England'],,Chester City (- 2010),23,1976-03-09,Retired,,,False,
Goalkeeper,right,,1999-01-02,Peter Enckelman,188,3719,['Finland'],,Turun Palloseura,23,1977-10-03,Retired,,,False,
Centre-Back,right,,1995-01-07,Gareth Southgate,183,3744,['England'],,: Ablöse €3.75m,29,1970-03-09,Retired,,,False,
Centre-Back,right,,1991-12-07,Ugo Ehiogu,192,3247,"['England', 'Nigeria']",,: Ablöse €59k,27,1972-03-11,---,,,False,
Centre-Back,right,,1999-03-23,Colin Calderwood,183,103641,['Scotland'],,: Ablöse €330k,35,1965-01-20,Retired,,,False,
Left-Back,left,,1995-10-03,Alan Wright,163,3331,['England'],,Blackburn Rovers,28,1971-09-28,Retired,,,False,
Left-Back,,,1999-07-20,Najwan Ghrayib,178,223010,['Israel'],,Hapoel Haifa,26,1974-01-30,Retired,,,False,
Left-Back,left,,1996-05-07,Tommy Jaszczun,178,98148,['England'],,: Ablöse -,22,1977-09-16,Retired,,,False,
Left-Back,left,,1998-01-07,Jlloyd Samuel,180,4067,"['Trinidad and Tobago', 'England']",,: Ablöse -,19,1981-03-29,---,,,False,
Right-Back,right,,1998-01-10,Steve Watson,185,3309,['England'],,Newcastle United,26,1974-01-04,Retired,,,False,
Right-Back,right,,1999-09-03,Mark Delaney,185,3841,['Wales'],,: Ablöse €375k,24,1976-05-13,Retired,,,False,
Right-Back,right,,2000-01-07,Jonathan Bewers,173,4073,['England'],,: Ablöse -,17,1982-10-09,Retired,,,False,
Right-Back,right,,1996-05-07,Aaron Lescott,173,22743,['England'],,: Ablöse -,21,1978-02-12,Retired,,,False,
Defensive Midfield,right,,1999-07-20,George Boateng,176,3358,"['Netherlands', 'Ghana']",,Coventry City,24,1975-05-09,Retired,,,False,
Defensive Midfield,left,,1998-01-07,Gareth Barry,184,3291,['England'],,: Ablöse -,19,1981-02-23,Retired,,,False,
Central Midfield,right,,1994-12-21,Ian Taylor,185,3667,['England'],,: Ablöse €1.50m,32,1968-04-06,Retired,,,False,
Central Midfield,right,,1995-05-07,Mark Draper,177,3681,['England'],,: Ablöse €4.90m,29,1970-11-11,Retired,,,False,
Central Midfield,right,,1994-01-07,Lee Hendrie,178,4069,['England'],,: Ablöse -,23,1977-05-18,Retired,,,False,
Central Midfield,right,,1998-01-07,Michael Standing,178,13610,['England'],,: Ablöse -,19,1981-03-20,Retired,,,False,
Right Midfield,right,,1999-11-03,Steve Stone,175,3364,['England'],,: Ablöse €8.00m,28,1971-08-20,Retired,,,False,
Left Midfield,left,,1998-01-07,Alan Thompson,183,3485,['England'],,: Ablöse €7.20m,26,1973-12-22,Retired,,,False,
Left Midfield,left,,1999-01-07,John McGrath,178,42683,['Ireland'],,: Ablöse -,20,1980-03-27,Retired,,,False,
Attacking Midfield,right,,1998-10-09,Paul Merson,183,3250,['England'],,: Ablöse €10.00m,32,1968-03-20,Retired,,,False,
Second Striker,right,,1999-01-07,Benny Carbone,168,3389,['Italy'],,: Ablöse €300k,28,1971-08-14,Retired,,,False,
Centre-Forward,right,,1998-05-11,Dion Dublin,188,3763,['England'],,Coventry City,31,1969-04-22,Retired,,,False,
Centre-Forward,right,,1996-02-24,Julian Joachim,168,10027,"['England', 'St. Vincent & Grenadinen']",,: Ablöse €2.20m,25,1974-09-20,Retired,,,False,
Centre-Forward,,,1999-01-04,Neil Tarrant,180,210156,"['Scotland', 'England']",,Ross County FC,21,1979-06-24,Retired,,,False,
Centre-Forward,right,,1995-12-13,Richard Walker,183,16103,['England'],,: Ablöse -,22,1977-08-11,Retired,,,False,
Centre-Forward,right,,1997-01-07,Darren Byfield,180,13658,"['Jamaica', 'England']",,: Ablöse -,23,1976-09-29,Retired,,,False,
Centre-Forward,right,,1998-01-07,Darius Vassell,171,3236,"['England', 'Jamaica']",,: Ablöse -,20,1980-06-13,Retired,,,False,
Centre-Forward,right,,2000-01-07,Gustavo Bartelt,183,55907,['Argentina'],,: Ablöse ?,25,1974-02-09,Retired,,,False,
Centre-Forward,right,,1997-01-07,Stan Collymore,188,106811,['England'],,: Ablöse €10.50m,29,1971-01-22,Retired,,,False,
