position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1997-07-07,Magnus Hedman,192,3438,['Sweden'],,AIK,27,1973-03-19,Retired,,,False,
Goalkeeper,,,2004-01-07,Morten Hyldgaard,198,6818,['Denmark'],,: Ablöse free transfer,22,1978-01-26,Retired,,,False,
Goalkeeper,,,1984-06-22,Steve Ogrizovic,196,109480,"['England', 'Serbia']",,: Ablöse €108k,42,1957-12-09,Retired,,,False,
Goalkeeper,right,,1999-01-07,Chris Kirkland,198,3219,['England'],,Coventry City U18,19,1981-02-05,Retired,,,False,
Centre-Back,,,1995-06-08,Paul Williams,183,3323,['England'],,: Ablöse €1.10m,29,1971-03-26,Retired,,,False,
Centre-Back,right,,1995-01-11,Richard Shaw,175,10034,['England'],,: Ablöse €1.50m,31,1968-11-09,Retired,,,False,
Centre-Back,right,,1999-01-01,Muhamed Konjic,191,10022,['Bosnia-Herzegovina'],,: Ablöse ?,30,1970-05-14,Retired,,,False,
Centre-Back,right,,1997-01-30,Gary Breen,185,3874,"['Ireland', 'England']",,: Ablöse €3.75m,26,1973-12-12,Retired,,,False,
Centre-Back,,,1998-01-07,Barry Ferguson,191,68336,['Ireland'],,Home Farm,20,1979-07-09,Retired,,,False,
Centre-Back,right,,,Richard Spong,182,15215,['Sweden'],,,16,1983-09-23,Retired,,,False,
Centre-Back,right,,2000-03-03,Colin Hendry,185,103642,['Scotland'],,: Ablöse €1.20m,34,1965-07-12,Retired,,,False,
Left-Back,left,,1995-02-03,David Burrows,178,109481,['England'],,: Ablöse €1.65m,31,1968-10-25,Retired,,,False,
Left-Back,left,,2005-02-21,Marcus Hall,185,13578,['England'],,: Ablöse free transfer,24,1976-03-24,Retired,,,False,
Left-Back,left,,1999-01-08,Runar Normann,181,34759,['Norway'],,Lillestrøm SK,22,1978-01-03,Retired,,,False,
Right-Back,both,,2000-01-01,Tomas Antonelius,179,3433,['Sweden'],,AIK,27,1973-07-05,Retired,,,False,
Right-Back,right,,1998-01-07,Ian Brightwell,178,67373,['England'],,: Ablöse ?,32,1968-09-04,Retired,,,False,
Right-Back,right,,1998-01-07,Marc Edworthy,180,4235,['England'],,: Ablöse €1.80m,27,1972-12-24,Retired,,,False,
Right-Back,right,,1995-01-08,Paul Telfer,175,3362,['Scotland'],,: Ablöse €1.65m,28,1971-10-21,Retired,,,False,
Right-Back,right,,1998-01-07,Barry Quinn,183,10028,['Ireland'],,Coventry City U18,21,1979-09-05,Retired,,,False,
Defensive Midfield,right,,1999-01-09,Carlton Palmer,191,101325,['England'],,: Ablöse €600k,34,1965-05-12,Retired,,,False,
Defensive Midfield,right,,1997-01-07,Gavin Strachan,178,41027,['Scotland'],,Coventry City U18,21,1978-12-23,Retired,,,False,
Defensive Midfield,right,,1998-01-07,John Eustace,183,13569,['England'],,Coventry City U18,20,1979-03-11,Retired,,,False,
Central Midfield,left,,1999-01-07,Youssef Chippo,184,37742,['Morocco'],,: Ablöse ?,27,1973-10-05,Retired,,,False,
Central Midfield,both,,2002-01-07,Gary McAllister,186,10032,['Scotland'],,: Ablöse €500k,35,1964-12-25,Retired,,,False,
Central Midfield,right,,1999-01-07,Lee Fowler,170,97598,['Wales'],,Coventry City U18,17,1983-10-06,Retired,,,False,
Right Midfield,right,,,Craig Pead,175,10037,['England'],,,18,1981-09-15,Retired,,,False,
Attacking Midfield,,,1997-01-07,Trond Soltvedt,186,109482,['Norway'],,: Ablöse €750k,33,1967-02-15,Retired,,,False,
Attacking Midfield,N/A,,1999-07-19,Mustapha Hadji,,3840,"['Morocco', 'France']",,: Ablöse €6.00m,28,1971-11-16,Retired,,,False,
Left Winger,left,,1998-01-10,Steve Froggatt,178,222292,['England'],,: Ablöse €2.70m,27,1973-09-03,Retired,,,False,
Left Winger,left,,2010-01-07,Gary McSheffrey,173,25383,['England'],,: Ablöse free transfer,17,1982-08-13,Retired,,,False,
Right Winger,right,,1998-01-12,Laurent Delorge,179,13114,['Belgium'],,: Ablöse €1.75m,20,1979-07-21,Retired,,,False,
Right Winger,right,,2000-01-07,Stephen McPhee,170,18240,['Scotland'],,Coventry City U18,19,1981-05-06,Retired,,,False,
Centre-Forward,right,,1996-01-11,Darren Huckerby,178,3136,['England'],,Newcastle United,24,1976-04-23,Retired,,,False,
Centre-Forward,right,,1999-08-18,Robbie Keane,175,3144,['Ireland'],,: Ablöse €9.00m,19,1980-08-07,Retired,,,False,
Centre-Forward,right,,1995-12-16,Noel Whelan,188,3315,['England'],,: Ablöse €3.00m,25,1974-12-30,Retired,,,False,
Centre-Forward,left,,1998-01-07,John Aloisi,183,7741,"['Australia', 'Italy']",,: Ablöse €975k,24,1976-05-02,Retired,,,False,
Centre-Forward,right,,2000-01-20,Cédric Roussel,190,10431,['Belgium'],,: Ablöse €1.68m,22,1978-06-01,---,,,False,
Centre-Forward,left,,2000-02-25,Ysrael Zúñiga,171,4143,['Peru'],,FBC Melgar,23,1976-08-27,Retired,,,False,
Centre-Forward,left,,1999-01-07,Chukki Eribenne,178,69764,"['England', 'Nigeria']",,Coventry City U18,19,1980-02-11,Retired,,,False,
