position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1996-11-29,Les Sealey,185,176019,['England'],,Leyton Orient,42,1957-09-29,---,,,False,
Goalkeeper,right,,2005-07-29,Shaka Hislop,193,4175,"['Trinidad and Tobago', 'England']",,: Ablöse free transfer,31,1969-02-22,Retired,,,False,
Goalkeeper,right,,1997-01-07,Craig Forrest,196,107807,['Canada'],,Ipswich Town,32,1967-09-20,Retired,,,False,
Goalkeeper,right,,2000-02-24,Sasa Ilic,193,4138,"['Serbia', 'Australia']",,Charlton Athletic,27,1972-07-18,Retired,,,False,
Goalkeeper,right,,2000-02-22,Ian Feuer,201,141044,['United States'],,: Ablöse free transfer,29,1971-05-20,Retired,,,False,
Goalkeeper,right,,1998-02-20,Stephen Bywater,189,3873,['England'],,Rochdale AFC,19,1981-07-06,Retired,,,False,
Centre-Back,right,,1999-01-07,Igor Stimac,188,103812,['Croatia'],,: Ablöse €700k,32,1967-06-09,Retired,,,False,
Centre-Back,left,,1998-07-30,Neil Ruddock,188,3487,['England'],,: Ablöse €350k,32,1968-09-05,Retired,,,False,
Centre-Back,right,,1995-11-27,Rio Ferdinand,189,3235,['England'],,: Ablöse -,21,1978-07-11,Retired,,,False,
Centre-Back,right,,1997-09-19,Ian Pearce,191,3879,['England'],,Blackburn Rovers,26,1974-07-05,Retired,,,False,
Centre-Back,right,,1998-01-07,Javier Margas,187,133852,['Chile'],,CD Universidad Católica,31,1969-10-05,Retired,,,False,
Left-Back,left,,1999-02-08,Stuart Pearce,178,101317,['England'],,Newcastle United,38,1962-04-24,Retired,,,False,
Left-Back,left,,1999-01-15,Scott Minto,175,3884,['England'],,: Ablöse €1.50m,28,1971-06-08,Retired,,,False,
Left-Back,left,,1999-01-07,Shaun Byrne,175,3882,['Ireland'],,: Ablöse -,19,1981-01-21,Unknown,,,False,
Right-Back,right,,1999-06-10,Gary Charles,175,106810,['England'],,SL Benfica,30,1970-04-13,Retired,,,False,
Right-Back,right,,1999-01-07,Rob Jones,173,107200,"['England', 'Wales']",,: Ablöse free transfer,28,1971-05-11,Retired,,,False,
Right-Back,right,,1985-01-01,Steve Potts,170,107819,"['England', 'United States']",,: Ablöse -,33,1967-07-05,Retired,,,False,
Right-Back,right,,,Adam Newton,173,49712,"['St. Kitts & Nevis', 'England']",,,19,1980-04-12,Retired,,,False,
Defensive Midfield,right,,1999-01-01,Marc-Vivien Foé,188,3889,"['Cameroon', 'France']",,: Ablöse €6.00m,25,1975-01-05,---,,,False,
Defensive Midfield,right,,1998-01-08,Michael Carrick,189,3878,['England'],,: Ablöse -,18,1981-07-28,Retired,,,False,
Central Midfield,both,,1997-01-03,Steve Lomas,183,3801,"['Northern Ireland', 'Germany']",,: Ablöse €2.40m,26,1974-01-18,Retired,,,False,
Central Midfield,right,,1994-01-07,John Moncur,170,3696,['England'],,Swindon Town,33,1966-09-22,Retired,,,False,
Central Midfield,right,,1995-01-07,Frank Lampard,184,3163,['England'],,: Ablöse -,22,1978-06-20,Retired,,,False,
Right Midfield,right,,1998-01-07,Marc Keller,181,131608,['France'],,: Ablöse free transfer,32,1968-01-14,Retired,,,False,
Left Midfield,left,,1995-08-09,Stan Lazaridis,175,3747,"['Australia', 'Greece']",,West Adelaide SC,27,1972-08-16,Retired,,,False,
Attacking Midfield,right,,2013-04-01,Joe Cole,176,3876,['England'],,: Ablöse free transfer,18,1981-08-11,Retired,,,False,
Left Winger,right,,1998-01-01,Trevor Sinclair,178,3253,"['England', 'Jamaica']",,: Ablöse €3.05m,27,1973-02-03,Retired,,,False,
Centre-Forward,,,1997-01-02,Paul Kitson,180,107813,['England'],,Newcastle United,29,1971-09-01,Retired,,,False,
Centre-Forward,both,,1999-01-27,Paolo Di Canio,178,3699,['Italy'],,: Ablöse €2.23m,31,1968-09-07,Retired,,,False,
Centre-Forward,right,,1999-07-16,Paulo Wanchope,193,3230,"['Costa Rica', 'England']",,: Ablöse €5.35m,23,1976-07-31,Retired,,,False,
Centre-Forward,right,,2000-01-07,Frédéric Kanouté,192,3700,"['Mali', 'France']",,: Ablöse €5.63m,22,1977-02-09,Retired,,,False,
Centre-Forward,right,,1998-07-13,Ian Wright,175,104637,['England'],,: Ablöse €750k,36,1963-03-11,Retired,,,False,
