position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1995-07-13,Russell Hoult,193,3653,['England'],,: Ablöse €300k,27,1972-11-22,Retired,,,False,
Goalkeeper,left,,1997-03-26,Mart Poom,195,3715,['Estonia'],,: Ablöse €700k,28,1972-03-02,Retired,,,False,
Goalkeeper,right,,1999-01-07,Andy Oakes,187,13480,['England'],,: Ablöse €500k,23,1977-11-01,Retired,,,False,
Goalkeeper,,,1997-01-07,Richard Knight,,468494,['England'],,: Ablöse ?,20,1979-03-08,Retired,,,False,
Centre-Back,right,,1998-01-07,Horacio Carbonari,191,30799,"['Argentina', 'Italy']",,: Ablöse €3.00m,26,1974-02-05,Retired,,,False,
Centre-Back,N/A,,1998-01-07,Stefan Schnoor,,702,['Germany'],,: Ablöse free transfer,29,1971-04-18,Retired,,,False,
Centre-Back,right,,1995-05-27,Darryl Powell,183,4081,"['Jamaica', 'England']",,: Ablöse €1.13m,28,1971-11-15,Retired,,,False,
Centre-Back,right,,1995-10-31,Igor Stimac,188,103812,['Croatia'],,HNK Hajduk Split,32,1967-06-09,Retired,,,False,
Centre-Back,right,,1996-07-17,Jacob Laursen,183,4253,['Denmark'],,Silkeborg IF,28,1971-06-10,Retired,,,False,
Centre-Back,right,,1998-08-21,Spencer Prior,191,12722,"['England', 'Australia']",,: Ablöse €1.00m,29,1971-04-22,Retired,,,False,
Centre-Back,right,,1997-01-07,Steve Elliott,185,13457,['England'],,Derby County U18,21,1978-10-29,Retired,,,False,
Centre-Back,right,,2011-10-08,Chris Riggott,183,3782,['England'],,Without Club,19,1980-01-09,Retired,,,False,
Left-Back,left,,1998-10-16,Tony Dorigo,175,101324,"['England', 'Australia']",,: Ablöse ?,34,1965-12-31,Retired,,,False,
Left-Back,left,,1999-03-23,Paul Boertien,178,13440,['England'],,Carlisle United,21,1979-01-20,Retired,,,False,
Right-Back,right,,1999-12-03,Vasilios Bormpokis,180,9875,['Greece'],,Sheffield United,31,1969-10-02,Retired,,,False,
Right-Back,both,,1999-03-24,Richard Jackson,173,13467,['England'],,Scarborough FC (- 2007),20,1980-04-18,Retired,,,False,
Midfielder,right,,2000-01-07,Adam Bolder,175,13441,['England'],,: Ablöse €125k,19,1980-10-25,Retired,,,False,
Central Midfield,left,,2005-01-07,Seth Johnson,179,3635,['England'],,Leeds United,21,1979-12-03,Retired,,,False,
Central Midfield,right,,1998-06-02,Rory Delap,183,4112,"['Ireland', 'England']",,Carlisle United,23,1976-06-07,Retired,,,False,
Central Midfield,right,,1998-03-25,Lars Bohinen,185,102503,['Norway'],,Blackburn Rovers,30,1969-08-09,Retired,,,False,
Central Midfield,right,,1997-01-07,Marc Bridge-Wilkinson,168,39231,['England'],,Derby County U18,21,1979-03-16,Retired,,,False,
Central Midfield,right,,1998-01-07,Adam Murray,175,9408,['England'],,Derby County U18,18,1981-09-30,Retired,,,False,
Right Midfield,right,,1997-01-07,Stefano Eranio,180,4227,['Italy'],,: Ablöse free transfer,33,1966-12-29,Retired,,,False,
Right Midfield,right,,1998-01-07,Kevin Harper,168,9220,"['Scotland', 'England']",,Hibernian FC,24,1976-01-15,Retired,,,False,
Attacking Midfield,N/A,,2000-04-19,Giorgi Kinkladze,,3425,['Georgia'],,: Ablöse €5.00m,26,1973-06-07,Retired,,,False,
Attacking Midfield,left,,1999-11-25,Avi Nimni,187,58335,['Israel'],,: Ablöse ?,28,1972-04-26,Retired,,,False,
Attacking Midfield,right,,1999-02-12,Craig Burley,185,11319,['Scotland'],,: Ablöse €4.50m,28,1971-09-24,Retired,,,False,
Second Striker,both,,1997-01-08,Francesco Baiano,170,107802,['Italy'],,: Ablöse €1.00m,32,1968-02-24,Retired,,,False,
Centre-Forward,right,,1999-01-01,Marvin Robinson,180,25387,['England'],,Derby County U18,20,1980-11-04,Retired,,,False,
Centre-Forward,right,,1999-10-14,Lee Morris,178,13476,['England'],,Sheffield United,20,1980-04-30,Retired,,,False,
Centre-Forward,right,,1991-01-07,Dean Sturridge,173,4230,"['England', 'Jamaica']",,Derby County U18,26,1973-07-26,Retired,,,False,
Centre-Forward,right,,1997-06-08,Deon Burton,178,3464,"['Jamaica', 'England']",,: Ablöse €1.25m,23,1976-10-25,Retired,,,False,
Centre-Forward,right,,1998-10-28,Malcolm Christie,184,3790,['England'],,: Ablöse €75k,21,1979-11-04,Retired,,,False,
Centre-Forward,right,,1999-01-07,Esteban Fuertes,182,5493,"['Argentina', 'Spain']",,: Ablöse ?,27,1972-12-26,Retired,,,False,
Centre-Forward,N/A,,1999-03-25,Mikkel Beck,,5650,['Denmark'],,: Ablöse €700k,27,1973-12-05,Retired,,,False,
Centre-Forward,right,,1999-12-17,Branko Strupar,190,10444,"['Belgium', 'Croatia']",,: Ablöse €4.20m,30,1970-09-02,Retired,,,False,
