position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2005-01-07,Kelvin Davis,185,13640,['England'],2000000,Ipswich Town,29,1976-09-29,Retired,,,False,
Goalkeeper,right,,2004-01-07,Ben Alnwick,183,27036,['England'],200000,Sunderland AFC U18,19,1987-01-01,Retired,,,False,
Centre-Back,right,,2004-07-19,Steven Caldwell,183,3462,['Scotland'],2000000,Newcastle United,25,1980-12-09,Retired,,,False,
Centre-Back,right,,2005-01-08,Christian Bassila,192,3922,"['France', 'Congo']",1750000,: Ablöse free transfer,28,1977-05-10,Retired,,,False,
Centre-Back,right,,2005-02-08,Alan Stubbs,188,3472,['England'],1150000,: Ablöse free transfer,34,1971-06-10,Retired,,,False,
Centre-Back,right,,2004-08-13,Neill Collins,191,22162,['Scotland'],800000,Dumbarton FC,22,1983-02-09,Retired,,,False,
Centre-Back,right,,2005-01-07,Nyron Nosworthy,185,14054,"['Jamaica', 'England']",600000,Gillingham FC,25,1980-11-10,Retired,,,False,
Centre-Back,left,,2004-01-10,Danny Collins,185,26183,"['Wales', 'England']",500000,Chester City (- 2010),25,1980-06-08,Retired,,,False,
Left-Back,left,,2008-01-09,George McCartney,183,3775,['Northern Ireland'],500000,: Ablöse €5.50m,25,1981-04-29,Retired,,,False,
Left-Back,left,,2004-01-07,Daniel Smith,175,38099,['England'],50000,Sunderland AFC U18,19,1986-05-10,Retired,,,False,
Right-Back,right,,2002-08-15,Stephen Wright,183,4126,['England'],2800000,: Ablöse €4.80m,26,1980-08-02,Retired,,,False,
Right-Back,right,,2005-01-08,Justin Hoyte,178,7335,"['Trinidad and Tobago', 'England']",800000,: Ablöse free transfer,21,1984-11-20,Retired,,,False,
Central Midfield,left,,2000-01-07,Julio Arca,175,3280,"['Argentina', 'Italy']",3200000,: Ablöse €4.70m,25,1981-01-31,Retired,,,False,
Central Midfield,right,,2006-01-31,Rory Delap,183,4112,"['Ireland', 'England']",1000000,Southampton FC,29,1976-06-07,Retired,,,False,
Central Midfield,right,,2004-01-07,Dean Whitehead,183,13683,['England'],1000000,: Ablöse €300k,24,1982-12-01,Retired,,,False,
Central Midfield,right,,2005-01-07,Tommy Miller,185,13251,"['England', 'Scotland']",850000,Ipswich Town,27,1979-08-01,Retired,,,False,
Central Midfield,right,,2004-01-04,Carl Robinson,178,9210,['Wales'],650000,: Ablöse free transfer,29,1976-10-13,Retired,,,False,
Central Midfield,right,,2019-01-29,Grant Leadbitter,177,13796,['England'],450000,: Ablöse free transfer,20,1986-07-01,Retired,,,False,
Central Midfield,left,,2005-01-07,Martin Woods,175,25389,['Scotland'],200000,Leeds United,20,1986-01-01,King's Lynn Town,,,False,
Left Midfield,left,,2004-01-11,Andy Welsh,173,34515,"['Scotland', 'England']",300000,: Ablöse €20k,23,1983-01-24,Retired,,,False,
Attacking Midfield,right,,2004-01-07,Liam Lawrence,178,18870,"['Ireland', 'England']",800000,Mansfield Town,24,1981-12-14,Retired,,,False,
Centre-Forward,right,,2005-01-07,Jon Stead,191,16107,['England'],2300000,Blackburn Rovers,23,1983-07-04,Retired,,,False,
Centre-Forward,right,,2005-02-08,Anthony Le Tallec,185,4217,['France'],1600000,: Ablöse free transfer,21,1984-03-10,Retired,,,False,
Centre-Forward,right,,2005-01-07,Andy Gray,183,13575,"['Scotland', 'England']",1250000,Sheffield United,28,1977-11-15,Retired,,,False,
Centre-Forward,right,,2004-06-08,Stephen Elliott,176,17890,['Ireland'],1000000,: Ablöse €190k,22,1984-06-01,Retired,,,False,
Centre-Forward,right,,2000-01-07,Kevin Kyle,191,4121,['Scotland'],700000,Sunderland AFC Reserves,25,1981-07-06,Retired,,,False,
Centre-Forward,right,,2003-01-07,Chris Brown,185,13240,['England'],400000,Sunderland AFC U18,21,1984-11-12,Retired,,,False,
Centre-Forward,left,,2005-01-07,Daryl Murphy,189,31312,['Ireland'],300000,: Ablöse €150k,23,1983-03-15,Retired,,,False,
