position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1997-01-11,Jussi Jääskeläinen,191,3692,['Finland'],5000000,: Ablöse €150k,35,1975-04-19,Retired,,,False,
Goalkeeper,right,,2006-01-07,Ali Al-Habsi,194,26633,['Oman'],750000,Bolton Wanderers U21,28,1981-12-30,Retired,,,False,
Goalkeeper,right,,2008-01-07,Ádám Bogdán,194,55247,['Hungary'],50000,Bolton Wanderers U21,22,1987-09-27,Retired,,,False,
Centre-Back,right,,2008-01-30,Gary Cahill,193,27511,['England'],6500000,: Ablöse €6.00m,24,1985-12-19,Retired,,,False,
Centre-Back,right,,2009-07-25,Zat Knight,198,4012,['England'],4000000,: Ablöse €4.70m,30,1980-02-05,Retired,,,False,
Centre-Back,right,,2007-01-08,Andrew O'Brien,191,3228,"['Ireland', 'England']",3000000,: Ablöse ?,31,1979-06-29,Retired,,,False,
Centre-Back,right,,2008-06-08,Danny Shittu,191,13736,['Nigeria'],1000000,Watford FC,29,1980-02-09,Retired,,,False,
Centre-Back,right,,2008-01-07,Chris Basham,190,52495,['England'],1000000,Bolton Wanderers U21,21,1988-07-20,Retired,,,False,
Left-Back,left,,2007-01-07,Jlloyd Samuel,180,4067,"['Trinidad and Tobago', 'England']",3000000,: Ablöse free transfer,29,1981-03-29,---,,,False,
Left-Back,left,,2010-01-29,Paul Robinson,175,14063,['England'],2500000,West Bromwich Albion,31,1978-12-14,Retired,,,False,
Left-Back,left,,1998-01-07,Ricardo Gardner,175,6264,['Jamaica'],2500000,: Ablöse €1.50m,31,1978-09-25,Retired,,,False,
Right-Back,right,,2008-01-01,Grétar Steinsson,189,30304,['Iceland'],4500000,AZ Alkmaar,28,1982-09-01,Retired,,,False,
Right-Back,right,,2009-01-07,Sam Ricketts,185,30434,"['Wales', 'England']",2500000,: Ablöse €2.40m,28,1981-11-10,Retired,,,False,
Right-Back,right,,2003-01-08,Nicky Hunt,191,16835,['England'],1200000,Bolton Wanderers U21,26,1983-03-09,Retired,,,False,
Right-Back,right,,2005-01-07,Joey O'Brien,180,34672,['Ireland'],1000000,Bolton Wanderers U18,24,1986-02-17,Retired,,,False,
Defensive Midfield,right,,2009-01-07,Sean Davis,178,4036,['England'],5000000,: Ablöse free transfer,30,1979-09-20,Retired,,,False,
Central Midfield,right,,2008-01-07,Fabrice Muamba,188,35586,"['England', 'DR Congo']",5500000,: Ablöse €6.40m,22,1988-06-04,Retired,,,False,
Central Midfield,left,,2010-01-29,Jack Wilshere,172,74223,['England'],3000000,: Ablöse free transfer,18,1992-01-01,Retired,,,False,
Central Midfield,right,,2008-01-01,Tamir Cohen,182,24209,"['Israel', 'Italy']",2500000,: Ablöse €800k,26,1984-04-03,Retired,,,False,
Central Midfield,right,,2007-01-07,Gavin McCann,180,4136,['England'],2000000,: Ablöse €1.50m,32,1978-10-01,Retired,,,False,
Central Midfield,right,,2009-01-26,Mark Davies,180,36917,['England'],1500000,Wolverhampton Wanderers,22,1988-02-18,Retired,,,False,
Central Midfield,both,,2010-01-26,Stuart Holden,178,30071,"['United States', 'Scotland']",750000,: Ablöse free transfer,24,1985-01-08,Retired,,,False,
Left Midfield,left,,2008-01-17,Matthew Taylor,177,9218,['England'],6000000,: Ablöse €4.70m,28,1981-11-27,Retired,,,False,
Left Winger,right,,2010-01-22,Vladimir Weiss,175,92701,['Slovakia'],1500000,: Ablöse free transfer,20,1989-11-30,Retired,,,False,
Right Winger,right,,2009-08-14,Chung-yong Lee,180,81801,"['Korea, South']",3000000,FC Seoul,21,1988-02-07,Incheon United,,,False,
Right Winger,right,,2008-01-07,Riga Mustapha,182,4433,"['Netherlands', 'Ghana']",1500000,: Ablöse €400k,28,1981-10-10,Retired,,,False,
Right Winger,right,,2004-01-07,Ricardo Vaz Tê,188,9413,"['Portugal', 'Guinea-Bissau']",250000,Bolton Wanderers U18,23,1986-01-10,Retired,,,False,
Centre-Forward,right,,2008-01-07,Johan Elmander,188,4383,['Sweden'],6000000,: Ablöse €12.60m,29,1981-05-27,Retired,,,False,
Centre-Forward,N/A,,2010-01-07,Ivan Klasnic,,690,['Croatia'],4500000,: Ablöse free transfer,30,1980-01-29,Retired,,,False,
Centre-Forward,right,,2003-07-23,Kevin Davies,183,4114,['England'],4000000,Southampton FC,33,1977-03-26,Retired,,,False,
Centre-Forward,right,,2008-01-07,Tope Obadeyi,182,65692,"['England', 'Nigeria']",250000,Bolton Wanderers U18,20,1989-10-29,Alvechurch FC,,,False,
Centre-Forward,left,Cruciate ligament tear - Return unknown,2009-01-07,Danny Ward,180,124172,['England'],50000,Bolton Wanderers U18,19,1990-09-12,Without Club,,,False,
