position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2003-01-07,Ross Turnbull,193,29159,['England'],1800000,Middlesbrough FC U18,24,1985-04-01,Retired,,,False,
Goalkeeper,left,,2000-01-07,Brad Jones,194,4042,"['Australia', 'England']",1500000,Middlesbrough FC U18,27,1982-03-19,Retired,,,False,
Goalkeeper,right,,2009-01-07,Jason Steele,188,73564,"['England', 'Scotland']",100000,Middlesbrough FC U18,18,1990-08-18,Brighton & Hove Albion,,,False,
Centre-Back,right,,2006-01-01,David Wheater,196,29199,['England'],5800000,Middlesbrough FC U18,22,1987-02-14,Retired,,,False,
Centre-Back,left,,2005-01-07,Emanuel Pogatetz,191,1094,['Austria'],5700000,Bayer 04 Leverkusen,26,1983-01-16,Retired,,,False,
Centre-Back,N/A,,2006-08-31,Robert Huth,,2998,['Germany'],4000000,: Ablöse €8.90m,24,1984-08-18,Retired,,,False,
Centre-Back,right,,2003-01-31,Chris Riggott,183,3782,['England'],1900000,: Ablöse €2.23m,28,1980-01-09,Retired,,,False,
Centre-Back,right,,2004-01-07,Matthew Bates,178,29149,['England'],1000000,Middlesbrough FC U18,22,1986-10-12,Retired,,,False,
Centre-Back,right,,2008-01-07,Rhys Williams,187,82474,"['Australia', 'Wales']",500000,: Ablöse -,20,1988-07-14,Retired,,,False,
Centre-Back,left,,2007-01-07,Jonathan Grounds,185,57490,['England'],400000,Middlesbrough FC U18,21,1988-02-02,Retired,,,False,
Centre-Back,right,,2008-01-07,John Johnson,183,81615,['England'],75000,: Ablöse -,20,1988-09-16,Without Club,,,False,
Left-Back,left,,2005-01-07,Andrew Taylor,178,29158,['England'],2500000,Middlesbrough FC U18,22,1986-01-08,Retired,,,False,
Left-Back,left,,2008-01-07,Joe Bennett,178,90964,['England'],75000,Middlesbrough FC U18,19,1990-03-28,Walton & Hersham FC,,,False,
Right-Back,right,,2008-01-08,Justin Hoyte,178,7335,"['Trinidad and Tobago', 'England']",2000000,: Ablöse €3.80m,24,1984-11-20,Retired,,,False,
Right-Back,right,,2004-01-07,Tony McMahon,180,29154,['England'],1000000,Middlesbrough FC U18,23,1986-03-24,Retired,,,False,
Defensive Midfield,right,,2008-04-07,Didier Digard,183,52345,['France'],3700000,: Ablöse €5.00m,22,1986-12-07,Retired,,,False,
Defensive Midfield,both,,2007-01-08,Mohamed Shawky,181,38176,['Egypt'],900000,: Ablöse €950k,27,1981-05-10,Retired,,,False,
Midfielder,right,,,Nathan Porritt,176,76193,['England'],100000,,19,1990-09-01,Retired,,,False,
Central Midfield,right,,2007-08-31,Gary O'Neil,174,3995,['England'],4800000,: Ablöse €7.50m,26,1983-05-18,Retired,,,False,
Central Midfield,left,,2006-07-26,Julio Arca,175,3280,"['Argentina', 'Italy']",2600000,Sunderland AFC,28,1981-01-31,Retired,,,False,
Central Midfield,right,,2008-01-01,Josh Walker,180,39930,['England'],500000,Middlesbrough FC U18,20,1989-02-21,Retired,,,False,
Left Midfield,left,,2015-07-16,Stewart Downing,180,4063,['England'],11000000,: Ablöse €7.90m,24,1984-07-22,Retired,,,False,
Left Winger,N/A,,2007-01-07,Tuncay Şanlı,,6934,['Türkiye'],9800000,Fenerbahce,27,1982-01-16,Retired,,,False,
Left Winger,left,,2008-01-07,Jonathan Franks,174,95808,['England'],100000,Middlesbrough FC U18,19,1990-08-04,Retired,,,False,
Right Winger,left,Suspended – cross-competition,2005-01-07,Adam Johnson,182,31579,['England'],2100000,Middlesbrough FC U18,21,1987-07-14,Retired,,,False,
Right Winger,both,,2007-01-07,Graeme Owens,178,47840,['England'],100000,Middlesbrough FC U18,21,1988-01-05,Retired,,,False,
Centre-Forward,right,,2008-01-01,Afonso Alves,185,18758,['Brazil'],6800000,: Ablöse €17.00m,28,1981-01-30,Retired,,,False,
Centre-Forward,right,,2007-01-07,Jérémie Aliadière,183,3266,"['France', 'Algeria']",4000000,: Ablöse €3.00m,26,1983-03-30,Retired,,,False,
Centre-Forward,right,,2009-01-01,Marlon King,185,14037,"['Jamaica', 'England']",3500000,Wigan Athletic,29,1980-04-26,Retired,,,False,
Centre-Forward,both,,2008-04-07,Marvin Emnes,180,37787,"['Netherlands', 'Suriname']",2400000,: Ablöse €4.00m,21,1988-05-27,FCF Weesp,,,False,
