position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,,David Henry,,242265,['Northern Ireland'],,,19,1977-12-11,Retired,,,False,
Goalkeeper,right,,1987-02-07,Mark Crossley,191,4041,"['Wales', 'England']",,Nottingham Forest U18,28,1969-06-16,Retired,,,False,
Goalkeeper,right,,1996-01-13,Alan Fettis,185,4222,['Northern Ireland'],,: Ablöse €375k,26,1971-01-02,Retired,,,False,
Goalkeeper,,,1993-01-09,Tommy Wright,185,206780,['Northern Ireland'],,Newcastle United,33,1963-08-29,Retired,,,False,
Centre-Back,,,1991-01-09,Vance Warner,,227869,['England'],,Nottingham Forest U18,22,1974-03-09,Retired,,,False,
Centre-Back,right,,1992-01-08,Steve Blatherwick,185,228541,['England'],,: Ablöse ?,23,1973-09-20,Retired,,,False,
Centre-Back,,,1986-08-28,Steve Chettle,185,168569,['England'],,Nottingham Forest U18,28,1968-09-27,Retired,,,False,
Centre-Back,right,,1996-07-26,Nikola Jerkan,188,81486,['Croatia'],,Real Oviedo,32,1964-08-12,Retired,,,False,
Centre-Back,N/A,,1996-01-10,Brian O'Neil,,669,['Scotland'],,: Ablöse free transfer,24,1972-06-09,Retired,,,False,
Left-Back,left,,1985-01-07,Stuart Pearce,178,101317,['England'],,Coventry City,35,1962-04-24,Retired,,,False,
Left-Back,left,,1993-01-07,Colin Cooper,182,3867,['England'],,: Ablöse €2.55m,30,1967-02-28,Retired,,,False,
Right-Back,right,,1994-01-25,Alf-Inge Haaland,186,107179,['Norway'],,Bryne FK,24,1972-11-23,Retired,,,False,
Midfielder,,,,Justin Walker,,230674,['England'],,,21,1975-06-09,Retired,,,False,
Central Midfield,,,1990-05-12,Bobby Howe,170,228813,['England'],,Nottingham Forest U18,23,1973-06-11,Retired,,,False,
Central Midfield,right,,1995-01-07,Chris Bart-Williams,180,3293,"['England', 'Sierra Leone']",,: Ablöse €3.75m,23,1974-06-16,---,,,False,
Central Midfield,right,,1990-05-01,Scot Gemmill,181,3617,['Scotland'],,Nottingham Forest U18,26,1971-02-01,Retired,,,False,
Central Midfield,left,,1992-01-07,Craig Armstrong,180,13396,['England'],,Nottingham Forest U18,22,1975-05-23,Retired,,,False,
Right Midfield,right,,,Steve Melton,178,34611,['England'],,,18,1978-03-10,Retired,,,False,
Right Midfield,right,,1993-08-20,David Phillips,178,168585,"['Wales', 'Germany']",,: Ablöse €500k,33,1963-07-29,Retired,,,False,
Right Midfield,right,,1989-05-20,Steve Stone,175,3364,['England'],,Nottingham Forest U18,25,1971-08-20,Retired,,,False,
Attacking Midfield,,,1996-12-20,Nigel Clough,175,101322,['England'],,: Ablöse free transfer,31,1966-03-19,Retired,,,False,
Left Winger,left,,1996-01-07,Chris Allen,180,223949,['England'],,: Ablöse €485k,24,1972-11-18,Retired,,,False,
Left Winger,left,,1990-01-03,Ian Woan,183,168600,['England'],,Runcorn FC Halton,29,1967-12-14,Retired,,,False,
Right Winger,right,,1993-01-07,Des Lyttle,175,3674,['England'],,: Ablöse ?,25,1971-09-24,Retired,,,False,
Right Winger,N/A,,1994-01-07,Bryan Roy,,351,"['Netherlands', 'Suriname']",,: Ablöse €2.50m,27,1970-12-02,Retired,,,False,
Centre-Forward,right,,1995-01-07,Andrea Silenzi,191,180552,['Italy'],,: Ablöse €2.15m,31,1966-10-02,Retired,,,False,
Centre-Forward,right,,1996-07-16,Dean Saunders,173,92213,['Wales'],,: Ablöse €2.30m,33,1964-06-21,Retired,,,False,
Centre-Forward,right,,1995-01-07,Kevin Campbell,183,3468,"['England', 'Jamaica']",,: Ablöse €4.10m,27,1970-04-02,---,,,False,
Centre-Forward,right,,1994-01-03,Jason Lee,191,14624,['England'],,Southend United,26,1971-09-05,Retired,,,False,
Centre-Forward,right,,1997-10-03,Pierre van Hooijdonk,193,3520,"['Netherlands', 'Morocco']",,: Ablöse €6.00m,27,1969-11-29,Retired,,,False,
Centre-Forward,right,,1991-01-07,Paul McGregor,178,168581,['England'],,Nottingham Forest U18,22,1974-12-17,Retired,,,False,
Centre-Forward,right,,1997-03-15,Ian Thomas-Moore,180,9990,['England'],,: Ablöse €1.50m,20,1976-08-26,Retired,,,False,
Centre-Forward,right,,1992-01-07,Steve Guinan,183,16670,['England'],,Nottingham Forest U18,21,1975-12-24,Retired,,,False,
