position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1989-04-12,Ian Walker,185,4137,['England'],,: Ablöse -,25,1971-10-31,Retired,,,False,
Goalkeeper,right,,1996-01-07,Espen Baardsen,196,3850,"['Norway', 'United States']",,San Francisco United FC,19,1977-07-12,Retired,,,False,
Goalkeeper,,,1996-01-07,Simon Brown,188,21412,['England'],,: Ablöse -,20,1976-03-12,Retired,,,False,
Centre-Back,right,,1993-07-22,Colin Calderwood,183,103641,['Scotland'],,Swindon Town,32,1965-01-20,Retired,,,False,
Centre-Back,right,,1982-01-08,Gary Mabbutt,178,109493,['England'],,Bristol Rovers,35,1961-08-23,Retired,,,False,
Centre-Back,right,,,Stuart Nethercott,185,13595,['England'],,,24,1973-03-21,Retired,,,False,
Centre-Back,right,,1996-11-12,John Scales,188,104899,['England'],,: Ablöse €3.00m,30,1966-04-07,Retired,,,False,
Centre-Back,right,,1992-09-23,Sol Campbell,188,3198,"['England', 'Jamaica']",,: Ablöse -,22,1974-09-18,Retired,,,False,
Centre-Back,right,,1997-07-01,Ramon Vega,191,103731,['Switzerland'],,: Ablöse €5.00m,26,1971-06-14,Retired,,,False,
Centre-Back,right,,1996-01-07,Mark Arber,185,47997,"['England', 'South Africa']",,: Ablöse -,19,1977-09-10,Retired,,,False,
Left-Back,left,,1990-01-07,Justin Edinburgh,175,104903,['England'],,Southend United,27,1969-12-18,---,,,False,
Left-Back,left,,1995-01-07,Clive Wilson,170,109500,['England'],,: Ablöse free transfer,35,1961-11-13,Retired,,,False,
Left-Back,left,,1994-01-07,Jamie Clapham,175,3938,['England'],,: Ablöse -,21,1975-07-12,Retired,,,False,
Left-Back,,,1996-01-07,Simon Webb,180,57476,['Ireland'],,: Ablöse -,19,1978-01-19,Retired,,,False,
Right-Back,right,,1993-09-24,David Kerslake,175,223238,['England'],,: Ablöse €563k,31,1966-06-19,Retired,,,False,
Right-Back,right,,1992-01-07,Dean Austin,180,109486,['England'],,Southend United,27,1970-04-26,Retired,,,False,
Right-Back,right,,1993-01-07,Stephen Carr,175,4046,['Ireland'],,: Ablöse -,20,1976-08-29,Retired,,,False,
Central Midfield,right,,1992-07-31,Gerry McMahon,178,163933,['Northern Ireland'],,: Ablöse €120k,23,1973-12-29,Retired,,,False,
Central Midfield,right,,1993-01-08,Jason Dozzell,188,223226,['England'],,: Ablöse €2.40m,29,1967-09-12,Retired,,,False,
Central Midfield,,,1992-09-09,Danny Hill,,228070,['England'],,: Ablöse -,22,1974-01-10,Retired,,,False,
Central Midfield,right,,1985-01-28,David Howells,180,109492,['England'],,: Ablöse -,29,1967-12-15,Retired,,,False,
Central Midfield,right,,1995-06-10,Ruel Fox,168,104904,"['Montserrat', 'England']",,Newcastle United,29,1968-01-14,Retired,,,False,
Central Midfield,N/A,,1996-01-09,Allan Nielsen,,31829,['Denmark'],,Bröndby IF,26,1971-03-13,Retired,,,False,
Central Midfield,right,,,Garry Brady,178,12822,['Scotland'],,,20,1976-07-09,Retired,,,False,
Right Midfield,right,,1992-01-07,Darren Anderton,185,3277,['England'],,: Ablöse €2.70m,25,1972-03-03,Retired,,,False,
Left Midfield,right,,1996-01-01,Andy Sinton,173,101326,['England'],,: Ablöse €1.82m,31,1966-03-19,Retired,,,False,
Left Winger,left,,1994-01-26,Ronny Rosenthal,180,141047,"['Israel', 'Belgium']",,: Ablöse €300k,33,1963-04-10,Retired,,,False,
Left Winger,left,,1996-01-07,Paul McVeigh,168,11716,['Northern Ireland'],,: Ablöse -,19,1977-06-12,Retired,,,False,
Second Striker,right,,1996-02-12,Steffen Iversen,185,3478,['Norway'],,: Ablöse €3.25m,20,1976-10-11,Retired,,,False,
Centre-Forward,right,,2001-05-26,Teddy Sheringham,185,3392,['England'],,Manchester United,31,1966-02-04,Retired,,,False,
Centre-Forward,right,,1995-01-07,Chris Armstrong,184,3281,['England'],,: Ablöse €6.80m,26,1971-06-19,Retired,,,False,
Centre-Forward,right,,1995-01-07,Neale Fenn,178,34620,"['Ireland', 'England']",,: Ablöse -,20,1977-01-18,Retired,,,False,
Centre-Forward,right,,1995-01-07,Rory Allen,180,109485,['England'],,: Ablöse -,19,1977-10-17,Retired,,,False,
