position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2017-08-31,Orestis Karnezis,190,16408,['Greece'],3000000,Udinese Calcio,32,1985-11-07,Retired,,,False,
Goalkeeper,right,,2016-01-19,Costel Pantilimon,203,47659,['Romania'],1500000,Sunderland AFC,31,1987-01-02,Retired,,,False,
Goalkeeper,right,,2014-01-07,Heurelho Gomes,191,19059,['Brazil'],1000000,: Ablöse free transfer,37,1981-02-15,Retired,,,False,
Goalkeeper,right,unknown injury - Return unknown,2017-01-07,Daniel Bachmann,191,120186,['Austria'],250000,: Ablöse free transfer,23,1994-09-07,Watford FC,,,False,
Centre-Back,right,,2016-01-07,Christian Kabasele,187,81512,"['Belgium', 'DR Congo']",7000000,KRC Genk,27,1991-02-24,Udinese Calcio,,,False,
Centre-Back,right,,2015-01-07,Sebastian Prödl,194,37981,['Austria'],4000000,SV Werder Bremen,31,1987-06-21,Retired,,,False,
Centre-Back,left,,2015-07-22,Miguel Britos,189,76799,['Uruguay'],3500000,: Ablöse free transfer,32,1985-07-17,Retired,,,False,
Centre-Back,right,,2014-01-07,Craig Cathcart,189,59606,['Northern Ireland'],3500000,Blackpool FC,29,1989-06-02,Retired,,,False,
Centre-Back,right,,2016-08-19,Younès Kaboul,192,27114,"['France', 'Morocco']",2000000,Sunderland AFC,32,1986-04-01,Retired,,,False,
Centre-Back,right,,2016-08-30,Adrian Mariappa,179,38145,"['Jamaica', 'England']",1500000,Crystal Palace,31,1986-03-10,St Albans City,,,False,
Centre-Back,right,,2017-08-31,Molla Wagué,191,129893,"['Mali', 'France']",1500000,Udinese Calcio,27,1991-02-21,Isola Capo Rizzuto,,,False,
Centre-Back,right,,2012-01-07,Tommie Hoban,188,183161,"['Ireland', 'England']",750000,Watford FC U18,24,1994-01-24,Retired,,,False,
Centre-Back,right,,,Joy Mukena,190,506213,"['England', 'DR Congo']",,,18,1999-03-07,Yeovil Town,,,False,
Left-Back,left,,2017-08-31,Marvin Zeegelaar,186,92899,"['Netherlands', 'Suriname']",3000000,: Ablöse €3.00m,27,1990-12-08,Retired,,,False,
Left-Back,N/A,,2015-02-07,Jose Cholevas,,41112,"['Greece', 'Germany']",2000000,: Ablöse €2.50m,34,1984-06-27,Retired,,,False,
Right-Back,right,,2016-08-23,Daryl Janmaat,185,60744,['Netherlands'],6000000,Newcastle United,28,1989-07-22,Retired,,,False,
Right-Back,right,,2017-01-07,Kiko Femenía,174,76467,['Spain'],5000000,: Ablöse free transfer,27,1991-02-02,Getafe CF,,,False,
Defensive Midfield,right,,2018-01-31,Didier Ndong,179,210081,['Gabon'],8000000,Sunderland AFC,24,1994-06-17,Without Club,,,False,
Defensive Midfield,right,,2015-06-07,Étienne Capoue,189,63494,"['France', 'Guadeloupe']",8000000,: Ablöse €8.90m,29,1988-11-07,Retired,,,False,
Defensive Midfield,right,,2017-07-13,Nathaniel Chalobah,185,128900,"['England', 'Sierra Leone']",5000000,: Ablöse €6.30m,23,1994-12-12,Without Club,,,False,
