position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2017-01-07,Mathew Ryan,184,128969,"['Australia', 'Scotland']",8000000,Valencia CF,26,1992-08-04,Without Club,,,False,
Goalkeeper,left,,2017-09-20,Tim Krul,193,33027,['Netherlands'],2500000,Newcastle United,30,1988-03-04,Retired,,,False,
Goalkeeper,left,,2014-01-07,Christian Walton,195,208379,['England'],250000,Brighton & Hove Albion U18,22,1995-09-11,Ipswich Town,,,False,
Goalkeeper,right,,2015-06-07,Niki Mäenpää,187,12359,['Finland'],250000,VVV-Venlo,33,1985-01-23,Retired,,,False,
Centre-Back,right,,2016-08-26,Shane Duffy,193,119269,"['Ireland', 'Northern Ireland']",12000000,Blackburn Rovers,26,1992-01-01,Without Club,,,False,
Centre-Back,right,Team captain,2010-01-07,Lewis Dunk,192,148153,['England'],10000000,: Ablöse -,26,1991-11-21,Brighton & Hove Albion,,,False,
Centre-Back,right,,2017-04-08,Ales Mateju,185,242078,['Czech Republic'],1500000,FC Viktoria Plzen,22,1996-03-06,Spezia Calcio,,,False,
Centre-Back,right,,2015-12-08,Uwe Hünemeier,189,10503,['Germany'],1000000,SC Paderborn 07,32,1986-09-01,SG Bokel,,,False,
Centre-Back,right,heart problems - Return unknown,2015-08-19,Connor Goldson,191,163656,['England'],1000000,Shrewsbury Town,25,1992-12-18,Apollon Limassol,,,False,
Left-Back,left,,2017-07-13,Markus Suttner,179,31514,['Austria'],2500000,FC Ingolstadt 04,31,1987-04-16,ASV 13,,,False,
Left-Back,left,,2015-02-07,Gaëtan Bong,183,36291,"['Cameroon', 'France']",1500000,Wigan Athletic,30,1988-04-25,Retired,,,False,
Right-Back,right,,2015-01-07,Liam Rosenior,178,15166,"['England', 'Sierra Leone']",1000000,: Ablöse free transfer,33,1984-09-07,Retired,,,False,
Right-Back,right,,2012-01-07,Bruno Saltor,180,51528,['Spain'],750000,Valencia CF,37,1980-01-10,Retired,,,False,
Defensive Midfield,right,,2013-05-02,Rohan Ince,194,141568,"['Montserrat', 'England']",500000,Without Club,25,1992-08-11,Without Club,,,False,
Defensive Midfield,right,,,Dessie Hutchinson,,335595,"['Ireland', 'England']",,,21,1996-05-12,Retired,,,False,
Central Midfield,right,,2017-07-08,Davy Pröpper,185,79027,['Netherlands'],15000000,: Ablöse €13.00m,26,1991-02-09,Retired,,,False,
Central Midfield,right,,2026-02-01,Pascal Groß,181,82873,['Germany'],10000000,Borussia Dortmund,27,1991-06-15,Brighton & Hove Albion,,,False,
Central Midfield,right,,2014-01-30,Dale Stephens,185,49755,['England'],6000000,Charlton Athletic,29,1989-12-06,Retired,,,False,
Central Midfield,right,,2016-03-08,Oliver Norwood,175,73547,"['Northern Ireland', 'England']",3000000,Reading FC,27,1991-12-04,Stockport County,,,False,
Central Midfield,right,Tibia and fibula fracture - Return unknown,2015-01-23,Beram Kayal,178,44741,['Israel'],1500000,: Ablöse free transfer,30,1988-02-05,Retired,,,False,
Central Midfield,right,,2016-01-07,Steve Sidwell,183,13427,['England'],1000000,: Ablöse free transfer,35,1982-12-14,Retired,,,False,
Central Midfield,right,,,Jayson Molumby,176,357656,['Ireland'],,,18,1999-06-08,West Bromwich Albion,,,False,
Central Midfield,right,,,Max Sanders,175,411495,['England'],,,19,1999-04-01,Notts County,,,False,
Right Midfield,right,,2017-08-31,Ezequiel Schelotto,187,119164,"['Italy', 'Argentina']",4500000,: Ablöse €3.00m,29,1989-05-23,FC Paradiso,,,False,
Attacking Midfield,right,,2016-03-01,Richie Towell,179,114116,['Ireland'],200000,Dundalk FC,26,1991-07-17,Retired,,,False,
Left Winger,right,,2017-08-20,José Izquierdo,171,147094,['Colombia'],14000000,: Ablöse €18.00m,25,1992-07-07,Retired,,,False,
Left Winger,right,,2017-07-25,Izzy Brown,182,245805,"['England', 'Jamaica']",5000000,Chelsea FC U23,21,1997-07-01,Retired,,,False,
Left Winger,right,,2015-08-14,Jamie Murphy,178,51730,['Scotland'],1750000,Sheffield United,28,1989-08-28,Ayr United FC,,,False,
Left Winger,right,,2016-01-02,Jiri Skalak,177,148734,['Czech Republic'],1500000,FK Mlada Boleslav,26,1992-12-03,SK Dynamo Ceske Budejovice,,,False,
Left Winger,right,,2017-10-08,Soufyan Ahannach,179,262895,"['Netherlands', 'Morocco']",500000,Almere City FC,22,1995-09-09,Union Yacoub El-Mansour,,,False,
Right Winger,left,,2016-07-01,Anthony Knockaert,172,149237,"['France', 'Belgium']",8000000,: Ablöse €3.50m,26,1991-11-20,Stade Mouscronnois,,,False,
Right Winger,left,,2013-01-07,Solly March,180,209212,['England'],5000000,Brighton & Hove Albion U18,23,1994-07-20,Without Club,,,False,
Right Winger,left,,,James Tilley,174,359693,['England'],,,20,1998-06-13,AFC Wimbledon,,,False,
Centre-Forward,right,Called up to national team – cross-competition,2018-01-19,Jürgen Locadia,193,166240,"['Curacao', 'Netherlands']",15000000,: Ablöse €17.00m,24,1993-07-11,Miami FC,,,False,
Centre-Forward,right,,2018-01-29,Leonardo Ulloa,188,54890,"['Argentina', 'Spain']",5000000,Leicester City,31,1986-07-26,Retired,,,False,
Centre-Forward,right,,2014-08-27,Sam Baldock,170,67211,"['England', 'Greece']",3000000,: Ablöse €2.50m,29,1989-03-15,Retired,,,False,
Centre-Forward,right,,2017-01-31,Glenn Murray,186,45693,['England'],3000000,AFC Bournemouth,34,1983-09-25,Retired,,,False,
Centre-Forward,right,,2015-01-07,Tomer Hemed,182,112668,"['Israel', 'Poland']",2500000,UD Almería,31,1987-02-05,Retired,,,False,
Centre-Forward,right,,2019-01-07,Aaron Connolly,174,434207,['Ireland'],,Brighton & Hove Albion U23,18,2000-01-28,Leyton Orient,,,False,
