position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2017-01-07,Asmir Begovic,199,33873,"['Bosnia-Herzegovina', 'Canada']",8000000,: Ablöse €11.50m,31,1987-06-20,Leicester City,,,False,
Goalkeeper,right,,2015-01-07,Artur Boruc,193,15220,['Poland'],1000000,Southampton FC,38,1980-02-20,Retired,,,False,
Goalkeeper,right,,2015-01-07,Adam Federici,188,4233,"['Australia', 'Italy']",750000,Reading FC,33,1985-01-31,Retired,,,False,
Goalkeeper,right,,2017-01-31,Aaron Ramsdale,190,427568,['England'],500000,Sheffield United,20,1998-05-14,Southampton FC,,,False,
Goalkeeper,right,,2013-01-18,Ryan Allsop,189,111073,['England'],250000,Leyton Orient,26,1992-06-17,Birmingham City,,,False,
Centre-Back,left,,2017-01-07,Nathan Aké,180,177476,"['Netherlands', ""Cote d'Ivoire""]",15000000,: Ablöse €22.80m,23,1995-02-18,Fenerbahce,,,False,
Centre-Back,right,,2012-03-01,Steve Cook,185,90836,['England'],7000000,Brighton & Hove Albion,27,1991-04-19,Wycombe Wanderers,,,False,
Centre-Back,left,,2015-01-07,Tyrone Mings,196,253677,['England'],4000000,Ipswich Town,25,1993-03-13,Aston Villa,,,False,
Centre-Back,left,,2014-01-07,Baily Cargill,189,293450,['England'],250000,AFC Bournemouth U21,22,1995-05-07,Mansfield Town,,,False,
Centre-Back,left,,2018-01-01,Jack Simpson,190,419930,['England'],,AFC Bournemouth U23,21,1996-12-18,Chesterfield FC,,,False,
Centre-Back,right,,,Shaun Hobson,188,562257,['England'],,,20,1998-06-29,FC Halifax Town,,,False,
Left-Back,left,,2012-01-01,Charlie Daniels,178,61819,['England'],3500000,Leyton Orient,31,1986-07-09,Retired,,,False,
Left-Back,left,Muscle injury - Return unknown,2016-07-27,Brad Smith,178,175745,"['Australia', 'England']",1500000,: Ablöse €3.60m,24,1994-09-04,Without Club,,,False,
Left-Back,left,,2016-01-02,Rhoys Wiggins,173,42298,"['Wales', 'England']",500000,: Ablöse €260k,30,1987-04-11,Retired,,,False,
Right-Back,right,Team captain,2014-01-28,Adam Smith,174,61841,['England'],5000000,: Ablöse ?,27,1991-04-29,AFC Bournemouth,,,False,
Right-Back,right,,2012-09-01,Simon Francis,191,13573,['England'],2500000,Charlton Athletic,33,1985-02-16,Retired,,,False,
Defensive Midfield,left,,2015-01-07,Matt Butcher,188,391132,['England'],,AFC Bournemouth U18,21,1997-05-14,Salford City,,,False,
Central Midfield,right,,2016-08-07,Lewis Cook,175,249089,['England'],20000000,Leeds United,21,1997-03-02,AFC Bournemouth,,,False,
Central Midfield,left,,2010-01-07,Harry Arter,177,55742,"['Ireland', 'England']",7000000,Woking FC,28,1989-12-28,Precision FC,,,False,
Central Midfield,right,,2014-01-07,Dan Gosling,180,44983,['England'],3500000,Newcastle United,28,1990-01-02,Retired,,,False,
Central Midfield,left,,2014-01-09,Andrew Surman,178,29975,"['England', 'South Africa']",2500000,: Ablöse €630k,31,1986-08-20,Retired,,,False,
Central Midfield,right,,2019-12-31,Emerson Hyndman,170,223047,"['United States', 'Portugal']",1000000,Atlanta United FC,22,1996-09-04,Without Club,,,False,
Central Midfield,right,,,Kyle Taylor,167,562254,"['Switzerland', 'England']",,,18,1999-08-28,Green Gully SC,,,False,
Left Winger,right,,2013-01-18,Ryan Fraser,163,146795,['Scotland'],6000000,Aberdeen FC,24,1994-02-24,Without Club,,,False,
Left Winger,right,,2014-01-07,Junior Stanislas,183,87672,"['England', 'St. Lucia']",4500000,: Ablöse free transfer,28,1989-11-26,Retired,,,False,
Left Winger,right,,2010-01-07,Marc Pugh,180,36939,['England'],1500000,Hereford United (- 2014),31,1987-02-04,Retired,,,False,
Right Winger,right,,2016-07-14,Jordon Ibe,176,195652,"['England', 'Nigeria']",9000000,: Ablöse €18.00m,22,1995-08-12,Without Club,,,False,
Right Winger,left,,2017-04-07,Connor Mahoney,175,287528,"['England', 'Ireland']",250000,Blackburn Rovers,21,1997-12-02,Without Club,,,False,
Centre-Forward,right,,2016-10-01,Benik Afobe,183,110858,"['DR Congo', 'England']",10000000,Wolverhampton Wanderers,25,1993-12-02,Al-Arabi SCC,,,False,
Centre-Forward,right,,2014-04-07,Callum Wilson,180,123682,"['England', 'Ireland']",10000000,Coventry City,26,1992-02-27,Brentford FC,,,False,
Centre-Forward,right,,2015-01-07,Joshua King,180,91059,['Norway'],10000000,Blackburn Rovers,26,1992-01-15,Al-Khaleej FC,,,False,
Centre-Forward,right,,2016-01-07,Lys Mousset,186,291422,"['France', 'Senegal']",4000000,Le Havre AC,22,1996-08-02,Vancouver FC,,,False,
Centre-Forward,right,,2016-11-01,Lewis Grabban,183,35413,"['Jamaica', 'England']",3000000,: Ablöse €9.35m,30,1988-12-01,Retired,,,False,
Centre-Forward,right,,2017-01-07,Jermain Defoe,171,3875,"['England', 'St. Lucia']",2500000,Sunderland AFC,35,1982-07-10,Retired,,,False,
Centre-Forward,right,,,Mikael Ndjoli,183,562256,"['England', 'DR Congo']",,,19,1998-12-16,Lions Gibraltar FC,,,False,
