position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2020-01-31,Jonas Lössl,195,48870,['Denmark'],5000000,Everton FC,29,1989-01-02,Retired,,,False,
Goalkeeper,right,,2016-01-07,Joel Coleman,198,285551,['England'],500000,: Ablöse ?,22,1995-09-26,Millwall FC,,,False,
Goalkeeper,right,,2017-08-27,Rob Green,191,11680,['England'],250000,Leeds United,38,1980-01-18,Retired,,,False,
Goalkeeper,right,,2019-01-07,Ryan Schofield,190,495441,['England'],100000,Huddersfield Town U23,18,1999-11-12,Coleraine FC,,,False,
Centre-Back,left,,2018-01-07,Terence Kongolo,188,152651,"['Netherlands', 'DR Congo']",10000000,: Ablöse €20.00m,24,1994-02-14,Retired,,,False,
Centre-Back,right,,2016-01-07,Christopher Schindler,188,57842,['Germany'],6000000,: Ablöse €2.20m,28,1990-04-29,Retired,,,False,
Centre-Back,right,,2017-07-07,Zanka,189,52059,['Denmark'],5000000,: Ablöse €2.70m,28,1990-04-23,Without Club,,,False,
Centre-Back,N/A,,2016-01-07,Michael Hefele,,102382,"['Germany', 'England']",1500000,SG Dynamo Dresden,27,1990-01-09,Retired,,,False,
Centre-Back,right,,2015-07-22,Martin Cranie,183,27659,"['England', 'Scotland']",500000,Barnsley FC,31,1986-09-26,Retired,,,False,
Left-Back,left,,2017-05-07,Scott Malone,189,101682,['England'],3000000,Fulham FC,27,1991-03-25,Without Club,,,False,
Left-Back,left,,2016-01-07,Chris Löwe,173,55125,['Germany'],1500000,1.FC Kaiserslautern,29,1989-04-16,SV 05 Hartmannsdorf,,,False,
Left-Back,left,,2016-08-24,Tareiq Holmes-Dennis,175,261739,"['England', 'Jamaica']",250000,Charlton Athletic,22,1995-10-31,Retired,,,False,
Right-Back,right,,2012-04-09,Tommy Smith,185,121398,['England'],3000000,FC Helsby,26,1992-04-14,Retired,,,False,
Right-Back,right,,,Jordan Williams,179,346468,['England'],100000,,18,1999-10-22,Portsmouth FC,,,False,
Defensive Midfield,right,,2013-07-29,Jonathan Hogg,176,61573,['England'],3500000,Watford FC,29,1988-06-12,Huddersfield Town U21,,,False,
Defensive Midfield,N/A,,2017-04-07,Danny Williams,,38383,"['United States', 'Germany']",2000000,Reading FC,29,1989-08-03,Retired,,,False,
Defensive Midfield,right,,2016-08-07,Jon Gorenc Stankovic,190,245034,['Slovenia'],500000,Borussia Dortmund II,22,1996-01-14,SK Sturm Graz,,,False,
Central Midfield,right,,2017-01-07,Aaron Mooy,174,123951,"['Australia', 'Netherlands']",10000000,Manchester City,27,1990-09-15,Retired,,,False,
Central Midfield,left,,2015-01-07,Philip Billing,193,320411,"['Denmark', 'Nigeria']",2500000,Huddersfield Town U18,22,1996-11-06,FC Midtjylland,,,False,
Central Midfield,right,,2015-01-07,Dean Whitehead,183,13683,['England'],250000,: Ablöse free transfer,36,1982-12-01,Retired,,,False,
Central Midfield,left,,2019-01-07,Lewis O'Brien,173,560694,['England'],,Huddersfield Town U23,19,1998-10-14,Wrexham AFC,,,False,
Right Midfield,right,,2018-01-07,Florent Hadergjonaj,182,238809,"['Kosovo', 'Switzerland']",5000000,FC Ingolstadt 04,23,1994-07-31,Alanyaspor,,,False,
Attacking Midfield,right,,2018-12-01,Alex Pritchard,168,200777,['England'],10000000,: Ablöse €12.35m,25,1993-03-05,Without Club,,,False,
Attacking Midfield,right,,2017-04-07,Kasey Palmer,182,258216,"['Jamaica', 'England']",1500000,Chelsea FC U23,21,1996-09-11,Luton Town,,,False,
Attacking Midfield,right,,2017-08-23,Abdelhamid Sabiri,186,340394,"['Morocco', 'Germany']",1000000,1.FC Nuremberg,21,1996-11-28,Without Club,,,False,
Attacking Midfield,left,,2016-01-07,Jack Payne,165,278092,['England'],350000,Southend United,23,1994-10-25,Colchester United,,,False,
Left Winger,right,,2016-01-07,Rajiv van La Parra,181,77001,"['Netherlands', 'Suriname']",4000000,Wolverhampton Wanderers,27,1991-04-06,Without Club,,,False,
Right Winger,left,,2017-04-07,Tom Ince,178,157368,"['England', 'Barbados']",8000000,Derby County,26,1992-01-30,Without Club,,,False,
Right Winger,left,,2014-01-15,Joe Lolley,179,287167,['England'],500000,Kidderminster Harriers,25,1992-08-25,Newcastle United Jets,,,False,
Right Winger,right,,2012-01-07,Sean Scannell,176,61549,"['Ireland', 'England']",500000,: Ablöse €1.12m,27,1990-09-17,FC Croydon,,,False,
Centre-Forward,right,,2017-05-07,Steve Mounié,189,238639,"['Benin', 'France']",10000000,: Ablöse €13.00m,23,1994-09-29,FC Augsburg,,,False,
Centre-Forward,right,,2017-01-07,Laurent Depoitre,191,90583,['Belgium'],4500000,FC Porto,29,1988-07-12,Retired,,,False,
Centre-Forward,right,,2017-01-07,Elias Kachunga,178,49501,"['DR Congo', 'Germany']",3500000,FC Ingolstadt 04,26,1992-04-22,Without Club,,,False,
Centre-Forward,N/A,,2017-01-20,Collin Quaner,,123397,"['Germany', 'Ghana']",1500000,1.FC Union Berlin,27,1991-06-18,Retired,,,False,
Centre-Forward,right,,2015-07-17,Jordy Hiwula,178,201576,"['England', 'Angola']",250000,: Ablöse €215k,23,1994-09-21,Boston United,,,False,
