position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2022-02-08,Bernd Leno,190,72476,['Germany'],6000000,Arsenal FC,34,1992-04-03,Fulham FC,,,False,
Goalkeeper,left,,2025-07-26,Benjamin Lecomte,186,127181,['France'],800000,Montpellier HSC,35,1991-04-26,Fulham FC,,,False,
Centre-Back,left,,2023-07-28,Calvin Bassey,185,461883,"['Nigeria', 'England']",28000000,: Ablöse €22.50m,26,1999-12-31,Fulham FC,,,False,
Centre-Back,right,Red card suspension – Premier League – until 24/08/2026,2024-08-23,Joachim Andersen,192,260827,['Denmark'],20000000,Crystal Palace,30,1996-05-31,Fulham FC,,,False,
Centre-Back,left,,2024-03-08,Jorge Cuenca,190,494880,['Spain'],8000000,Villarreal CF,26,1999-11-17,Fulham FC,,,False,
Centre-Back,right,,2022-10-08,Issa Diop,194,272622,"['Morocco', 'France']",8000000,West Ham United,29,1997-09-01,Ipswich Town,,,False,
Left-Back,left,,2024-07-26,Ryan Sessegnon,178,392775,['England'],22000000,Tottenham Hotspur,26,2000-05-18,Fulham FC,,,False,
Left-Back,left,,2020-08-20,Antonee Robinson,183,349701,"['United States', 'England']",22000000,Wigan Athletic,28,1997-08-08,Fulham FC,,,False,
Right-Back,right,,2020-10-09,Kenny Tete,180,206746,"['Netherlands', 'Mozambique']",8000000,: Ablöse €3.20m,30,1995-09-10,Fulham FC,,,False,
Right-Back,right,,2023-08-29,Timothy Castagne,185,262226,['Belgium'],8000000,Leicester City,30,1995-05-12,Fulham FC,,,False,
Defensive Midfield,right,,2024-08-22,Sander Berge,195,333014,['Norway'],25000000,Burnley FC,28,1998-02-14,Fulham FC,,,False,
Central Midfield,right,,2023-01-31,Saša Lukić,182,245056,['Serbia'],10000000,Torino FC,29,1996-08-13,Fulham FC,,,False,
Central Midfield,right,,2020-08-30,Harrison Reed,181,226973,['England'],2000000,Southampton FC,31,1995-01-27,Fulham FC,,,False,
Central Midfield,left,Team captain,2015-01-07,Tom Cairney,185,123275,"['Scotland', 'England']",500000,Blackburn Rovers,35,1991-01-20,Fulham FC,,,False,
Attacking Midfield,right,,2024-01-07,Josh King,173,1011131,['England'],25000000,Fulham FC U18,19,2007-03-01,Fulham FC,,,False,
Attacking Midfield,right,,2024-02-08,Emile Smith Rowe,182,392765,['England'],20000000,Arsenal FC,25,2000-07-28,Fulham FC,,,False,
Attacking Midfield,right,,,Luke Harris,177,817612,"['Wales', 'Jersey']",900000,,21,2005-04-03,Fulham FC U21,,,False,
Left Winger,right,,2025-01-09,Kevin,176,900195,['Brazil'],25000000,Shakhtar Donetsk,23,2003-04-01,Fulham FC,,,False,
Left Winger,right,,2023-01-09,Alex Iwobi,183,242631,"['Nigeria', 'England']",20000000,Everton FC,30,1996-03-05,Fulham FC,,,False,
Right Winger,left,,2026-01-30,Oscar Bobb,177,661207,"['Norway', 'The Gambia']",28000000,Manchester City,22,2003-12-07,Fulham FC,,,False,
Right Winger,left,,2021-07-24,Harry Wilson,173,279455,"['Wales', 'England']",25000000,: Ablöse €14.00m,29,1997-03-22,Leeds United,,,False,
Right Winger,left,,2025-01-09,Samuel Chukwueze,172,401922,['Nigeria'],18000000,AC Milan,27,1999-05-22,AC Milan,,,False,
Centre-Forward,right,,2021-08-20,Rodrigo Muniz,186,735571,['Brazil'],20000000,CR Flamengo,25,2001-04-05,Fulham FC,,,False,
Centre-Forward,right,,2023-07-25,Raúl Jiménez,188,206040,['Mexico'],3000000,Wolverhampton Wanderers,35,1991-05-05,Wolverhampton Wanderers,,,False,
Centre-Forward,right,,2026-01-07,Jonah Kusi-Asare,196,1069512,"['Sweden', 'Ghana']",3000000,Bayern Munich,18,2007-04-07,Fulham FC,,,False,
