position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1977-01-07,Nigel Spink,188,193806,['England'],,Chelmsford City,35,1958-08-08,Retired,,,False,
Goalkeeper,left,,1992-02-28,Mark Bosnich,188,3249,"['Australia', 'Croatia']",,Sydney United 58 FC,22,1972-01-13,Retired,,,False,
Goalkeeper,,,1991-07-16,Michael Oakes,188,4237,['England'],,: Ablöse -,20,1973-10-30,Retired,,,False,
Centre-Back,,,1991-07-25,Shaun Teale,183,222308,['England'],,: Ablöse €450k,30,1964-10-03,Retired,,,False,
Centre-Back,right,,1989-03-08,Paul McGrath,183,102492,"['Ireland', 'Nigeria']",,: Ablöse €460k,34,1959-04-12,Retired,,,False,
Centre-Back,right,,1991-12-07,Ugo Ehiogu,192,3247,"['England', 'Nigeria']",,: Ablöse €59k,21,1972-03-11,---,,,False,
Left-Back,left,,2000-07-12,Steve Staunton,183,3839,['Ireland'],,: Ablöse free transfer,25,1969-01-19,Retired,,,False,
Left-Back,,,1990-09-07,Bryan Small,,222733,['England'],,: Ablöse -,22,1971-11-15,Retired,,,False,
Right-Back,right,,1992-02-25,Earl Barrett,180,106795,['England'],,: Ablöse €2.60m,27,1967-04-28,Retired,,,False,
Right-Back,right,,1991-12-02,Neil Cox,183,13784,['England'],,Scunthorpe United,22,1971-08-10,Retired,,,False,
Right-Back,right,,1991-08-22,Dariusz Kubicki,177,117233,['Poland'],,Legia Warszawa,31,1963-06-06,Retired,,,False,
Central Midfield,,,1991-06-08,Kevin Richardson,175,109495,['England'],,Real Sociedad,31,1962-04-12,Retired,,,False,
Central Midfield,,,1991-11-29,Garry Parker,180,107796,['England'],,: Ablöse €1.00m,28,1965-07-09,Retired,,,False,
Central Midfield,right,,1993-07-26,Andy Townsend,183,102498,"['Ireland', 'England']",,: Ablöse €3.20m,30,1963-07-23,Retired,,,False,
Central Midfield,,,1993-05-07,Gordon Cowans,170,193796,['England'],,Blackburn Rovers,35,1958-10-27,Retired,,,False,
Central Midfield,N/A,,1992-01-01,Matthias Breitkreutz,,234,['Germany'],,SG Bergmann-Borsig Berlin,23,1971-12-05,Retired,,,False,
Right Midfield,right,,1992-07-28,Ray Houghton,170,102488,"['Ireland', 'Scotland']",,: Ablöse €1.40m,32,1962-09-01,Retired,,,False,
Attacking Midfield,N/A,,1992-01-01,Stefan Beinlich,,64,['Germany'],,SG Bergmann-Borsig Berlin,22,1972-01-13,Retired,,,False,
Left Winger,left,,1991-01-26,Steve Froggatt,178,222292,['England'],,: Ablöse -,21,1973-09-03,Retired,,,False,
Left Winger,,,1992-06-01,David Farrell,178,49585,['England'],,Redditch United,22,1971-11-11,Retired,,,False,
Right Winger,,,1985-01-07,Tony Daley,173,101323,"['England', 'Jamaica']",,: Ablöse -,26,1967-10-18,Retired,,,False,
Centre-Forward,,,1991-01-09,Dalian Atkinson,185,200738,['England'],,Real Sociedad,26,1968-03-21,---,,,False,
Centre-Forward,right,,1992-10-09,Dean Saunders,173,92213,['Wales'],,: Ablöse €3.50m,30,1964-06-21,Retired,,,False,
Centre-Forward,,,1990-01-01,Dwight Yorke,178,3223,"['Trinidad and Tobago', 'England']",,Unknown,22,1971-03-11,Retired,,,False,
Centre-Forward,right,,1993-01-08,Guy Whittingham,175,106806,['England'],,: Ablöse €1.80m,29,1964-10-11,Retired,,,False,
Centre-Forward,right,,1992-02-13,Graham Fenton,178,97931,['England'],,: Ablöse -,20,1974-05-22,Retired,,,False,
