position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1993-11-19,Gary Walsh,191,13547,['England'],,: Ablöse -,26,1968-03-21,Retired,,,False,
Goalkeeper,left,,2010-01-07,Paul Gerrard,188,3584,['England'],,: Ablöse free transfer,21,1973-01-22,Retired,,,False,
Goalkeeper,,,1989-03-02,Jon Hallworth,,222507,['England'],,: Ablöse €94k,28,1965-10-26,Retired,,,False,
Goalkeeper,,,1993-12-10,Lance Key,188,165697,['England'],,: Ablöse -,26,1968-05-13,Retired,,,False,
Centre-Back,right,,1991-01-07,Craig Fleming,183,11670,['England'],,Halifax Town (- 2008),22,1971-06-10,Retired,,,False,
Centre-Back,right,,1990-08-30,Richard Jobson,185,175897,['England'],,: Ablöse €522k,31,1963-09-05,Retired,,,False,
Centre-Back,,,1992-10-07,Steve Redmond,180,177056,['England'],,: Ablöse €450k,26,1967-02-11,Retired,,,False,
Centre-Back,N/A,,1993-01-11,Tore Pedersen,,99931,['Norway'],,SK Brann,24,1969-09-29,Retired,,,False,
Centre-Back,,,1993-07-16,Richard Graham,,222505,"['Ireland', 'England']",,: Ablöse -,19,1974-11-28,Retired,,,False,
Left-Back,left,,1992-01-07,Neil Pointon,179,177252,['England'],,: Ablöse €675k,29,1964-11-28,Retired,,,False,
Left-Back,,,1984-07-31,Andy Barlow,175,222485,['England'],,: Ablöse -,28,1965-11-24,Retired,,,False,
Left-Back,right,,1991-02-11,Chris Makin,180,13248,['England'],,: Ablöse -,21,1973-08-05,Retired,,,False,
Right-Back,right,,1991-02-15,Gunnar Halle,183,102506,['Norway'],,Lillestrøm SK,28,1965-11-08,Retired,,,False,
Right-Back,right,,1991-01-10,Neil McDonald,180,177251,['England'],,: Ablöse €550k,28,1965-02-11,Retired,,,False,
Central Midfield,right,,1987-06-07,Nick Henry,168,222508,['England'],,: Ablöse -,25,1969-02-21,Retired,,,False,
Central Midfield,right,,1991-01-07,Mike Milligan,173,177271,"['Ireland', 'England']",,: Ablöse €710k,27,1967-02-20,Retired,,,False,
Central Midfield,right,,1991-01-07,Paul Bernard,183,14560,['Scotland'],,: Ablöse -,21,1972-12-30,Retired,,,False,
Central Midfield,,,1992-11-24,Mark Brennan,185,222491,['England'],,: Ablöse €222k,28,1965-04-10,Retired,,,False,
Central Midfield,,,2001-11-07,John Eyre,183,236403,['England'],,: Ablöse free transfer,19,1974-09-10,Retired,,,False,
Left Winger,,,1993-11-10,Rick Holden,180,222221,['England'],,: Ablöse €675k,29,1964-09-09,Retired,,,False,
Left Winger,,,,David Beresford,,236388,['England'],,,17,1976-11-11,Retired,,,False,
Right Winger,right,,1999-03-07,Neil Adams,173,222481,['England'],,: Ablöse free transfer,28,1965-11-23,Retired,,,False,
Centre-Forward,,,1997-02-21,Andy Ritchie,178,176460,['England'],,Scarborough FC (- 2007),33,1960-11-28,Retired,,,False,
Centre-Forward,,,1992-01-07,Ian Olney,185,222643,['England'],,: Ablöse €1.10m,24,1969-12-17,Retired,,,False,
Centre-Forward,right,,1991-01-07,Graeme Sharp,185,116154,['Scotland'],,: Ablöse €850k,33,1960-10-16,Retired,,,False,
Centre-Forward,,,1993-01-03,Darren Beckford,185,177041,['England'],,: Ablöse €330k,27,1967-12-05,Retired,,,False,
Centre-Forward,,,1980-01-11,Roger Palmer,,226782,['England'],,: Ablöse ?,35,1959-01-30,Retired,,,False,
Centre-Forward,,,1993-03-12,Sean McCarthy,183,222519,['Wales'],,Bradford City,26,1967-12-09,Retired,,,False,
Centre-Forward,,,1992-03-24,Neil Tolson,191,226595,['England'],,Walsall FC,20,1973-10-25,Retired,,,False,
