position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,N/A,,2004-06-07,Gábor Király,,342,['Hungary'],2750000,: Ablöse free transfer,29,1976-01-04,Retired,,,False,
Goalkeeper,right,,2004-12-07,Julián Speroni,186,12814,"['Argentina', 'Italy']",1500000,Dundee FC,26,1979-05-18,Retired,,,False,
Goalkeeper,,,2003-01-07,Lance Cronin,180,14004,['England'],50000,: Ablöse -,19,1985-11-09,Retired,,,False,
Centre-Back,left,,2004-08-31,Gonzalo Sorondo,190,13488,"['Uruguay', 'Brazil']",2500000,: Ablöse free transfer,25,1979-09-10,Retired,,,False,
Centre-Back,right,,2004-12-08,Fitz Hall,193,6580,['England'],2000000,Southampton FC,24,1980-12-20,Retired,,,False,
Centre-Back,right,,2005-01-07,Darren Ward,191,13614,['England'],1750000,: Ablöse €1.65m,26,1978-09-13,Retired,,,False,
Centre-Back,left,,2001-01-07,Tony Popovic,194,14058,"['Australia', 'Croatia']",1000000,: Ablöse free transfer,31,1973-04-07,Retired,,,False,
Centre-Back,right,,2002-01-07,Darren Powell,192,14059,['England'],350000,: Ablöse €600k,29,1976-10-03,Retired,,,False,
Centre-Back,right,,2004-11-07,Mark Hudson,187,3640,['England'],200000,Fulham FC,23,1982-03-30,Retired,,,False,
Left-Back,left,,2002-01-07,Gary Borrowdale,183,13993,['England'],250000,: Ablöse -,19,1985-07-16,Retired,,,False,
Left-Back,left,,2001-12-28,Danny Granville,180,13789,['England'],200000,: Ablöse €750k,30,1975-01-19,Retired,,,False,
Right-Back,right,,2004-12-07,Emmerson Boyce,180,19641,"['Barbados', 'England']",300000,: Ablöse free transfer,25,1979-09-24,Retired,,,False,
Right-Back,right,,2002-05-07,Danny Butterfield,180,13997,['England'],150000,Grimsby Town,25,1979-11-21,Retired,,,False,
Defensive Midfield,right,,2001-03-19,Aki Riihilahti,185,14062,['Finland'],1250000,Vålerenga Fotball Elite,28,1976-09-09,Retired,,,False,
Defensive Midfield,right,,2008-01-22,Shaun Derry,177,14007,['England'],750000,Leeds United,27,1977-06-12,Retired,,,False,
Midfielder,right,,2004-01-09,Anthony Danze,183,25526,['Australia'],400000,: Ablöse ?,21,1984-03-15,Retired,,,False,
Defensive Midfield,right,,2004-01-07,Sam Togwell,180,25840,['England'],75000,: Ablöse -,20,1984-10-14,Retired,,,False,
Defensive Midfield,both,,2004-01-02,Mikele Leigertwood,188,14041,"['Antigua and Barbuda', 'England']",50000,: Ablöse €250k,22,1982-12-11,Retired,,,False,
Central Midfield,right,,2003-01-01,Ben Watson,178,14081,['England'],50000,: Ablöse -,19,1985-09-07,Retired,,,False,
Central Midfield,right,,2004-01-07,Tom Soares,183,15910,"['England', 'Barbados']",50000,: Ablöse -,18,1986-10-07,Without Club,,,False,
Right Midfield,right,,2005-01-01,Vasilios Lakis,176,9863,['Greece'],2500000,Without Club,28,1976-10-09,Retired,,,False,
Right Midfield,right,,2000-01-07,Tommy Black,173,13992,['England'],350000,: Ablöse €750k,25,1979-11-26,Retired,,,False,
Attacking Midfield,right,,2003-01-07,Michael Hughes,170,14026,['Northern Ireland'],600000,: Ablöse free transfer,33,1971-02-08,Retired,,,False,
Left Winger,right,,2002-01-07,Wayne Routledge,170,14066,"['England', 'Jamaica']",2250000,: Ablöse -,20,1985-07-01,Retired,,,False,
Left Winger,right,,2005-01-07,Jobi McAnuff,180,14047,"['Jamaica', 'England']",600000,: Ablöse €800k,23,1981-09-11,Retired,,,False,
Right Winger,right,,2004-01-07,Joonas Kolkka,174,4293,['Finland'],1750000,Borussia Mönchengladbach,30,1974-09-28,Retired,,,False,
Centre-Forward,right,,2014-03-09,Andy Johnson,172,14031,['England'],4000000,Without Club,24,1981-10-02,Retired,,,False,
Centre-Forward,right,,2004-01-07,Nicola Ventola,185,5798,['Italy'],4000000,: Ablöse ?,27,1978-05-24,Retired,,,False,
Centre-Forward,N/A,,2004-01-07,Sándor Torghelle,,5229,['Hungary'],2250000,: Ablöse €1.10m,23,1982-05-05,Retired,,,False,
Centre-Forward,right,,2004-08-13,Iván Kaviedes,175,7561,"['Ecuador', 'Spain']",2000000,Barcelona SC Guayaquil,27,1977-10-24,Retired,,,False,
Centre-Forward,right,,2003-07-24,Neil Shipperley,185,13801,['England'],1250000,: Ablöse free transfer,30,1974-10-30,Retired,,,False,
Centre-Forward,both,,2000-01-10,Dougie Freedman,175,13787,['Scotland'],800000,: Ablöse €750k,31,1974-05-25,Retired,,,False,
Striker,both,,2004-01-07,Wayne Andrews,178,23344,['England'],500000,Colchester United,27,1977-11-25,Retired,,,False,
Centre-Forward,right,,2003-01-07,Tyrone Berry,173,15905,['England'],50000,: Ablöse -,18,1987-11-03,Three Bridges FC,,,False,
Centre-Forward,right,,2005-01-07,Lewis Grabban,183,35413,"['Jamaica', 'England']",,: Ablöse -,17,1988-12-01,Retired,,,False,
