position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1997-07-28,Paul Jones,191,3684,['Wales'],,: Ablöse €1.35m,35,1967-04-18,Retired,,,False,
Goalkeeper,,,1995-01-12,Neil Moss,188,48075,['England'],,: Ablöse €40k,27,1975-10-05,Retired,,,False,
Goalkeeper,,,1997-01-07,Scott Bevan,198,4110,['England'],,Southampton FC U18,22,1979-09-16,Retired,,,False,
Centre-Back,right,,1996-01-07,Claus Lundekvam,191,3687,['Norway'],,SK Brann,29,1973-02-22,Retired,,,False,
Centre-Back,,,2001-02-11,Paul Williams,183,3323,['England'],,Coventry City,31,1971-03-26,Retired,,,False,
Centre-Back,right,,1999-01-07,Dean Richards,188,3829,['England'],,: Ablöse free transfer,28,1974-09-06,---,,,False,
Centre-Back,right,,2000-08-03,Tahar El Khalej,191,3121,['Morocco'],,SL Benfica,34,1968-06-16,Retired,,,False,
Centre-Back,right,,1996-01-07,Garry Monk,183,4111,['England'],,: Ablöse free transfer,23,1979-06-03,Retired,,,False,
Left-Back,left,,1998-01-01,Wayne Bridge,178,3682,['England'],,Southampton FC U18,21,1980-05-08,Retired,,,False,
Left-Back,left,,1987-01-01,Francis Benali,178,3298,['England'],,Southampton FC U18,33,1968-12-30,Retired,,,False,
Right-Back,right,,1989-01-03,Jason Dodd,180,3685,['England'],,Bath City,31,1970-02-11,Retired,,,False,
Right-Back,right,,2001-12-01,Dan Petrescu,175,102023,"['Romania', 'England']",,Bradford City,34,1967-12-22,Retired,,,False,
Right-Back,right,,2002-01-01,Paul Telfer,175,3362,['Scotland'],,Coventry City,30,1971-10-21,Retired,,,False,
Defensive Midfield,left,,2001-01-07,Anders Svensson,178,3688,['Sweden'],,IF Elfsborg,25,1976-07-17,Retired,,,False,
Defensive Midfield,right,,2003-01-07,Chris Baird,185,4115,['Northern Ireland'],,Southampton FC Reserves,20,1982-02-25,Retired,,,False,
Central Midfield,left,,1999-02-02,Chris Marsden,180,4117,['England'],,: Ablöse €1.20m,33,1969-03-01,Retired,,,False,
Central Midfield,right,,1995-01-07,Matt Oakley,177,3784,['England'],,Southampton FC U18,24,1977-08-17,Retired,,,False,
Central Midfield,right,,2000-07-21,Mark Draper,177,3681,['England'],,: Ablöse €1.40m,31,1970-11-11,Retired,,,False,
Central Midfield,right,,2001-10-07,Rory Delap,183,4112,"['Ireland', 'England']",,: Ablöse €6.00m,25,1976-06-07,Retired,,,False,
Central Midfield,right,,1999-01-07,Jo Tessem,188,4109,['Norway'],,Molde FK,30,1972-02-28,Retired,,,False,
Central Midfield,left,,2000-01-09,Adrián Cáceres,178,43137,"['Australia', 'Argentina']",,Perth Azzurri,20,1982-10-01,Retired,,,False,
Central Midfield,right,,1997-01-07,Kevin Gibbens,180,109490,['England'],,Southampton FC U18,22,1979-04-11,Retired,,,False,
Central Midfield,right,,2001-07-23,Paul Murray,175,19390,['England'],,: Ablöse free transfer,25,1976-08-31,Retired,,,False,
Right Midfield,both,,1998-10-07,Stuart Ripley,180,107223,['England'],,Blackburn Rovers,34,1967-11-20,Retired,,,False,
Right Midfield,right,,2000-02-02,Imants Bleidelis,178,15387,['Latvia'],,Skonto Riga (- 2016),26,1975-08-16,Retired,,,False,
Attacking Midfield,right,,1986-10-16,Matt Le Tissier,185,43705,"['England', 'Guernsey']",,Southampton FC U18,33,1968-10-14,Retired,,,False,
Left Winger,left,,1999-01-07,Dani Rodrigues,180,43184,['Portugal'],,CD Feirense,22,1980-03-03,Retired,,,False,
Left Winger,left,,2002-01-01,Fabrice Fernandes,175,4116,['France'],,: Ablöse €1.65m,22,1979-10-29,Retired,,,False,
Left Winger,right,,2001-11-14,Cléber Chalá,183,80023,['Ecuador'],,CD El Nacional,31,1971-06-29,Retired,,,False,
Centre-Forward,right,,1998-07-17,James Beattie,185,3112,['England'],,Blackburn Rovers,24,1978-02-27,Retired,,,False,
Centre-Forward,right,,1999-08-17,Kevin Davies,183,4114,['England'],,Blackburn Rovers,25,1977-03-26,Retired,,,False,
Centre-Forward,right,,2000-05-07,Uwe Rösler,185,1440,['Germany'],,: Ablöse free transfer,33,1968-11-15,Retired,,,False,
Centre-Forward,right,,2003-01-01,Eric Hassli,193,12031,['France'],,: Ablöse ?,21,1981-03-05,Retired,,,False,
Centre-Forward,both,,1999-02-16,Marians Pahars,175,3689,['Latvia'],,Skonto Riga (- 2016),25,1976-05-08,Retired,,,False,
Centre-Forward,right,,2001-01-08,Scott McDonald,173,13799,"['Australia', 'Scotland']",,Southampton FC U18,18,1983-08-21,Retired,,,False,
Centre-Forward,right,,2002-01-01,Agustín Delgado,188,3849,['Ecuador'],,Club Necaxa,27,1974-12-23,Retired,,,False,
Centre-Forward,right,,2001-05-12,Brett Ormerod,180,4113,['England'],,Blackpool FC,25,1976-10-18,Retired,,,False,
