position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,2002-01-03,Jeff Cassar,188,39458,['United States'],,: Ablöse ?,28,1974-02-02,Retired,,,False,
Goalkeeper,right,,1999-03-25,Steve Banks,180,3287,['England'],,Blackpool FC,30,1972-09-02,Retired,,,False,
Goalkeeper,right,,1997-01-11,Jussi Jääskeläinen,191,3692,['Finland'],,: Ablöse €150k,27,1975-04-19,Retired,,,False,
Goalkeeper,,,2001-10-26,Kevin Poole,178,16832,['England'],,: Ablöse free transfer,38,1963-07-21,Retired,,,False,
Goalkeeper,,,2001-11-17,Jani Viander,192,6247,['Finland'],,: Ablöse ?,26,1975-08-18,Retired,,,False,
Centre-Back,right,,2001-08-31,Bruno N'Gotty,185,3964,"['France', 'Cameroon']",,: Ablöse €750k,31,1971-10-06,Retired,,,False,
Centre-Back,N/A,,1995-03-21,Gudni Bergsson,,3268,['Iceland'],,: Ablöse €95k,36,1965-07-21,Retired,,,False,
Centre-Back,right,,2001-12-02,Colin Hendry,185,103642,['Scotland'],,Coventry City,36,1965-07-12,Retired,,,False,
Centre-Back,right,,1998-01-07,Dean Holden,185,45627,"['Northern Ireland', 'England']",,Bolton Wanderers U18,22,1979-09-15,Retired,,,False,
Centre-Back,,,2000-01-08,Ian Marshall,186,107794,['England'],,: Ablöse free transfer,36,1966-03-20,Retired,,,False,
Centre-Back,,,2001-01-07,Djibril Diawara,188,171813,"['France', 'Senegal']",,: Ablöse ?,27,1975-03-01,Retired,,,False,
Centre-Back,N/A,,2002-01-01,Konstantinos Konstantinidis,,343,['Greece'],,: Ablöse free transfer,29,1972-08-31,Retired,,,False,
Centre-Back,right,,2001-01-07,Wayne Buchanan,188,3944,['Northern Ireland'],,Bolton Wanderers U18,20,1982-12-01,Retired,,,False,
Left-Back,,,1998-01-01,Mike Whitlow,183,3318,['England'],,: Ablöse €750k,34,1968-01-13,Retired,,,False,
Left-Back,left,,1998-01-07,Ricardo Gardner,175,6264,['Jamaica'],,: Ablöse €1.50m,23,1978-09-25,Retired,,,False,
Left-Back,,,2000-06-07,Anthony Barness,178,3288,['England'],,Charlton Athletic,29,1973-02-25,Retired,,,False,
Left-Back,right,,2000-07-19,Simon Charlton,173,19846,['England'],,: Ablöse free transfer,30,1971-10-25,Retired,,,False,
Left-Back,left,,2000-01-07,Leam Richardson,175,3943,['England'],,Blackburn Rovers,22,1979-11-19,Retired,,,False,
Left-Back,left,,2000-01-07,Alan O'Hare,188,48679,['Ireland'],,Bolton Wanderers U18,19,1982-07-31,Retired,,,False,
Right-Back,right,,2003-01-08,Nicky Hunt,191,16835,['England'],,Bolton Wanderers U21,18,1983-03-09,Retired,,,False,
Defensive Midfield,right,,2001-11-18,Derek Niven,185,16297,['Scotland'],,Raith Rovers FC,18,1983-12-12,Retired,,,False,
Defensive Midfield,right,,2002-01-02,Mario Espartero,174,12103,['France'],,: Ablöse ?,24,1978-01-17,Retired,,,False,
Defensive Midfield,right,,2002-01-07,Gérald Forschelet,187,9676,"['France', 'Tahiti']",,: Ablöse ?,20,1981-09-19,Retired,,,False,
Defensive Midfield,N/A,,2002-07-02,Stig Tøfting,,324,['Denmark'],,: Ablöse €200k,32,1969-08-14,Retired,,,False,
Central Midfield,right,,1999-02-01,Paul Warhurst,185,3307,['England'],,: Ablöse €1.20m,32,1969-09-26,Retired,,,False,
Central Midfield,right,,2000-01-02,David Norris,170,20984,['England'],,Boston United,21,1981-02-20,Daisy Hill FC,,,False,
Right Midfield,right,,2000-01-07,Per Frandsen,178,3735,['Denmark'],,Blackburn Rovers,32,1970-06-02,Retired,,,False,
Right Midfield,right,,2001-01-07,Nicky Southall,178,14074,['England'],,Gillingham FC,30,1972-01-28,Retired,,,False,
Right Midfield,right,,2000-01-08,Cleveland Taylor,174,49544,"['Jamaica', 'England']",,Bolton Wanderers U18,18,1983-09-09,Retired,,,False,
Left Midfield,left,,1999-12-17,Gareth Farrelly,183,9878,['Ireland'],,: Ablöse free transfer,26,1975-08-28,Retired,,,False,
Attacking Midfield,N/A,,2002-02-13,Youri Djorkaeff,,4,"['France', 'Armenia']",,: Ablöse €500k,34,1968-09-03,Retired,,,False,
Attacking Midfield,right,,1999-01-07,Kevin Nolan,183,3950,['England'],,Bolton Wanderers U18,20,1982-06-24,Retired,,,False,
Attacking Midfield,left,,2001-01-07,Jeff Smith,180,3946,['England'],,Bishop Auckland FC,22,1980-06-28,Retired,,,False,
Right Winger,right,,2001-01-07,Jonathan Walters,183,3306,"['Ireland', 'England']",,Blackburn Rovers U18,18,1983-09-20,Retired,,,False,
Right Winger,right,,2001-01-09,Jermaine Johnson,185,16169,"['Jamaica', 'England']",,Tivoli Gardens FC,22,1980-06-25,Retired,,,False,
Right Winger,right,,,Emanuele Morini,185,134183,['Italy'],,,20,1982-01-31,Retired,,,False,
Centre-Forward,right,,1999-01-01,Bo Hansen,185,22482,['Denmark'],,Bröndby IF,30,1972-06-16,Retired,,,False,
Centre-Forward,right,,2001-01-07,Henrik Pedersen,185,3947,['Denmark'],,Silkeborg IF,27,1975-10-06,Retired,,,False,
Centre-Forward,both,,1997-02-10,Dean Holdsworth,180,13792,['England'],,: Ablöse €4.87m,33,1968-08-11,Retired,,,False,
Centre-Forward,right,,2002-01-01,Fredi Bobic,187,104,['Germany'],,Borussia Dortmund,30,1971-10-30,Retired,,,False,
Centre-Forward,right,,2000-07-17,Michael Ricketts,188,4062,['England'],,Walsall FC,23,1978-04-12,Retired,,,False,
Centre-Forward,right,,2001-01-07,Rod Wallace,170,13803,['England'],,: Ablöse free transfer,32,1969-02-10,Retired,,,False,
Centre-Forward,right,,2001-01-07,Akinori Nishizawa,180,3337,['Japan'],,RCD Espanyol Barcelona,26,1976-06-18,Retired,,,False,
