position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1987-02-07,Mark Crossley,191,4041,"['Wales', 'England']",,Nottingham Forest U18,26,1969-06-16,Retired,,,False,
Goalkeeper,,,1993-01-09,Tommy Wright,185,206780,['Northern Ireland'],,Newcastle United,31,1963-08-29,Retired,,,False,
Goalkeeper,,,1994-01-08,Malcolm Rigby,,1301243,['England'],,: Ablöse €50k,19,1976-03-13,Retired,,,False,
Goalkeeper,,,1994-12-26,John Filan,188,13516,['Australia'],,: Ablöse ?,25,1970-08-02,Retired,,,False,
Goalkeeper,right,,1995-03-22,Billy Mercer,185,917075,['England'],,Sheffield United,26,1969-05-22,Retired,,,False,
Centre-Back,,,1986-08-28,Steve Chettle,185,168569,['England'],,Nottingham Forest U18,26,1968-09-27,Retired,,,False,
Centre-Back,right,,1991-01-07,Carl Tiler,188,198681,['England'],,Barnsley FC,25,1970-11-02,Retired,,,False,
Centre-Back,,,1991-01-09,Vance Warner,,227869,['England'],,Nottingham Forest U18,20,1974-03-09,Retired,,,False,
Left-Back,left,,1985-01-07,Stuart Pearce,178,101317,['England'],,Coventry City,33,1962-04-24,Retired,,,False,
Left-Back,left,,1993-01-07,Colin Cooper,182,3867,['England'],,: Ablöse €2.55m,28,1967-02-28,Retired,,,False,
Right-Back,right,,1994-01-25,Alf-Inge Haaland,186,107179,['Norway'],,Bryne FK,22,1972-11-23,Retired,,,False,
Right-Back,,,1988-01-07,Brian Laws,178,222516,['England'],,: Ablöse €145k,33,1961-10-14,Retired,,,False,
Central Midfield,right,,1990-05-01,Scot Gemmill,181,3617,['Scotland'],,Nottingham Forest U18,24,1971-02-01,Retired,,,False,
Central Midfield,right,,1993-05-11,Lars Bohinen,185,102503,['Norway'],,: Ablöse €500k,25,1969-08-09,Retired,,,False,
Central Midfield,,,1990-05-12,Bobby Howe,170,228813,['England'],,Nottingham Forest U18,21,1973-06-11,Retired,,,False,
Right Midfield,right,,1993-08-20,David Phillips,178,168585,"['Wales', 'Germany']",,: Ablöse €500k,31,1963-07-29,Retired,,,False,
Right Midfield,right,,1989-05-20,Steve Stone,175,3364,['England'],,Nottingham Forest U18,23,1971-08-20,Retired,,,False,
Right Midfield,right,,1992-11-23,Neil Webb,183,101329,['England'],,: Ablöse €925k,31,1963-07-30,Retired,,,False,
Left Midfield,,,1991-02-09,Kingsley Black,178,222487,"['Northern Ireland', 'England']",,: Ablöse €1.80m,27,1968-06-22,Retired,,,False,
Left Winger,left,,1990-01-03,Ian Woan,183,168600,['England'],,Runcorn FC Halton,27,1967-12-14,Retired,,,False,
Right Winger,right,,1993-01-07,Des Lyttle,175,3674,['England'],,: Ablöse ?,23,1971-09-24,Retired,,,False,
Right Winger,,,1988-01-01,Gary Crosby,,222495,['England'],,Grantham Town,31,1964-08-05,Retired,,,False,
Right Winger,N/A,,1994-01-07,Bryan Roy,,351,"['Netherlands', 'Suriname']",,: Ablöse €2.50m,25,1970-12-02,Retired,,,False,
Centre-Forward,right,,1993-05-07,Stan Collymore,188,106811,['England'],,Southend United,24,1971-01-22,Retired,,,False,
Centre-Forward,right,,1994-01-03,Jason Lee,191,14624,['England'],,Southend United,24,1971-09-05,Retired,,,False,
Centre-Forward,,,1993-01-03,Robert Rosario,191,222535,['England'],,Coventry City,29,1966-04-03,Retired,,,False,
Centre-Forward,right,,1991-01-07,Paul McGregor,178,168581,['England'],,Nottingham Forest U18,20,1974-12-17,Retired,,,False,
Centre-Forward,,,1993-07-21,Gary Bull,,227857,['England'],,Barnet FC,29,1966-12-06,Retired,,,False,
