position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1991-08-15,Chris Woods,188,101320,['England'],,: Ablöse €1.36m,35,1959-11-14,Retired,,,False,
Goalkeeper,,,1985-07-11,Kevin Pressman,185,10242,['England'],,Sheffield Wednesday U18,27,1967-06-11,Retired,,,False,
Goalkeeper,,,1990-01-04,Lance Key,188,165697,['England'],,Histon FC,27,1968-05-13,Retired,,,False,
Centre-Back,right,,1994-01-07,Peter Atherton,180,13552,['England'],,Coventry City,25,1970-06-04,Retired,,,False,
Centre-Back,,,1992-01-07,Brian Linighan,185,223306,['England'],,Sheffield Wednesday U21,21,1973-02-11,Retired,,,False,
Centre-Back,,,1993-01-07,Andy Pearce,193,222527,['England'],,Coventry City,29,1966-04-20,Retired,,,False,
Centre-Back,right,,1993-01-07,Des Walker,180,10000,"['England', 'Jamaica']",,UC Sampdoria,29,1965-11-26,Retired,,,False,
Centre-Back,,,1992-07-16,Simon Stewart,186,223315,['England'],,Sheffield Wednesday U18,21,1973-01-11,Retired,,,False,
Centre-Back,,,1992-01-03,Julian Watts,191,223290,['England'],,: Ablöse ?,24,1971-03-17,Retired,,,False,
Centre-Back,left,,1993-01-12,Simon Coleman,183,223282,['England'],,: Ablöse €382k,27,1968-03-13,Retired,,,False,
Left-Back,left,,1994-01-07,Lee Briscoe,180,13994,['England'],,Sheffield Wednesday U18,19,1975-09-30,Retired,,,False,
Right-Back,both,,1994-01-08,Ian Nolan,183,107097,"['Northern Ireland', 'England']",,: Ablöse €2.25m,24,1970-09-07,Retired,,,False,
Right-Back,right,,1994-06-08,Dan Petrescu,175,102023,"['Romania', 'England']",,: Ablöse €2.00m,27,1967-12-22,Retired,,,False,
Defensive Midfield,right,,1994-01-07,Klas Ingesson,190,101095,['Sweden'],,: Ablöse €1.20m,26,1968-08-20,---,,,False,
Central Midfield,right,,1994-12-07,Ian Taylor,185,3667,['England'],,: Ablöse €1.50m,27,1968-04-06,Retired,,,False,
Central Midfield,,,1993-01-10,Adem Poric,175,223287,"['Australia', 'England']",,: Ablöse €72k,22,1973-04-22,Retired,,,False,
Central Midfield,right,,1989-03-11,John Sheridan,175,102496,"['Ireland', 'England']",,: Ablöse €625k,30,1964-01-10,Retired,,,False,
Central Midfield,right,,1991-01-07,Chris Bart-Williams,180,3293,"['England', 'Sierra Leone']",,Leyton Orient,21,1974-06-16,---,,,False,
Central Midfield,,,1988-01-05,Graham Hyde,,106798,['England'],,Sheffield Wednesday U18,24,1970-10-11,Retired,,,False,
Central Midfield,,,1991-01-07,Ryan Jones,,107090,"['Wales', 'England']",,Unknown,21,1973-07-23,Retired,,,False,
Right Midfield,,,1991-02-13,Mike Williams,,223291,['England'],,Maltby Main FC,25,1969-11-21,Retired,,,False,
Left Midfield,right,,1993-01-08,Andy Sinton,173,101326,['England'],,: Ablöse €3.35m,29,1966-03-19,Retired,,,False,
Right Winger,left,,1992-07-17,Chris Waddle,188,101385,['England'],,: Ablöse €1.50m,34,1960-12-14,Retired,,,False,
Centre-Forward,right,,1991-01-02,Trevor Francis,178,130319,['England'],,: Ablöse ?,41,1954-04-19,---,,,False,
Centre-Forward,,,1986-11-08,David Hirst,,109491,"['England', 'Scotland']",,Barnsley FC,27,1967-07-12,Retired,,,False,
Centre-Forward,right,,1992-11-09,Mark Bright,183,223280,['England'],,: Ablöse €1.70m,33,1962-06-06,Retired,,,False,
Centre-Forward,right,,1994-12-21,Guy Whittingham,175,106806,['England'],,: Ablöse €1.10m,30,1964-10-11,Retired,,,False,
Centre-Forward,,,1991-09-17,Nigel Jemson,,223302,['England'],,: Ablöse €1.00m,25,1969-10-08,Retired,,,False,
Centre-Forward,,,1991-01-01,Gordon Watson,178,222264,['England'],,Charlton Athletic,24,1971-03-20,Retired,,,False,
Centre-Forward,,,1995-01-01,O'Neill Donaldson,186,195174,['England'],,Doncaster Rovers,25,1969-11-24,Retired,,,False,
