position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,both,,2023-01-07,Mark Flekken,195,125714,['Netherlands'],12000000,SC Freiburg,31,1993-06-13,Bayer 04 Leverkusen,,,False,
Goalkeeper,right,,2022-07-14,Thomas Strakosha,193,222209,"['Albania', 'Greece']",3000000,SS Lazio,29,1995-03-19,AEK Athens,,,False,
Goalkeeper,right,,2024-01-26,Hákon Valdimarsson,195,488935,['Iceland'],2500000,IF Elfsborg,22,2001-10-13,Brentford FC,,,False,
Goalkeeper,right,,2022-01-07,Matthew Cox,183,741236,['England'],800000,Brentford FC B,21,2003-02-05,Brentford FC,,,False,
Goalkeeper,right,,2018-01-07,Ellery Balcombe,190,456292,"['England', 'St. Vincent & Grenadinen']",300000,Brentford FC B,24,1999-10-15,Brentford FC,,,False,
Goalkeeper,right,,,Vincent Angelini,190,736251,"['Scotland', 'Italy']",100000,,20,2003-12-09,FK Jerv,,,False,
Centre-Back,right,Team captain,2023-04-07,Nathan Collins,193,469050,['Ireland'],25000000,Wolverhampton Wanderers,23,2001-04-30,Brentford FC,,,False,
Centre-Back,right,,2021-07-21,Kristoffer Ajer,198,328658,['Norway'],15000000,: Ablöse €15.70m,26,1998-04-17,Brentford FC,,,False,
Centre-Back,left,,2019-02-07,Ethan Pinnock,194,442248,"['Jamaica', 'England']",12000000,Barnsley FC,31,1993-05-29,Brentford FC,,,False,
Centre-Back,right,,2021-09-09,Zanka,189,52059,['Denmark'],1000000,Fenerbahce,34,1990-04-23,Without Club,,,False,
Centre-Back,left,,2022-07-22,Ben Mee,180,74810,['England'],1000000,: Ablöse free transfer,34,1989-09-21,Retired,,,False,
Centre-Back,both,,2024-01-07,Ji-soo Kim,192,709767,"['Korea, South']",600000,Brentford FC B,19,2004-12-24,Brentford FC,,,False,
Centre-Back,right,,2020-08-19,Charlie Goode,196,376856,['England'],500000,Northampton Town,28,1995-03-08,Milton Keynes Dons,,,False,
Centre-Back,right,Knee injury - Return unknown,2026-10-07,Benjamin Fredrick,187,1071138,['Nigeria'],150000,Brentford FC B,19,2005-05-28,Brentford FC,,,False,
Centre-Back,right,,2025-04-07,Benjamin Arthur,192,1144158,['England'],,Brentford FC B,18,2005-09-10,Brentford FC,,,False,
Left-Back,left,,2016-08-31,Rico Henry,170,339556,"['Jamaica', 'England']",20000000,Walsall FC,26,1997-08-07,Brentford FC,,,False,
Left-Back,left,,2024-01-17,Sergio Reguilón,178,282429,['Spain'],12000000,: Ablöse ?,27,1996-12-16,Inter Miami CF,,,False,
Left-Back,left,,,Val Adedokun,,747996,"['Ireland', 'Nigeria']",150000,,21,2003-02-14,Brentford FC B,,,False,
Right-Back,both,,2022-09-07,Aaron Hickey,185,591949,['Scotland'],28000000,Bologna FC 1909,22,2002-10-06,Brentford FC,,,False,
Right-Back,right,Knee injury - Return unknown,2019-07-08,Mads Roerslev,184,391005,['Denmark'],10000000,: Ablöse €60k,25,1999-06-24,Southampton FC,,,False,
Right-Back,right,,2022-01-07,Fin Stevens,179,587019,"['Wales', 'England']",450000,Brentford FC B,21,2003-10-04,Leyton Orient,,,False,
Defensive Midfield,left,,2020-03-10,Vitaly Janelt,184,270171,"['Germany', 'Bosnia-Herzegovina']",22000000,VfL Bochum,26,1998-10-05,Brentford FC,,,False,
Defensive Midfield,right,,2019-01-07,Christian Nørgaard,187,148367,['Denmark'],18000000,: Ablöse €3.50m,30,1994-10-03,Arsenal FC,,,False,
Defensive Midfield,right,,2024-11-01,Yunus Konak,181,1141628,['Türkiye'],3500000,Sivasspor,18,2006-10-01,Brentford FC,,,False,
Central Midfield,right,,2019-10-07,Mathias Jensen,180,319859,['Denmark'],28000000,Celta de Vigo,28,1996-01-01,Brentford FC,,,False,
Central Midfield,left,,2025-10-23,Josh Dasilva,184,340321,"['England', 'Angola']",10000000,Without Club,25,1998-10-23,Brentford FC,,,False,
Central Midfield,right,unknown injury - Return unknown,2023-01-07,Yegor Yarmolyuk,180,717411,['Ukraine'],10000000,Brentford FC B,20,2004-01-03,Brentford FC,,,False,
Central Midfield,right,,2021-07-20,Frank Onyeka,183,421637,['Nigeria'],9000000,: Ablöse €10.00m,26,1998-01-01,Coventry City,,,False,
Central Midfield,right,Cruciate ligament tear - Return unknown,2020-01-31,Shandon Baptiste,180,533916,"['Grenada', 'England']",2500000,Oxford United,26,1998-08-04,Luton Town,,,False,
Central Midfield,right,,2022-01-07,Paris Maghoma,184,470596,"['England', 'DR Congo']",350000,Brentford FC B,23,2001-08-05,Norwich City,,,False,
Central Midfield,right,,,Ethan Brierley,173,718250,['England'],300000,,20,2003-11-23,Huddersfield Town,,,False,
Central Midfield,right,,2023-01-07,Ryan Trevitt,170,874538,['England'],275000,Brentford FC B,21,2003-12-03,Wigan Athletic,,,False,
Left Midfield,right,,2022-12-07,Keane Lewis-Potter,170,644401,['England'],15000000,Hull City,23,2001-02-22,Brentford FC,,,False,
Attacking Midfield,right,,2022-10-08,Mikkel Damsgaard,180,540941,['Denmark'],10000000,UC Sampdoria,23,2000-03-07,Brentford FC,,,False,
Attacking Midfield,right,,2021-01-14,Saman Ghoddos,176,204294,"['Iran', 'Sweden']",2000000,: Ablöse ?,30,1993-06-09,Kalba FC,,,False,
Attacking Midfield,right,,2021-07-23,Myles Peart-Harris,187,587002,"['Jamaica', 'England']",700000,Chelsea FC U23,21,2002-09-18,Middlesbrough FC,,,False,
Left Winger,right,,2023-01-07,Kevin Schade,185,473050,"['Germany', 'Nigeria']",22000000,SC Freiburg,22,2001-11-27,Brentford FC,,,False,
Right Winger,left,,2019-05-08,Bryan Mbeumo,171,413039,"['Cameroon', 'France']",40000000,ESTAC Troyes,24,1999-07-08,Manchester United,,,False,
Right Winger,right,,,Michael Olakigbe,180,734425,"['England', 'Nigeria']",600000,,20,2004-04-25,WSG Tirol,,,False,
Centre-Forward,right,,2020-01-09,Ivan Toney,185,251664,"['England', 'Jamaica']",50000000,: Ablöse €5.60m,28,1996-03-16,Al-Ahli SFC,,,False,
Centre-Forward,right,,2021-10-08,Yoane Wissa,176,388165,"['DR Congo', 'France']",28000000,FC Lorient,27,1996-03-09,Newcastle United,,,False,
Centre-Forward,right,,2023-01-09,Neal Maupay,171,217115,"['France', 'Argentina']",12000000,Everton FC,27,1996-08-14,Olympique Marseille,,,False,
