position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2023-03-07,Bart Verbruggen,193,565093,['Netherlands'],18000000,RSC Anderlecht,21,2002-08-18,Brighton & Hove Albion,,,False,
Goalkeeper,right,,2018-01-07,Jason Steele,188,73564,"['England', 'Scotland']",3500000,Sunderland AFC,33,1990-08-18,Brighton & Hove Albion,,,False,
Goalkeeper,left,,2023-01-07,Carl Rushworth,191,646353,['England'],3000000,Brighton & Hove Albion U21,22,2001-02-07,Brighton & Hove Albion,,,False,
Goalkeeper,right,,2022-07-29,Tom McGill,185,406556,"['Canada', 'England']",600000,Brighton & Hove Albion U21,24,2000-03-25,Brighton & Hove Albion,,,False,
Centre-Back,right,,2019-03-08,Adam Webster,190,212847,['England'],20000000,Bristol City,29,1995-04-01,Without Club,,,False,
Centre-Back,right,,2020-10-09,Jan Paul van Hecke,189,576314,['Netherlands'],18000000,NAC Breda,24,2000-08-06,Tottenham Hotspur,,,False,
Centre-Back,left,,2023-07-26,Igor Julio,188,380350,['Brazil'],17000000,ACF Fiorentina,26,1998-07-02,Brighton & Hove Albion,,,False,
Centre-Back,right,Team captain,2010-01-07,Lewis Dunk,192,148153,['England'],12000000,: Ablöse -,32,1991-11-21,Brighton & Hove Albion,,,False,
Centre-Back,right,,,Ed Turns,186,580809,"['Wales', 'England']",400000,,21,2002-10-18,Exeter City,,,False,
Centre-Back,right,,2024-01-07,Odeluga Offiah,187,567597,"['England', 'Nigeria']",300000,Brighton & Hove Albion U21,21,2002-10-26,Preston North End,,,False,
Centre-Back,right,,,Ben Jackson,190,801474,['England'],200000,,20,2003-03-09,Hampton & Richmond Borough,,,False,
Centre-Back,right,,,Leigh Kavanagh,189,724530,['Ireland'],200000,,20,2003-12-27,Galway United FC,,,False,
Centre-Back,left,,,Noel Atom,197,913214,"['Germany', 'Cameroon']",,,19,2005-05-01,Without Club,,,False,
Left-Back,left,,2022-08-16,Pervis Estupiñán,175,349599,"['Ecuador', 'Spain']",30000000,Villarreal CF,26,1998-01-21,AC Milan,,,False,
