position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2021-07-15,José Sá,192,249994,['Portugal'],14000000,: Ablöse €8.00m,31,1993-01-17,Wolverhampton Wanderers,,,False,
Goalkeeper,,,2023-01-25,Daniel Bentley,193,136401,['England'],2000000,Bristol City,30,1993-07-13,Wolverhampton Wanderers,,,False,
Goalkeeper,right,,2023-03-07,Tom King,194,215810,"['Wales', 'England']",200000,Northampton Town,29,1995-09-03,Everton FC,,,False,
Goalkeeper,right,,,Louie Moulden,190,444641,['England'],175000,,22,2002-06-01,Accrington Stanley,,,False,
Centre-Back,left,,2018-09-08,Maximilian Kilman,194,525247,"['England', 'Ukraine']",32000000,: Ablöse €4.75m,27,1997-05-23,West Ham United,,,False,
Centre-Back,left,Team captain,2020-02-09,Toti,187,606718,"['Portugal', 'Guinea-Bissau']",20000000,GD Estoril Praia,25,1999-01-16,Wolverhampton Wanderers,,,False,
Centre-Back,right,,2023-08-31,Santiago Bueno,191,438001,"['Uruguay', 'Italy']",8000000,Girona FC,25,1998-09-11,Wolverhampton Wanderers,,,False,
Centre-Back,right,,2021-01-07,Yerson Mosquera,188,716276,['Colombia'],6000000,Atlético Nacional,23,2001-02-05,Wolverhampton Wanderers,,,False,
Centre-Back,right,,2023-01-22,Craig Dawson,188,121477,['England'],2000000,West Ham United,34,1990-06-05,Without Club,,,False,
Centre-Back,left,,,Justin Hubner,187,678641,"['Indonesia', 'Netherlands']",350000,,20,2003-09-14,Fortuna Sittard,,,False,
Centre-Back,right,,,Alfie Pond,191,821522,['England'],250000,,20,2004-02-17,Chesterfield FC,,,False,
Centre-Back,right,,,Temple Ojinnaka,191,813142,"['Italy', 'Nigeria']",,,19,2005-03-30,Wolverhampton Wanderers U21,,,False,
Left-Back,left,,2021-09-07,Rayan Aït-Nouri,180,578391,"['Algeria', 'France']",35000000,Angers SCO,23,2001-06-06,Manchester City,,,False,
Left-Back,left,,2022-01-07,Hugo Bueno,180,698678,['Spain'],6000000,Wolverhampton Wanderers U21,21,2002-09-18,Wolverhampton Wanderers,,,False,
Left-Back,left,,,Aaron Keto-Diyawa,172,797679,"['England', 'DR Congo']",,,20,2003-11-09,FC Haka,,,False,
Right-Back,right,,2022-08-18,Matheus Nunes,183,601883,"['Portugal', 'Brazil']",50000000,: Ablöse €47.40m,25,1998-08-27,Manchester City,,,False,
Right-Back,right,,2020-09-23,Nélson Semedo,179,231572,"['Portugal', 'Cape Verde']",12000000,FC Barcelona,30,1993-11-16,Fenerbahce,,,False,
Right-Back,both,,2019-01-31,Jonny Otto,175,175446,['Spain'],5000000,: Ablöse €21.00m,30,1994-03-03,Deportivo Alavés,,,False,
Right-Back,right,,2020-09-19,Ki-Jana Hoever,183,485583,"['Netherlands', 'Suriname']",4500000,: Ablöse €9.80m,22,2002-01-18,Wolverhampton Wanderers,,,False,
Right-Back,right,,2023-07-20,Matt Doherty,185,171679,['Ireland'],3000000,: Ablöse free transfer,32,1992-01-16,Sheffield United,,,False,
Right-Back,,,,Wesley Okoduwa,,1115502,"['England', 'United States']",,,16,2008-12-05,Wolverhampton Wanderers U21,,,False,
Defensive Midfield,right,,2023-01-13,Mario Lemina,184,170934,"['Gabon', 'France']",10000000,OGC Nice,30,1993-01-09,Galatasaray,,,False,
Defensive Midfield,right,,2023-01-07,Boubacar Traoré,183,649020,['Mali'],6000000,FC Metz,22,2001-08-20,Wolverhampton Wanderers,,,False,
Defensive Midfield,right,,2022-01-07,Joe Hodge,172,503975,"['Ireland', 'England']",1500000,Wolverhampton Wanderers U21,21,2002-09-14,CD Tondela,,,False,
Defensive Midfield,right,,2019-02-08,Bruno Jordão,180,415646,['Portugal'],700000,: Ablöse €8.90m,25,1998-12-10,CSKA Sofia,,,False,
Defensive Midfield,,,,Harvey Griffiths,190,670558,['England'],150000,,20,2003-09-22,Without Club,,,False,
Central Midfield,right,,2023-01-30,João Gomes,176,735570,['Brazil'],35000000,CR Flamengo,23,2001-12-02,Aston Villa,,,False,
Central Midfield,right,,2023-01-09,Jean-Ricner Bellegarde,170,450050,"['Haiti', 'France']",15000000,RC Strasbourg Alsace,26,1998-06-27,Wolverhampton Wanderers,,,False,
Central Midfield,right,,2024-01-07,Tommy Doyle,172,433183,['England'],10000000,Manchester City,22,2001-10-17,Wolverhampton Wanderers,,,False,
Central Midfield,right,,2021-01-07,Luke Cundle,171,532541,['England'],5000000,Wolverhampton Wanderers U23,22,2002-04-26,Millwall FC,,,False,
Central Midfield,left,,,Matthew Whittingham,,908798,['England'],,,19,2004-10-21,Without Club,,,False,
Attacking Midfield,left,,2023-01-17,Pablo Sarabia,174,74230,['Spain'],10000000,: Ablöse €5.00m,32,1992-11-05,Al-Arabi SC,,,False,
Attacking Midfield,right,,2024-01-01,Tawanda Chirewa,181,724783,"['Zimbabwe', 'England']",500000,Wolverhampton Wanderers U21,20,2003-12-10,Wolverhampton Wanderers,,,False,
Attacking Midfield,right,,2024-01-31,Noha Lemina,179,816124,"['Gabon', 'France']",500000,: Ablöse ?,19,2005-06-17,Manisa FK,,,False,
Attacking Midfield,,,,Ty Barnett,,751666,"['England', 'Trinidad and Tobago']",,,18,2005-03-08,Without Club,,,False,
Attacking Midfield,right,,,Owen Hesketh,180,550995,"['Wales', 'England']",,,21,2002-10-10,FC Wolverhampton Casuals,,,False,
Left Winger,left,Knee injury - Return unknown,2023-08-31,Enso González,169,1060740,['Paraguay'],4000000,Club Libertad Asunción,19,2005-01-20,Wolverhampton Wanderers,,,False,
Left Winger,right,,2022-01-07,Chem Campbell,180,614603,"['Wales', 'England']",900000,Wolverhampton Wanderers U21,21,2002-12-30,Stevenage FC,,,False,
Left Winger,both,,,Emilio Ballard-Matthews,,1172645,['England'],,,15,2008-11-08,Wolverhampton Wanderers U18,,,False,
Right Winger,left,,2019-02-08,Pedro Neto,174,487465,['Portugal'],55000000,: Ablöse €17.90m,24,2000-09-03,Chelsea FC,,,False,
Centre-Forward,right,,2023-01-07,Matheus Cunha,183,517894,['Brazil'],45000000,: Ablöse €50.00m,25,1999-05-27,Manchester United,,,False,
Centre-Forward,right,,2022-01-07,Hee-chan Hwang,177,292246,"['Korea, South']",25000000,RB Leipzig,28,1996-01-26,Wolverhampton Wanderers,,,False,
Centre-Forward,right,,2020-05-09,Fábio Silva,185,505653,['Portugal'],11000000,FC Porto,21,2002-07-19,Borussia Dortmund,,,False,
Centre-Forward,right,,2022-08-31,Sasa Kalajdzic,200,369567,['Austria'],5000000,VfB Stuttgart,26,1997-07-07,Wolverhampton Wanderers,,,False,
Centre-Forward,right,,2024-01-01,Nathan Fraser,188,863741,"['Ireland', 'England']",1000000,Wolverhampton Wanderers U21,19,2005-02-22,Wolverhampton Wanderers,,,False,
