position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1993-01-12,Ian Bennett,183,3299,['England'],,: Ablöse €500k,32,1971-10-10,Retired,,,False,
Goalkeeper,right,,2004-03-22,Maik Taylor,193,3723,"['Northern Ireland', 'Germany']",,Fulham FC,32,1971-04-09,Retired,,,False,
Goalkeeper,right,,2003-01-07,Colin Doyle,196,28728,['Ireland'],,Birmingham City U18,19,1985-12-06,Retired,,,False,
Goalkeeper,,,2001-01-07,Nico Vaesen,191,3737,['Belgium'],,: Ablöse free transfer,34,1969-09-28,Retired,,,False,
Centre-Back,right,,2002-07-16,Kenny Cunningham,183,3937,['Ireland'],,: Ablöse free transfer,33,1971-06-28,Retired,,,False,
Centre-Back,right,,1998-02-16,Darren Purse,188,3106,['England'],,: Ablöse €850k,27,1977-02-14,Retired,,,False,
Centre-Back,right,,2004-01-01,Martin Taylor,195,3822,['England'],,Blackburn Rovers,24,1979-09-11,Retired,,,False,
Centre-Back,left,,2003-01-22,Matthew Upson,185,3273,['England'],,: Ablöse €1.40m,25,1979-04-18,Retired,,,False,
Centre-Back,right,,2002-03-22,Olivier Tébily,183,3931,"[""Cote d'Ivoire"", 'France']",,: Ablöse €1.10m,28,1975-12-19,Retired,,,False,
Left-Back,left,,1996-01-07,Martin Grainger,178,3934,['England'],,: Ablöse €600k,31,1972-08-23,Retired,,,False,
Left-Back,left,,2003-01-01,Jamie Clapham,175,3938,['England'],,Ipswich Town,28,1975-07-12,Retired,,,False,
Right-Back,right,,2002-01-02,Jeff Kenna,180,3933,['Ireland'],,Blackburn Rovers,33,1970-08-27,Retired,,,False,
Defensive Midfield,right,,2002-01-07,Aliou Cissé,180,3796,"['Senegal', 'France']",,: Ablöse €2.25m,28,1976-03-24,Retired,,,False,
Midfielder,,,2003-01-07,Carl Motteram,173,36589,['England'],,Birmingham City U18,19,1984-03-09,Retired,,,False,
Central Midfield,both,,2002-05-30,Robbie Savage,183,3797,['Wales'],,: Ablöse €1.88m,29,1974-10-18,Retired,,,False,
Central Midfield,left,,2001-01-07,Darren Carter,188,3929,['England'],,Birmingham City U18,20,1983-12-18,Retired,,,False,
Central Midfield,left,,2003-10-01,Stephen Clemence,180,3641,['England'],,: Ablöse €1.35m,26,1978-03-31,Retired,,,False,
Right Midfield,right,,2002-08-03,Damien Johnson,175,3940,['Northern Ireland'],,Blackburn Rovers,25,1978-11-18,Retired,,,False,
Left Midfield,left,,1999-07-28,Stan Lazaridis,175,3747,"['Australia', 'Greece']",,: Ablöse €2.25m,31,1972-08-16,Retired,,,False,
Attacking Midfield,right,,1996-01-07,Paul Devlin,173,3716,"['Scotland', 'England']",,: Ablöse ?,32,1972-04-14,Retired,,,False,
Attacking Midfield,right,,1996-01-07,Bryan Hughes,178,3939,['England'],,Wrexham AFC,28,1976-06-19,Retired,,,False,
Attacking Midfield,right,,2003-07-07,David Dunn,178,4243,['England'],,Blackburn Rovers,24,1979-12-27,Retired,,,False,
Right Winger,right,,2002-08-15,Jovan Kirovski,180,3474,"['United States', 'North Macedonia']",,: Ablöse free transfer,28,1976-03-18,Retired,,,False,
Centre-Forward,N/A,,2005-01-07,Mikael Forssell,,3127,"['Finland', 'Germany']",,: Ablöse €4.50m,23,1981-03-15,Retired,,,False,
Centre-Forward,right,,2000-01-07,Geoff Horsfield,183,3792,['England'],,: Ablöse €3.38m,30,1973-01-11,Retired,,,False,
Centre-Forward,right,,2002-08-02,Stern John,185,3793,['Trinidad and Tobago'],,: Ablöse €200k,27,1976-10-30,Retired,,,False,
Centre-Forward,right,,2002-01-07,Clinton Morrison,178,3145,"['Ireland', 'England']",,: Ablöse €6.38m,25,1979-05-14,Retired,,,False,
Centre-Forward,right,,2003-02-01,Christophe Dugarry,188,3237,['France'],,: Ablöse free transfer,32,1972-03-24,Retired,,,False,
Centre-Forward,right,,2003-01-07,Andy Barrowman,183,15163,['Scotland'],,Birmingham City U18,19,1984-11-27,Retired,,,False,
Centre-Forward,right,,2003-07-23,Luciano Figueroa,178,7133,"['Argentina', 'Italy']",,: Ablöse €3.75m,23,1981-05-19,Retired,,,False,
