position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1991-08-15,Chris Woods,188,101320,['England'],,: Ablöse €1.36m,36,1959-11-14,Retired,,,False,
Goalkeeper,,,1985-07-11,Kevin Pressman,185,10242,['England'],,Sheffield Wednesday U18,28,1967-06-11,Retired,,,False,
Goalkeeper,,,1990-01-04,Lance Key,188,165697,['England'],,Histon FC,28,1968-05-13,Retired,,,False,
Centre-Back,right,,1994-01-07,Peter Atherton,180,13552,['England'],,Coventry City,26,1970-06-04,Retired,,,False,
Centre-Back,,,1992-01-07,Brian Linighan,185,223306,['England'],,Sheffield Wednesday U21,22,1973-02-11,Retired,,,False,
Centre-Back,left,,1995-12-22,Dejan Stefanovic,180,4308,['Serbia'],,Red Star Belgrade,21,1974-10-28,Retired,,,False,
Centre-Back,,,1993-01-07,Andy Pearce,193,222527,['England'],,Coventry City,30,1966-04-20,Retired,,,False,
Centre-Back,right,,1993-01-07,Des Walker,180,10000,"['England', 'Jamaica']",,UC Sampdoria,30,1965-11-26,Retired,,,False,
Centre-Back,right,,1996-03-16,Jon Newsome,188,107093,['England'],,: Ablöse €2.25m,25,1970-06-09,Retired,,,False,
Centre-Back,,,1992-07-16,Simon Stewart,186,223315,['England'],,Sheffield Wednesday U18,22,1973-01-11,Retired,,,False,
Centre-Back,,,1992-01-03,Julian Watts,191,223290,['England'],,: Ablöse ?,25,1971-03-17,Retired,,,False,
Left-Back,left,,1994-01-07,Lee Briscoe,180,13994,['England'],,Sheffield Wednesday U18,20,1975-09-30,Retired,,,False,
Left-Back,left,,1995-01-08,Ritchie Humphreys,178,66930,['England'],,Sheffield Wednesday U18,18,1977-11-30,Retired,,,False,
Right-Back,both,,1994-01-08,Ian Nolan,183,107097,"['Northern Ireland', 'England']",,: Ablöse €2.25m,25,1970-09-07,Retired,,,False,
Right-Back,right,,1994-06-08,Dan Petrescu,175,102023,"['Romania', 'England']",,: Ablöse €2.00m,28,1967-12-22,Retired,,,False,
Right-Back,right,,1995-11-25,Steve Nicol,178,107096,['Scotland'],,: Ablöse free transfer,34,1961-11-12,Retired,,,False,
Defensive Midfield,right,,1994-01-07,Klas Ingesson,190,101095,['Sweden'],,: Ablöse €1.20m,27,1968-08-20,---,,,False,
Central Midfield,,,1993-01-10,Adem Poric,175,223287,"['Australia', 'England']",,: Ablöse €72k,23,1973-04-22,Retired,,,False,
Central Midfield,right,,1989-03-11,John Sheridan,175,102496,"['Ireland', 'England']",,: Ablöse €625k,31,1964-01-10,Retired,,,False,
Central Midfield,,,1988-01-05,Graham Hyde,,106798,['England'],,Sheffield Wednesday U18,25,1970-10-11,Retired,,,False,
Central Midfield,,,1991-01-07,Ryan Jones,,107090,"['Wales', 'England']",,Unknown,22,1973-07-23,Retired,,,False,
Right Midfield,,,1991-02-13,Mike Williams,,223291,['England'],,Maltby Main FC,26,1969-11-21,Retired,,,False,
Left Midfield,left,,1995-07-19,Mark Pembridge,172,3615,['Wales'],,: Ablöse €1.25m,25,1970-11-29,Retired,,,False,
Left Midfield,right,,1993-01-08,Andy Sinton,173,101326,['England'],,: Ablöse €3.35m,30,1966-03-19,Retired,,,False,
Left Winger,left,,1996-01-03,Regi Blinker,173,107125,"['Netherlands', 'Suriname']",,: Ablöse €400k,27,1969-04-06,Retired,,,False,
Left Winger,,,1996-01-08,Mark Platts,173,107100,['England'],,Sheffield Wednesday U18,17,1979-05-23,Retired,,,False,
Right Winger,left,,1992-07-17,Chris Waddle,188,101385,['England'],,: Ablöse €1.50m,35,1960-12-14,Retired,,,False,
Centre-Forward,,,1986-11-08,David Hirst,,109491,"['England', 'Scotland']",,Barnsley FC,28,1967-07-12,Retired,,,False,
Centre-Forward,right,,1992-11-09,Mark Bright,183,223280,['England'],,: Ablöse €1.70m,34,1962-06-06,Retired,,,False,
Centre-Forward,right,,1995-01-07,Marc Degryse,172,101751,['Belgium'],,: Ablöse €1.25m,30,1965-04-09,Retired,,,False,
Centre-Forward,right,,1995-12-22,Darko Kovacevic,188,7479,['Serbia'],,Red Star Belgrade,22,1973-11-18,Retired,,,False,
Centre-Forward,right,,1994-12-21,Guy Whittingham,175,106806,['England'],,: Ablöse €1.10m,31,1964-10-11,Retired,,,False,
Centre-Forward,,,1993-01-07,Richie Barker,185,13657,['England'],,Sheffield Wednesday U18,21,1975-05-30,Retired,,,False,
Centre-Forward,,,1995-01-01,O'Neill Donaldson,186,195174,['England'],,Doncaster Rovers,26,1969-11-24,Retired,,,False,
