position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1989-11-21,Nigel Martyn,188,3629,['England'],,Bristol Rovers,26,1966-11-08,Retired,,,False,
Centre-Back,right,,1987-01-07,Ricky Newman,178,13420,['England'],,: Ablöse -,22,1970-05-08,Retired,,,False,
Centre-Back,right,,1989-01-17,Gareth Southgate,183,3744,['England'],,: Ablöse -,22,1970-03-09,Retired,,,False,
Centre-Back,right,,1986-01-07,Richard Shaw,175,10034,['England'],,: Ablöse -,24,1968-11-09,Retired,,,False,
Centre-Back,right,,1991-07-19,Chris Coleman,188,132125,"['Wales', 'Ireland']",,: Ablöse €369k,23,1970-10-06,Retired,,,False,
Centre-Back,,,1989-05-12,Andy Thorn,182,222309,['England'],,Newcastle United,26,1966-12-11,Retired,,,False,
Centre-Back,,,1997-01-08,Eric Young,188,222546,"['Wales', 'Singapore']",,: Ablöse ?,33,1960-03-25,Retired,,,False,
Centre-Back,right,,1991-08-08,Lee Sinnott,188,226955,['England'],,Bradford City,27,1965-12-07,Retired,,,False,
Left-Back,left,,1991-01-07,Dean Gordon,183,10049,['England'],,: Ablöse -,20,1973-10-02,Retired,,,False,
Right-Back,,,1990-08-16,John Humphrey,178,222509,['England'],,Charlton Athletic,32,1961-01-31,Retired,,,False,
Central Midfield,right,,1989-01-07,Simon Osborn,178,13800,['England'],,: Ablöse -,21,1972-01-19,Retired,,,False,
Central Midfield,right,,1989-10-01,Eddie McGoldrick,178,102491,"['Ireland', 'England']",,Northampton Town,28,1965-04-30,Retired,,,False,
Central Midfield,,,,Bobby Bowry,,222490,"['St. Kitts & Nevis', 'England']",,,22,1971-05-19,Retired,,,False,
Central Midfield,,,1987-08-06,Geoff Thomas,178,222541,['England'],,Crewe Alexandra,28,1964-05-08,Retired,,,False,
Central Midfield,,,1991-10-18,Paul Mortimer,,223447,['England'],,: Ablöse €627k,25,1968-08-05,Retired,,,False,
Central Midfield,,,1991-07-17,Stuart Massey,,237065,['England'],,Sutton United,28,1964-11-17,Retired,,,False,
Left Midfield,left,,1986-03-11,John Salako,175,13423,"['England', 'Nigeria']",,Crystal Palace Youth,24,1969-11-02,Retired,,,False,
Left Midfield,,,1990-01-07,Simon Rodger,,195606,['England'],,Bognor Regis Town,21,1971-03-10,Retired,,,False,
Centre-Forward,right,,1992-01-07,George Ndah,186,9169,"['England', 'Nigeria']",,: Ablöse -,18,1974-12-23,Retired,,,False,
Centre-Forward,right,,1992-01-09,Chris Armstrong,184,3281,['England'],,: Ablöse €1.00m,22,1971-06-19,Retired,,,False,
Centre-Forward,right,,1991-04-01,Stan Collymore,188,106811,['England'],,Stafford Rangers,22,1971-01-22,Retired,,,False,
Centre-Forward,right,,1986-11-13,Mark Bright,183,223280,['England'],,: Ablöse €94k,31,1962-06-06,Retired,,,False,
Centre-Forward,,,1992-11-09,Paul Williams,170,223316,['England'],,: Ablöse ?,27,1965-08-16,Retired,,,False,
Striker,,,,Grant Watts,183,238332,['England'],,,19,1973-05-11,Retired,,,False,
