position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,Wrist injury - Return unknown,2016-01-08,Alex McCarthy,193,95976,['England'],5000000,Crystal Palace,31,1989-03-12,Leicester City,,,False,
Goalkeeper,right,,2018-10-07,Angus Gunn,196,201574,"['Scotland', 'England']",3000000,Manchester City,25,1996-01-22,San Jose Earthquakes,,,False,
Goalkeeper,right,,2014-09-08,Fraser Forster,201,52570,['England'],3000000,: Ablöse €12.50m,33,1988-03-17,AFC Bournemouth,,,False,
Goalkeeper,right,,2020-01-07,Harry Lewis,191,341043,['England'],200000,Southampton FC U23,23,1997-12-20,Mansfield Town,,,False,
Centre-Back,right,,2017-01-07,Jan Bednarek,189,243028,['Poland'],25000000,Lech Poznan,25,1996-12-04,FC Porto,,,False,
Centre-Back,both,,2018-07-13,Jannik Vestergaard,199,99331,"['Denmark', 'Germany']",18000000,Borussia Mönchengladbach,28,1992-03-08,Without Club,,,False,
Centre-Back,left,Cruciate ligament tear - Return unknown,2020-12-08,Mohammed Salisu,188,563963,['Ghana'],10000000,: Ablöse €12.00m,22,1999-04-17,AS Monaco,,,False,
Centre-Back,right,Team captain,2013-01-07,Jack Stephens,185,163744,['England'],5000000,Southampton FC U21,27,1994-01-27,Southampton FC,,,False,
Centre-Back,left,,,Allan Tchaptchet,193,465294,"['France', 'Cameroon']",150000,,19,2001-12-21,Grenoble Foot 38,,,False,
Left-Back,left,,2015-02-02,Ryan Bertrand,179,40611,['England'],8000000,: Ablöse €13.30m,31,1989-05-08,Retired,,,False,
Left-Back,left,,2016-01-07,Sam McQueen,181,226968,['England'],800000,Southampton FC U23,26,1995-06-02,Retired,,,False,
Left-Back,left,,,Jake Vokins,180,421424,['England'],250000,,21,2000-03-17,Ebbsfleet United,,,False,
Right-Back,right,,2020-11-08,Kyle Walker-Peters,173,341051,"['England', 'Antigua and Barbuda']",18000000,: Ablöse €13.30m,24,1997-04-13,West Ham United,,,False,
Right-Back,right,,2019-01-01,Yan Valery,185,406008,"['Tunisia', 'France']",3000000,Southampton FC U23,22,1999-02-22,Sheffield Wednesday,,,False,
Right-Back,right,,,Kayne Ramsay,187,530879,['England'],250000,,20,2000-10-10,Charlton Athletic,,,False,
Defensive Midfield,right,,2020-04-10,Ibrahima Diallo,179,413032,"['France', 'Senegal']",15000000,: Ablöse €12.00m,22,1999-08-03,Al-Khor SC,,,False,
Defensive Midfield,right,,2017-08-08,Mario Lemina,184,170934,"['Gabon', 'France']",10000000,: Ablöse €17.25m,27,1993-01-09,Galatasaray,,,False,
Defensive Midfield,right,,2025-06-11,Oriol Romeu,183,66100,['Spain'],6000000,Without Club,29,1991-09-24,Avispa Fukuoka,,,False,
