position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2002-08-08,Marcus Hahnemann,187,4140,"['United States', 'Germany']",3000000,Fulham FC,36,1972-06-15,Retired,,,False,
Goalkeeper,right,,2005-01-07,Adam Federici,188,4233,"['Australia', 'Italy']",450000,FFA Centre of Excellence (- 2017),23,1985-01-31,Retired,,,False,
Goalkeeper,right,,2006-01-08,Graham Stack,188,3559,"['Ireland', 'England']",350000,: Ablöse free transfer,26,1981-09-26,Retired,,,False,
Goalkeeper,right,,2007-01-26,Mikkel Andersen,196,42694,['Denmark'],200000,Akademisk Boldklub,19,1988-12-17,Herlev IF,,,False,
Goalkeeper,right,,2005-01-07,Ben Hamer,193,67283,['England'],,Reading FC U18,20,1987-11-20,Without Club,,,False,
Centre-Back,left,,2003-01-10,Ívar Ingimarsson,188,7434,['Iceland'],3000000,Wolverhampton Wanderers,30,1977-08-20,Retired,,,False,
Centre-Back,both,,2007-01-31,Michael Duberry,185,3633,"['England', 'Montserrat']",1750000,: Ablöse €1.20m,32,1975-10-14,Retired,,,False,
Centre-Back,right,,2007-01-07,Kalifa Cissé,188,22445,"['Mali', 'France']",1500000,Boavista FC,24,1984-09-01,Retired,,,False,
Centre-Back,right,,2004-01-07,Ibrahima Sonko,192,36813,"['Senegal', 'France']",1500000,: Ablöse free transfer,27,1981-01-22,Retired,,,False,
Centre-Back,right,,2007-01-07,André Bikey,183,14270,"['Cameroon', 'Spain']",1250000,: Ablöse €1.50m,23,1985-08-01,Retired,,,False,
Centre-Back,right,,2006-01-07,Sam Sodje,183,41897,"['Nigeria', 'England']",725000,: Ablöse €350k,29,1979-05-25,Retired,,,False,
Centre-Back,right,,2007-01-30,Alan Bennett,187,34616,['Ireland'],300000,Cork City FC,26,1981-04-10,Retired,,,False,
Centre-Back,right,,2006-08-30,Péter Máté,195,35008,['Hungary'],300000,: Ablöse €575k,23,1984-02-12,Retired,,,False,
Centre-Back,right,,2006-05-01,Aaron Brown,196,20953,['England'],200000,Tamworth FC,25,1983-06-23,Nuneaton Town,,,False,
Centre-Back,right,,2006-01-07,Alex Pearce,188,47768,"['Ireland', 'Scotland']",100000,Reading FC U18,19,1988-09-11,Without Club,,,False,
Left-Back,left,,2012-10-07,Nicky Shorey,175,13426,['England'],6500000,West Bromwich Albion,27,1981-02-19,Retired,,,False,
Left-Back,left,,2006-01-01,Scott Golbourne,174,37457,['England'],200000,: Ablöse €100k,20,1988-02-29,Retired,,,False,
Right-Back,right,,1998-06-07,Graeme Murty,178,13418,"['Scotland', 'England']",1750000,York City,33,1974-11-13,Retired,,,False,
Right-Back,right,,2007-01-08,Liam Rosenior,178,15166,"['England', 'Sierra Leone']",1750000,Fulham FC,23,1984-09-07,Retired,,,False,
Right-Back,right,,2006-01-07,Ulises de la Cruz,180,3842,"['Ecuador', 'England']",1500000,: Ablöse free transfer,34,1974-08-02,Retired,,,False,
Right-Back,right,,,Curtis Osano,180,48449,['Kenya'],100000,,21,1987-08-03,FC Godalming Town,,,False,
Right-Back,right,,2007-01-07,Adam Bygrave,188,66920,['England'],,Reading FC U18,19,1989-02-24,Retired,,,False,
Defensive Midfield,right,,2005-01-07,Brynjar Gunnarsson,185,9885,['Iceland'],2000000,Watford FC,32,1975-10-16,Retired,,,False,
Defensive Midfield,right,,2006-01-01,John Halls,182,3556,['England'],300000,: Ablöse €375k,26,1982-02-14,Retired,,,False,
Central Midfield,right,,2001-02-28,James Harper,178,13410,"['England', 'Ghana']",3000000,Arsenal FC Reserves,27,1980-09-11,Retired,,,False,
Central Midfield,both,,2007-02-08,Emerse Faé,175,12392,"[""Cote d'Ivoire"", 'France']",2750000,: Ablöse €3.50m,24,1984-01-24,Retired,,,False,
Central Midfield,right,,2008-01-01,Marek Matejovsky,181,26906,['Czech Republic'],2000000,FK Mlada Boleslav,26,1981-12-20,FK Slavoj Stara Boleslav,,,False,
Central Midfield,right,,2005-01-07,John Oster,175,13918,"['Wales', 'England']",750000,: Ablöse free transfer,29,1978-08-12,Retired,,,False,
