position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1997-07-14,Shay Given,185,3146,['Ireland'],8250000,Blackburn Rovers,32,1976-04-20,Retired,,,False,
Goalkeeper,right,,1993-01-07,Steve Harper,188,3562,['England'],1500000,Seaham Red Star,33,1975-03-14,Retired,,,False,
Goalkeeper,left,,2008-01-07,Tim Krul,193,33027,['Netherlands'],900000,Newcastle United Reserves,20,1988-03-04,Retired,,,False,
Goalkeeper,right,,2007-01-07,Fraser Forster,201,52570,['England'],400000,Newcastle United U18,20,1988-03-17,AFC Bournemouth,,,False,
Centre-Back,right,,2003-01-07,Steven Taylor,186,17273,['England'],5250000,Newcastle United U18,22,1986-01-23,Retired,,,False,
Centre-Back,right,,2007-01-07,David Rozehnal,191,9659,['Czech Republic'],4000000,: Ablöse €4.30m,27,1980-05-07,TJ Sokol Kozusany,,,False,
Centre-Back,right,,2007-08-31,Abdoulaye Faye,187,6107,"['Senegal', 'France']",3500000,: Ablöse €2.80m,30,1978-02-26,Retired,,,False,
Centre-Back,right,,2007-01-08,Cláudio Caçapa,180,5340,"['Brazil', 'France']",2000000,: Ablöse free transfer,32,1976-05-29,Retired,,,False,
Centre-Back,right,,2008-01-03,Lamine Diatta,184,3907,"['Senegal', 'France']",1000000,Without Club,32,1975-02-07,Retired,,,False,
Centre-Back,right,,2005-01-01,Peter Ramage,185,28801,"['England', 'Scotland']",1000000,Newcastle United Reserves,24,1983-11-22,Retired,,,False,
Centre-Back,both,,2006-01-07,David Edgar,191,44910,"['Canada', 'England']",500000,Newcastle United U18,21,1987-05-19,Retired,,,False,
Left-Back,left,,2007-01-08,José Enrique,184,35571,['Spain'],5000000,: Ablöse €8.70m,22,1986-01-23,Retired,,,False,
Right-Back,right,,2007-08-31,Habib Beye,182,3923,"['Senegal', 'France']",5250000,: Ablöse €2.80m,30,1977-10-19,Retired,,,False,
Right-Back,right,,2004-01-08,Stephen Carr,175,4046,['Ireland'],2500000,: Ablöse €3.00m,31,1976-08-29,Retired,,,False,
Defensive Midfield,right,,2004-07-29,Nicky Butt,178,3543,['England'],3750000,Manchester United,33,1975-01-21,Retired,,,False,
Central Midfield,right,,2004-02-07,James Milner,175,3333,['England'],8750000,Leeds United,22,1986-04-01,Retired,,,False,
Central Midfield,left,,2005-01-07,Emre Belözoğlu,170,5782,['Türkiye'],7500000,: Ablöse €5.00m,27,1980-07-09,Retired,,,False,
Central Midfield,right,,2007-01-07,Joey Barton,180,3292,['England'],7500000,: Ablöse €8.60m,25,1982-02-09,Retired,,,False,
Central Midfield,right,,2007-03-08,Alan Smith,178,3768,['England'],7000000,Manchester United,27,1980-10-28,Retired,,,False,
Right Midfield,left,,2006-07-26,Damien Duff,178,3259,['Ireland'],7000000,: Ablöse €7.00m,29,1979-02-03,Retired,,,False,
Right Midfield,right,,2007-01-07,Njitap Geremi,180,3374,['Cameroon'],4500000,: Ablöse free transfer,29,1978-12-20,Retired,,,False,
Attacking Midfield,left,,2007-01-07,James Troisi,176,52585,"['Australia', 'Italy']",200000,Newcastle United U18,19,1988-03-07,Retired,,,False,
Left Winger,right,,2009-01-01,Kazenga LuaLua,180,52576,"['DR Congo', 'England']",400000,Newcastle United U18,17,1990-10-12,Rimal Al-Sahra SC,,,False,
Right Winger,left,heart problems - Return unknown,2004-03-08,Charles N'Zogbia,171,22165,"['France', 'DR Congo']",7000000,: Ablöse €1.00m,22,1986-05-28,Retired,,,False,
Centre-Forward,N/A,,2006-08-24,Obafemi Martins,,5794,"['Nigeria', 'Italy']",14500000,: Ablöse €16.00m,23,1984-10-28,Retired,,,False,
Centre-Forward,both,,2005-08-31,Michael Owen,173,1397,['England'],12000000,Real Madrid,28,1979-12-14,Retired,,,False,
Centre-Forward,both,,2008-01-07,Mark Viduka,188,3242,"['Australia', 'Croatia']",4500000,: Ablöse free transfer,32,1975-09-10,Retired,,,False,
Centre-Forward,right,,2000-01-07,Shola Ameobi,191,3276,"['Nigeria', 'England']",3500000,Newcastle United U18,26,1981-12-10,Retired,,,False,
Centre-Forward,left,,2019-08-08,Andy Carroll,194,48066,['England'],400000,West Ham United,19,1989-06-01,Dagenham & Redbridge FC,,,False,
