position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2016-01-19,Costel Pantilimon,203,47659,['Romania'],4500000,Sunderland AFC,29,1987-01-02,Retired,,,False,
Goalkeeper,left,,2015-01-07,Giedrius Arlauskis,191,69001,['Lithuania'],1500000,Steaua Bucharest,28,1987-01-12,Retired,,,False,
Goalkeeper,right,,2014-01-07,Heurelho Gomes,191,19059,['Brazil'],1000000,: Ablöse free transfer,35,1981-02-15,Retired,,,False,
Goalkeeper,,,2014-08-25,Rene Gilmartin,197,66518,['Ireland'],250000,St. Patrick's Athletic,29,1987-05-31,Retired,,,False,
Goalkeeper,left,,2015-12-23,Luke Simpson,190,223790,['England'],,Without Club,21,1994-09-23,Retired,,,False,
Centre-Back,left,,2015-08-14,Nathan Aké,180,177476,"['Netherlands', ""Cote d'Ivoire""]",4500000,: Ablöse ?,21,1995-02-18,Fenerbahce,,,False,
Centre-Back,right,,2015-01-07,Sebastian Prödl,194,37981,['Austria'],4000000,SV Werder Bremen,29,1987-06-21,Retired,,,False,
Centre-Back,right,,2014-01-07,Craig Cathcart,189,59606,['Northern Ireland'],4000000,Blackpool FC,27,1989-06-02,Retired,,,False,
Centre-Back,left,,2015-07-22,Miguel Britos,189,76799,['Uruguay'],3500000,: Ablöse free transfer,30,1985-07-17,Retired,,,False,
Centre-Back,right,,2013-07-19,Gabriele Angella,193,86793,['Italy'],2000000,Udinese Calcio,27,1989-04-28,Without Club,,,False,
Centre-Back,left,,2014-01-07,Essaïd Belkalem,190,162395,['Algeria'],1500000,Granada CF,27,1989-01-01,Retired,,,False,
Centre-Back,right,,2013-07-24,Joel Ekstrand,188,69912,['Sweden'],1000000,Udinese Calcio,27,1989-04-02,Retired,,,False,
Centre-Back,right,,2012-01-07,Tommie Hoban,188,183161,"['Ireland', 'England']",1000000,Watford FC U18,22,1994-01-24,Retired,,,False,
Left-Back,N/A,,2015-02-07,Jose Cholevas,,41112,"['Greece', 'Germany']",2000000,: Ablöse €2.50m,32,1984-06-27,Retired,,,False,
Left-Back,left,,2013-07-19,Daniel Pudil,184,35583,['Czech Republic'],1500000,: Ablöse free transfer,30,1985-09-27,Hallam FC,,,False,
Right-Back,right,,2015-09-01,Miguel Layún,180,58576,"['Mexico', 'Spain']",7000000,Granada CF,28,1988-06-25,Retired,,,False,
Right-Back,right,,2015-07-14,Allan Nyom,189,111508,"['Cameroon', 'France']",4000000,Udinese Calcio,28,1988-10-05,Without Club,,,False,
Defensive Midfield,right,,2015-06-07,Étienne Capoue,189,63494,"['France', 'Guadeloupe']",9000000,: Ablöse €8.90m,27,1988-11-07,Retired,,,False,
Defensive Midfield,right,,2016-01-30,Mario Suárez,189,37337,['Spain'],8000000,: Ablöse €5.30m,29,1987-02-24,Retired,,,False,
Defensive Midfield,right,unknown injury - Return unknown,2014-07-16,Juan Carlos Paredes,178,100507,['Ecuador'],2000000,Granada CF,28,1987-08-07,Santa Fe SC,,,False,
Defensive Midfield,right,,2015-01-09,Adlène Guédioura,178,74768,"['Algeria', 'France']",1000000,Crystal Palace,30,1985-12-11,Retired,,,False,
Central Midfield,right,,2013-07-19,Almen Abdi,181,9966,"['Switzerland', 'Kosovo']",3500000,Udinese Calcio,29,1986-10-21,Retired,,,False,
Central Midfield,N/A,,2015-11-07,Valon Behrami,,21905,"['Switzerland', 'Kosovo']",2500000,: Ablöse €3.50m,31,1985-04-19,Retired,,,False,
Central Midfield,right,,2015-01-23,Ben Watson,178,14081,['England'],1500000,Wigan Athletic,30,1985-09-07,Retired,,,False,
Central Midfield,right,,2012-01-01,Sean Murray,176,148907,"['Ireland', 'England']",750000,Watford FC U18,22,1993-11-10,Ballymena United FC,,,False,
Central Midfield,right,,2012-01-07,Connor Smith,181,177771,['Ireland'],250000,Watford FC U18,23,1993-02-18,Retired,,,False,
Left Midfield,both,,2013-07-22,Ikechi Anya,166,107427,"['Scotland', 'Nigeria']",3000000,: Ablöse ?,28,1988-03-01,Retired,,,False,
Left Midfield,left,,2014-01-07,Lloyd Dyer,173,3668,"['England', 'Montserrat']",500000,Leicester City,33,1982-09-13,Retired,,,False,
Attacking Midfield,N/A,,2015-07-22,José Manuel Jurado,,28261,['Spain'],7000000,: Ablöse €8.60m,30,1986-06-29,Retired,,,False,
Attacking Midfield,left,,2015-08-17,Alessandro Diamanti,180,23197,"['Italy', 'Australia']",1500000,Guangzhou Evergrande Taobao,33,1983-02-05,Retired,,,False,
Right Winger,right,,2016-01-18,Nordin Amrabat,178,55619,"['Morocco', 'Netherlands']",5000000,Málaga CF,29,1987-03-31,Without Club,,,False,
Right Winger,left,,2015-07-27,Steven Berghuis,182,129554,['Netherlands'],4000000,AZ Alkmaar,24,1991-12-19,Ajax Amsterdam,,,False,
Second Striker,right,,2015-01-09,Víctor Ibarbo,188,92141,['Colombia'],8000000,: Ablöse €2.00m,26,1990-05-19,Retired,,,False,
Second Striker,right,,2013-01-14,Fernando Forestieri,172,44948,"['Italy', 'Argentina']",3500000,Udinese Calcio,26,1990-01-15,Without Club,,,False,
Centre-Forward,right,,2014-10-24,Odion Ighalo,181,62121,"['Nigeria', 'Italy']",12000000,: Ablöse €8.00m,27,1989-06-16,Without Club,,,False,
Centre-Forward,right,,2012-09-22,Troy Deeney,184,65477,"['England', 'Jamaica']",9000000,,28,1988-06-29,Retired,,,False,
Centre-Forward,right,,2015-01-09,Obbi Oulare,196,314959,"['Belgium', 'Guinea']",6000000,: Ablöse €7.50m,20,1996-08-01,KSK Heist,,,False,
Centre-Forward,right,,2015-01-07,Matej Vydra,180,101500,['Czech Republic'],5500000,Udinese Calcio,24,1992-01-05,FC Viktoria Plzen,,,False,
Centre-Forward,right,,2013-01-07,Uche Ikpeazu,190,245765,"['Uganda', 'England']",250000,Reading FC U18,21,1995-02-28,Without Club,,,False,
