position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,both,,2023-01-07,Mark Flekken,195,125714,['Netherlands'],10000000,SC Freiburg,32,1993-06-13,Bayer 04 Leverkusen,,,False,
Goalkeeper,right,,2024-01-26,Hákon Valdimarsson,195,488935,['Iceland'],2500000,IF Elfsborg,23,2001-10-13,Brentford FC,,,False,
Goalkeeper,right,,2022-01-07,Matthew Cox,183,741236,['England'],800000,Brentford FC B,22,2003-02-05,Brentford FC,,,False,
Goalkeeper,left,,2024-01-07,Ben Winterbottom,188,505046,['England'],,Brentford FC B,23,2001-07-16,Barrow AFC,,,False,
Goalkeeper,right,,2025-04-07,Julian Eyestone,200,1008553,['United States'],,Brentford FC B,19,2006-04-21,Brentford FC,,,False,
Centre-Back,right,Team captain,2023-04-07,Nathan Collins,193,469050,['Ireland'],28000000,Wolverhampton Wanderers,24,2001-04-30,Brentford FC,,,False,
Centre-Back,right,,2024-08-22,Sepp van den Berg,192,541231,['Netherlands'],22000000,Liverpool FC,23,2001-12-20,Brentford FC,,,False,
Centre-Back,right,,2021-07-21,Kristoffer Ajer,198,328658,['Norway'],18000000,: Ablöse €15.70m,27,1998-04-17,Brentford FC,,,False,
Centre-Back,left,,2019-02-07,Ethan Pinnock,194,442248,"['Jamaica', 'England']",7000000,Barnsley FC,32,1993-05-29,Brentford FC,,,False,
Centre-Back,left,,2022-07-22,Ben Mee,180,74810,['England'],700000,: Ablöse free transfer,35,1989-09-21,Retired,,,False,
Centre-Back,both,,2024-01-07,Ji-soo Kim,192,709767,"['Korea, South']",600000,Brentford FC B,20,2004-12-24,Brentford FC,,,False,
Centre-Back,right,Knee injury - Return unknown,2026-10-07,Benjamin Fredrick,187,1071138,['Nigeria'],150000,Brentford FC B,20,2005-05-28,Brentford FC,,,False,
Centre-Back,right,,2025-04-07,Benjamin Arthur,192,1144158,['England'],,Brentford FC B,19,2005-09-10,Brentford FC,,,False,
Left-Back,left,,2016-08-31,Rico Henry,170,339556,"['Jamaica', 'England']",15000000,Walsall FC,27,1997-08-07,Brentford FC,,,False,
Left-Back,left,,2024-08-30,Jayden Meghoma,176,954104,"['England', 'Nigeria']",500000,Southampton FC U21,19,2006-06-28,Brentford FC,,,False,
Right-Back,right,,2025-01-07,Michael Kayode,179,823486,"['Italy', 'Nigeria']",18000000,ACF Fiorentina,20,2004-10-07,Brentford FC,,,False,
Right-Back,both,,2022-09-07,Aaron Hickey,185,591949,['Scotland'],10000000,Bologna FC 1909,23,2002-10-06,Brentford FC,,,False,
Defensive Midfield,left,,2020-03-10,Vitaly Janelt,184,270171,"['Germany', 'Bosnia-Herzegovina']",20000000,VfL Bochum,27,1998-10-05,Brentford FC,,,False,
Defensive Midfield,right,,2019-01-07,Christian Nørgaard,187,148367,['Denmark'],11000000,: Ablöse €3.50m,31,1994-10-03,Arsenal FC,,,False,
Defensive Midfield,right,,2024-11-01,Yunus Konak,181,1141628,['Türkiye'],4500000,Sivasspor,19,2006-10-01,Brentford FC,,,False,
Central Midfield,right,unknown injury - Return unknown,2023-01-07,Yegor Yarmolyuk,180,717411,['Ukraine'],15000000,Brentford FC B,21,2004-01-03,Brentford FC,,,False,
Central Midfield,right,,2019-10-07,Mathias Jensen,180,319859,['Denmark'],14000000,Celta de Vigo,29,1996-01-01,Brentford FC,,,False,
Central Midfield,left,,2025-10-23,Josh Dasilva,184,340321,"['England', 'Angola']",5000000,Without Club,26,1998-10-23,Brentford FC,,,False,
Central Midfield,right,,2022-01-07,Paris Maghoma,184,470596,"['England', 'DR Congo']",800000,Brentford FC B,24,2001-08-05,Norwich City,,,False,
Central Midfield,right,,2023-01-07,Ryan Trevitt,170,874538,['England'],275000,Brentford FC B,22,2003-12-03,Wigan Athletic,,,False,
Left Midfield,right,,2022-12-07,Keane Lewis-Potter,170,644401,['England'],23000000,Hull City,24,2001-02-22,Brentford FC,,,False,
Attacking Midfield,right,,2022-10-08,Mikkel Damsgaard,180,540941,['Denmark'],28000000,UC Sampdoria,24,2000-03-07,Brentford FC,,,False,
Attacking Midfield,right,Cruciate ligament tear - Return expected on 01/09/2026,2024-12-08,Fábio Carvalho,170,559263,['Portugal'],14000000,Liverpool FC,22,2002-08-30,Brentford FC,,,False,
Attacking Midfield,right,,2021-07-23,Myles Peart-Harris,187,587002,"['Jamaica', 'England']",900000,Chelsea FC U23,22,2002-09-18,Middlesbrough FC,,,False,
Left Winger,right,,2023-01-07,Kevin Schade,185,473050,"['Germany', 'Nigeria']",30000000,SC Freiburg,23,2001-11-27,Brentford FC,,,False,
Left Winger,right,,2024-08-28,Gustavo Nunes,173,1086375,['Brazil'],10000000,Grêmio Foot-Ball Porto Alegrense,19,2005-11-20,Brentford FC,,,False,
Right Winger,left,,2019-05-08,Bryan Mbeumo,171,413039,"['Cameroon', 'France']",55000000,ESTAC Troyes,25,1999-07-08,Manchester United,,,False,
Centre-Forward,right,,2021-10-08,Yoane Wissa,176,388165,"['DR Congo', 'France']",32000000,FC Lorient,28,1996-03-09,Newcastle United,,,False,
Centre-Forward,right,,2024-01-07,Igor Thiago,190,739443,"['Brazil', 'Bulgaria']",18000000,: Ablöse €33.00m,24,2001-06-26,Brentford FC,,,False,
