position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2022-01-07,Alphonse Areola,195,120629,"['France', 'Philippines']",9000000,: Ablöse €9.30m,32,1993-02-27,West Ham United,,,False,
Goalkeeper,left,Ankle injury - Return unknown,2024-01-07,Wes Foderingham,185,61697,['England'],600000,Sheffield United,34,1991-01-14,Aris Limassol,,,False,
Goalkeeper,right,Back injury - Return unknown,2025-10-09,Lukasz Fabianski,190,29692,['Poland'],500000,Without Club,40,1985-04-18,Without Club,,,False,
Centre-Back,right,,2025-01-07,Jean-Clair Todibo,190,605184,"['France', 'French Guiana']",25000000,OGC Nice,25,1999-12-30,West Ham United,,,False,
Centre-Back,left,,2024-06-07,Maximilian Kilman,194,525247,"['England', 'Ukraine']",25000000,Wolverhampton Wanderers,28,1997-05-23,West Ham United,,,False,
Centre-Back,right,,2023-08-22,Konstantinos Mavropanos,194,415912,['Greece'],17000000,VfB Stuttgart,27,1997-11-12,West Ham United,,,False,
Centre-Back,right,,2025-01-07,Kaelan Casey,185,845321,['England'],1000000,West Ham United U21,20,2004-10-28,West Ham United,,,False,
Centre-Back,left,,2026-01-07,Ezra Mayers,183,1107726,"['England', 'Germany']",,West Ham United U21,18,2007-01-16,West Ham United,,,False,
Left-Back,left,,2022-08-23,Emerson,176,181778,"['Italy', 'Brazil']",10000000,: Ablöse €15.40m,30,1994-03-08,Olympique Marseille,,,False,
Left-Back,left,,2025-01-01,Oliver Scarles,180,922563,['England'],8000000,West Ham United U21,19,2005-12-12,West Ham United,,,False,
Left-Back,left,,2014-03-07,Aaron Cresswell,170,92571,['England'],500000,Ipswich Town,35,1989-12-15,Stoke City,,,False,
Right-Back,right,,2024-08-13,Aaron Wan-Bissaka,183,477758,"['DR Congo', 'England']",24000000,Manchester United,27,1997-11-26,West Ham United,,,False,
Right-Back,right,,2020-02-10,Vladimír Coufal,175,157672,['Czech Republic'],5000000,: Ablöse €6.00m,32,1992-08-22,TSG 1899 Hoffenheim,,,False,
Defensive Midfield,right,,2023-10-08,Edson Álvarez,190,401356,['Mexico'],25000000,: Ablöse €38.00m,27,1997-10-24,West Ham United,,,False,
Defensive Midfield,right,Ankle injury - Return unknown,2020-07-27,Tomáš Souček,192,283628,['Czech Republic'],18000000,: Ablöse €16.20m,30,1995-02-27,West Ham United,,,False,
Defensive Midfield,right,,2024-06-08,Guido Rodríguez,185,342385,"['Argentina', 'Italy']",10000000,Real Betis Balompié,31,1994-12-04,Valencia CF,,,False,
Central Midfield,right,,2024-08-30,Carlos Soler,180,372246,['Spain'],18000000,Paris Saint-Germain,28,1997-02-01,Real Sociedad,,,False,
Central Midfield,right,,2023-08-14,James Ward-Prowse,177,181579,['England'],8000000,Southampton FC,30,1994-01-11,West Ham United,,,False,
Central Midfield,left,,2023-08-31,Andrew Irving,190,430310,['Scotland'],4000000,SK Austria Klagenfurt,25,2000-05-13,AC Sparta Prague,,,False,
Attacking Midfield,left,Hamstring injury - Return unknown,2022-08-29,Lucas Paquetá,183,444523,"['Brazil', 'Portugal']",28000000,Olympique Lyon,27,1997-08-27,CR Flamengo,,,False,
Left Winger,right,,2024-03-08,Crysencio Summerville,172,474701,"['Netherlands', 'Suriname']",22000000,Leeds United,23,2001-10-30,West Ham United,,,False,
Right Winger,left,,2023-08-27,Mohammed Kudus,177,543499,['Ghana'],45000000,: Ablöse €43.00m,24,2000-02-08,Tottenham Hotspur,,,False,
Right Winger,left,Team captain,2020-01-31,Jarrod Bowen,176,314875,['England'],40000000,Hull City,28,1996-12-20,West Ham United,,,False,
Right Winger,left,,2024-01-07,Luís Guilherme,175,991800,['Brazil'],15000000,Sociedade Esportiva Palmeiras,19,2006-09-02,Sporting CP,,,False,
Centre-Forward,right,,2025-03-02,Evan Ferguson,188,648046,"['Ireland', 'England']",25000000,Brighton & Hove Albion,20,2004-10-19,Brighton & Hove Albion,,,False,
Centre-Forward,right,,2024-05-08,Niclas Füllkrug,189,75489,['Germany'],10000000,Borussia Dortmund,32,1993-09-02,West Ham United,,,False,
Centre-Forward,right,,2023-01-20,Danny Ings,177,134294,['England'],6000000,: Ablöse €12.00m,32,1992-07-23,Without Club,,,False,
Centre-Forward,right,,2015-01-09,Michail Antonio,180,104124,"['Jamaica', 'England']",700000,: Ablöse €9.50m,35,1990-03-28,Without Club,,,False,
