position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2022-02-08,Bernd Leno,190,72476,['Germany'],10000000,Arsenal FC,33,1992-04-03,Fulham FC,,,False,
Goalkeeper,right,,2023-08-30,Steven Benda,192,381469,['Germany'],1000000,Swansea City,26,1998-01-10,Without Club,,,False,
Centre-Back,right,Red card suspension – Premier League – until 24/08/2026,2024-08-23,Joachim Andersen,192,260827,['Denmark'],27000000,Crystal Palace,29,1996-05-31,Fulham FC,,,False,
Centre-Back,left,,2023-07-28,Calvin Bassey,185,461883,"['Nigeria', 'England']",25000000,: Ablöse €22.50m,25,1999-12-31,Fulham FC,,,False,
Centre-Back,right,,2022-10-08,Issa Diop,194,272622,"['Morocco', 'France']",14000000,West Ham United,28,1997-09-01,Ipswich Town,,,False,
Centre-Back,left,,2024-03-08,Jorge Cuenca,190,494880,['Spain'],5000000,Villarreal CF,25,1999-11-17,Fulham FC,,,False,
Left-Back,left,,2020-08-20,Antonee Robinson,183,349701,"['United States', 'England']",35000000,Wigan Athletic,27,1997-08-08,Fulham FC,,,False,
Left-Back,left,,2024-07-26,Ryan Sessegnon,178,392775,['England'],15000000,Tottenham Hotspur,25,2000-05-18,Fulham FC,,,False,
Right-Back,right,,2020-10-09,Kenny Tete,180,206746,"['Netherlands', 'Mozambique']",13000000,: Ablöse €3.20m,29,1995-09-10,Fulham FC,,,False,
Right-Back,right,,2023-08-29,Timothy Castagne,185,262226,['Belgium'],13000000,Leicester City,29,1995-05-12,Fulham FC,,,False,
Defensive Midfield,right,,2024-08-22,Sander Berge,195,333014,['Norway'],25000000,Burnley FC,27,1998-02-14,Fulham FC,,,False,
Central Midfield,right,,2022-11-07,Andreas Pereira,178,203394,"['Brazil', 'Belgium']",18000000,Manchester United,29,1996-01-01,Sociedade Esportiva Palmeiras,,,False,
Central Midfield,right,,2023-01-31,Saša Lukić,182,245056,['Serbia'],14000000,Torino FC,28,1996-08-13,Fulham FC,,,False,
Central Midfield,right,,2020-08-30,Harrison Reed,181,226973,['England'],6000000,Southampton FC,30,1995-01-27,Fulham FC,,,False,
Central Midfield,left,Team captain,2015-01-07,Tom Cairney,185,123275,"['Scotland', 'England']",1500000,Blackburn Rovers,34,1991-01-20,Fulham FC,,,False,
Attacking Midfield,right,,2024-02-08,Emile Smith Rowe,182,392765,['England'],30000000,Arsenal FC,24,2000-07-28,Fulham FC,,,False,
Attacking Midfield,right,,2024-01-07,Josh King,173,1011131,['England'],1000000,Fulham FC U18,18,2007-03-01,Fulham FC,,,False,
Left Winger,right,,2023-01-09,Alex Iwobi,183,242631,"['Nigeria', 'England']",28000000,Everton FC,29,1996-03-05,Fulham FC,,,False,
Left Winger,right,,2024-08-30,Reiss Nelson,175,340325,"['England', 'Jamaica']",16000000,Arsenal FC,25,1999-10-12,Arsenal FC,,,False,
Left Winger,right,,2025-06-02,Willian,175,52769,['Brazil'],750000,Without Club,36,1988-09-08,Grêmio Foot-Ball Porto Alegrense,,,False,
Left Winger,right,,2025-01-01,Martial Godo,177,992686,"[""Cote d'Ivoire"", 'England']",600000,Fulham FC U21,22,2003-03-14,RC Strasbourg Alsace,,,False,
Right Winger,left,,2021-07-24,Harry Wilson,173,279455,"['Wales', 'England']",15000000,: Ablöse €14.00m,28,1997-03-22,Leeds United,,,False,
Right Winger,right,,2023-12-08,Adama Traoré,178,204103,"['Spain', 'Mali']",9000000,Wolverhampton Wanderers,29,1996-01-25,Without Club,,,False,
Centre-Forward,right,,2021-08-20,Rodrigo Muniz,186,735571,['Brazil'],20000000,CR Flamengo,24,2001-04-05,Fulham FC,,,False,
Centre-Forward,right,,2023-07-25,Raúl Jiménez,188,206040,['Mexico'],5000000,Wolverhampton Wanderers,34,1991-05-05,Wolverhampton Wanderers,,,False,
Centre-Forward,left,Red card suspension – Copa Sudamericana – until 28/07/2026,2022-01-09,Carlos Vinícius,190,525287,['Brazil'],3500000,SL Benfica,30,1995-03-25,Grêmio Foot-Ball Porto Alegrense,,,False,
