position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,left,,2012-08-31,Hugo Lloris,188,17965,['France'],16000000,: Ablöse €12.60m,27,1986-12-26,Los Angeles FC,,,False,
Goalkeeper,right,,2008-01-07,Heurelho Gomes,191,19059,['Brazil'],1000000,: Ablöse €9.00m,33,1981-02-15,Retired,,,False,
Goalkeeper,right,,2011-01-07,Brad Friedel,191,3476,"['United States', 'England']",1000000,: Ablöse free transfer,43,1971-05-18,Retired,,,False,
Centre-Back,left,,2012-12-07,Jan Vertonghen,189,43250,['Belgium'],22000000,: Ablöse €12.50m,27,1987-04-24,Retired,,,False,
Centre-Back,right,,2010-01-01,Younès Kaboul,192,27114,"['France', 'Morocco']",8000000,: Ablöse €5.90m,28,1986-04-01,Retired,,,False,
Centre-Back,right,,2005-01-31,Michael Dawson,189,9988,['England'],8000000,: Ablöse €7.00m,30,1983-11-18,Retired,,,False,
Centre-Back,right,,,Milos Veljkovic,188,202228,"['Serbia', 'Switzerland']",,,18,1995-09-26,Red Star Belgrade,,,False,
Left-Back,left,,2007-07-25,Danny Rose,173,50174,"['England', 'Jamaica']",6000000,Leeds United U18,23,1990-02-07,Retired,,,False,
Left-Back,left,,2013-03-01,Zeki Fryers,185,141655,['England'],2500000,: Ablöse €3.50m,21,1992-09-09,Retired,,,False,
Right-Back,right,,2009-07-22,Kyle Walker,183,95424,['England'],19000000,Sheffield United,24,1990-05-28,Burnley FC,,,False,
Right-Back,right,,2009-01-07,Kyle Naughton,181,66219,"['England', 'Ireland']",4000000,Sheffield United,25,1988-11-17,Without Club,,,False,
Right-Back,right,Calf injury - Return unknown,2010-01-07,Ryan Fredericks,181,140191,"['England', 'Scotland']",,: Ablöse -,21,1992-10-10,Retired,,,False,
Defensive Midfield,right,Muscle tear - Return unknown,2013-08-30,Vlad Chiricheș,184,123261,['Romania'],11000000,: Ablöse €9.50m,24,1989-11-14,Without Club,,,False,
Defensive Midfield,right,,2013-08-15,Étienne Capoue,189,63494,"['France', 'Guadeloupe']",9000000,: Ablöse €11.00m,25,1988-11-07,Retired,,,False,
Defensive Midfield,left,,2014-01-01,Nabil Bentaleb,189,245537,"['Algeria', 'France']",500000,: Ablöse -,19,1994-11-24,Without Club,,,False,
Central Midfield,left,,2012-08-29,Mousa Dembélé,185,19368,"['Belgium', 'Mali']",20000000,Fulham FC,26,1987-07-16,Retired,,,False,
Central Midfield,right,,2013-01-07,Paulinho,183,57229,['Brazil'],16000000,Sport Club Corinthians Paulista,25,1988-07-25,Retired,,,False,
Central Midfield,right,,2010-08-18,Sandro,188,74590,"['Brazil', 'Portugal']",14000000,Sport Club Internacional,25,1989-03-15,Retired,,,False,
Central Midfield,left,,2013-01-28,Lewis Holtby,176,55508,"['Germany', 'England']",7500000,FC Schalke 04,23,1990-09-18,Retired,,,False,
Central Midfield,left,,2010-01-07,Tom Carroll,177,121279,['England'],2000000,: Ablöse -,22,1992-05-28,Without Club,,,False,
Central Midfield,,,,Laste Dombaxe,171,223027,"['England', 'Angola']",,,19,1995-05-15,FC Romania,,,False,
Central Midfield,right,,2015-01-07,Josh Onomah,185,243589,"['England', 'Nigeria']",,: Ablöse -,17,1997-04-27,Without Club,,,False,
Attacking Midfield,right,heart problems - Return unknown,2013-08-30,Christian Eriksen,182,69633,['Denmark'],18000000,: Ablöse €14.15m,22,1992-02-14,VfL Wolfsburg,,,False,
Attacking Midfield,right,,2012-04-07,Gylfi Sigurdsson,186,90466,['Iceland'],8000000,: Ablöse €10.00m,24,1989-08-09,Víkingur Reykjavík,,,False,
Attacking Midfield,right,,2011-01-07,Alex Pritchard,168,200777,['England'],150000,: Ablöse -,21,1993-03-05,Without Club,,,False,
Left Winger,right,,2013-07-26,Nacer Chadli,187,59631,"['Belgium', 'Morocco']",8000000,FC Twente Enschede,24,1989-02-08,Retired,,,False,
Right Winger,left,,2013-08-30,Erik Lamela,184,111630,"['Argentina', 'Spain']",24000000,: Ablöse €30.00m,22,1992-04-03,Retired,,,False,
Right Winger,right,,2005-01-07,Aaron Lennon,165,14221,"['England', 'Ireland']",15000000,Leeds United,27,1987-04-16,Retired,,,False,
Right Winger,left,,2011-01-07,Andros Townsend,181,61842,['England'],7000000,: Ablöse -,22,1991-07-16,Without Club,,,False,
Right Winger,left,,2012-01-16,Iago Falque,174,59340,['Spain'],1800000,: Ablöse €1.00m,24,1990-04-01,Retired,,,False,
Right Winger,right,,,Kenny McEvoy,176,183168,['Ireland'],,,19,1994-04-09,Retired,,,False,
Centre-Forward,right,,2013-05-08,Roberto Soldado,180,34870,['Spain'],25000000,Valencia CF,29,1985-05-27,Retired,,,False,
Centre-Forward,right,,2012-08-21,Emmanuel Adebayor,192,8883,"['Togo', 'Nigeria']",8000000,: Ablöse €6.40m,30,1984-02-26,Retired,,,False,
Centre-Forward,right,,2009-06-01,Jermain Defoe,171,3875,"['England', 'St. Lucia']",6000000,: Ablöse €16.40m,31,1982-07-10,Retired,,,False,
Centre-Forward,right,,2010-01-07,Harry Kane,188,132098,"['England', 'Ireland']",500000,: Ablöse -,20,1993-07-28,Bayern Munich,,,False,
Centre-Forward,right,,,Shaq Coulthirst,180,251829,['England'],,,19,1994-02-11,Without Club,,,False,
