position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2019-06-07,David Raya,186,262749,['Spain'],22000000,Blackburn Rovers,26,1995-09-15,Arsenal FC,,,False,
Goalkeeper,right,,2021-08-17,Álvaro Ferllo,185,453704,['Spain'],4000000,SD Huesca,24,1998-04-13,Deportivo A Coruña,,,False,
Goalkeeper,right,,2022-01-01,Jonas Lössl,195,48870,['Denmark'],1000000,: Ablöse ?,33,1989-01-02,Retired,,,False,
Goalkeeper,right,,2018-11-07,Patrik Gunnarsson,190,429563,['Iceland'],500000,Breidablik Kópavogur,21,2000-11-15,KV Kortrijk,,,False,
Goalkeeper,right,,2018-01-07,Ellery Balcombe,190,456292,"['England', 'St. Vincent & Grenadinen']",300000,Brentford FC B,22,1999-10-15,Brentford FC,,,False,
Goalkeeper,right,,2022-01-07,Matthew Cox,183,741236,['England'],,Brentford FC B,19,2003-02-05,Brentford FC,,,False,
Centre-Back,right,,2021-07-21,Kristoffer Ajer,198,328658,['Norway'],18000000,: Ablöse €15.70m,24,1998-04-17,Brentford FC,,,False,
Centre-Back,left,,2019-02-07,Ethan Pinnock,194,442248,"['Jamaica', 'England']",12000000,Barnsley FC,29,1993-05-29,Brentford FC,,,False,
Centre-Back,right,Cruciate ligament injury - Return expected on 31/12/2026,2019-08-07,Pontus Jansson,196,125314,['Sweden'],7000000,Leeds United,31,1991-02-13,Malmö FF,,,False,
Centre-Back,left,,2018-01-07,Mads Bech Sørensen,189,372240,['Denmark'],5000000,Brentford FC B,23,1999-07-01,FC Midtjylland,,,False,
Centre-Back,right,,2021-09-09,Zanka,189,52059,['Denmark'],1200000,Fenerbahce,32,1990-04-23,Without Club,,,False,
Centre-Back,right,,2020-08-19,Charlie Goode,196,376856,['England'],900000,Northampton Town,26,1995-03-08,Milton Keynes Dons,,,False,
Centre-Back,right,,2018-07-30,Julian Jeanvier,183,134277,"['Guinea', 'France']",900000,: Ablöse €2.00m,30,1992-03-31,Gulf United FC,,,False,
Left-Back,left,,2016-08-31,Rico Henry,170,339556,"['Jamaica', 'England']",20000000,Walsall FC,24,1997-08-07,Brentford FC,,,False,
Left-Back,left,,2019-08-08,Dominic Thompson,183,503688,"['England', 'Jamaica']",800000,Arsenal FC U23,21,2000-07-26,Kilmarnock FC,,,False,
Right-Back,right,Knee injury - Return unknown,2019-07-08,Mads Roerslev,184,391005,['Denmark'],2500000,: Ablöse €60k,23,1999-06-24,Southampton FC,,,False,
Right-Back,right,,2022-01-07,Fin Stevens,179,587019,"['Wales', 'England']",400000,Brentford FC B,19,2003-10-04,Leyton Orient,,,False,
Right-Back,right,,,Daniel Oyegoke,188,586984,"['England', 'Nigeria']",,,19,2003-03-01,Hellas Verona,,,False,
Defensive Midfield,right,,2019-01-07,Christian Nørgaard,187,148367,['Denmark'],14000000,: Ablöse €3.50m,28,1994-10-03,Arsenal FC,,,False,
Defensive Midfield,left,,2020-03-10,Vitaly Janelt,184,270171,"['Germany', 'Bosnia-Herzegovina']",14000000,VfL Bochum,24,1998-10-05,Brentford FC,,,False,
Central Midfield,right,,2019-10-07,Mathias Jensen,180,319859,['Denmark'],10000000,Celta de Vigo,26,1996-01-01,Brentford FC,,,False,
Central Midfield,left,,2025-10-23,Josh Dasilva,184,340321,"['England', 'Angola']",10000000,Without Club,23,1998-10-23,Brentford FC,,,False,
Central Midfield,right,,2021-07-20,Frank Onyeka,183,421637,['Nigeria'],9000000,: Ablöse €10.00m,24,1998-01-01,Coventry City,,,False,
Central Midfield,right,Cruciate ligament tear - Return unknown,2020-01-31,Shandon Baptiste,180,533916,"['Grenada', 'England']",3000000,Oxford United,24,1998-08-04,Luton Town,,,False,
Central Midfield,right,Calf injury - Return unknown,2021-01-07,Mads Bidstrup,175,462832,['Denmark'],1000000,Brentford FC B,21,2001-02-25,Olympique Lyon,,,False,
Central Midfield,right,,2022-01-07,Paris Maghoma,184,470596,"['England', 'DR Congo']",200000,Brentford FC B,21,2001-08-05,Norwich City,,,False,
Attacking Midfield,right,heart problems - Return unknown,2022-01-31,Christian Eriksen,182,69633,['Denmark'],20000000,Without Club,30,1992-02-14,VfL Wolfsburg,,,False,
Attacking Midfield,right,,2021-01-14,Saman Ghoddos,176,204294,"['Iran', 'Sweden']",2500000,: Ablöse ?,28,1993-06-09,Kalba FC,,,False,
Attacking Midfield,right,,2021-07-23,Myles Peart-Harris,187,587002,"['Jamaica', 'England']",1000000,Chelsea FC U23,19,2002-09-18,Middlesbrough FC,,,False,
Left Winger,right,Cruciate ligament tear - Return expected on 01/11/2026,2017-01-31,Sergi Canós,177,251845,['Spain'],14000000,: Ablöse €2.90m,25,1997-02-02,Valencia CF,,,False,
Left Winger,right,,2020-01-31,Tariqe Fosu,180,249873,"['Ghana', 'England']",2000000,Oxford United,26,1995-05-11,Without Club,,,False,
Left Winger,left,,,Max Haygarth,175,596216,['England'],100000,,20,2002-01-21,Dubai City FC,,,False,
Right Winger,left,,2019-05-08,Bryan Mbeumo,171,413039,"['Cameroon', 'France']",22000000,ESTAC Troyes,22,1999-07-08,Manchester United,,,False,
Right Winger,right,,,Nathan Young-Coombes,175,581679,"['England', 'Jamaica']",,,19,2003-01-15,Carshalton Athletic,,,False,
Centre-Forward,right,,2020-01-09,Ivan Toney,185,251664,"['England', 'Jamaica']",35000000,: Ablöse €5.60m,26,1996-03-16,Al-Ahli SFC,,,False,
Centre-Forward,right,,2021-10-08,Yoane Wissa,176,388165,"['DR Congo', 'France']",12000000,FC Lorient,25,1996-03-09,Newcastle United,,,False,
Centre-Forward,right,,2018-01-07,Marcus Forss,182,404584,['Finland'],4000000,Brentford FC B,23,1999-06-18,Without Club,,,False,
Centre-Forward,right,,2020-03-01,Halil Dervişoğlu,183,465606,"['Türkiye', 'Netherlands']",3000000,Sparta Rotterdam,22,1999-08-12,Galatasaray,,,False,
