position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2005-07-29,Shaka Hislop,193,4175,"['Trinidad and Tobago', 'England']",,: Ablöse free transfer,32,1969-02-22,Retired,,,False,
Goalkeeper,right,,1997-01-07,Craig Forrest,196,107807,['Canada'],,Ipswich Town,33,1967-09-20,Retired,,,False,
Goalkeeper,right,,1998-02-20,Stephen Bywater,189,3873,['England'],,Rochdale AFC,20,1981-07-06,Retired,,,False,
Goalkeeper,,,1997-01-07,Alex O'Reilly,,379812,"['Ireland', 'England']",,: Ablöse -,21,1979-09-15,Retired,,,False,
Centre-Back,right,,1999-01-07,Igor Stimac,188,103812,['Croatia'],,: Ablöse €700k,33,1967-06-09,Retired,,,False,
Centre-Back,N/A,,2001-01-07,Hayden Foxe,,3336,['Australia'],,KV Mechelen,24,1977-06-23,Retired,,,False,
Centre-Back,right,,2001-01-30,Christian Dailly,183,3799,['Scotland'],,Blackburn Rovers,27,1973-10-23,Retired,,,False,
Centre-Back,N/A,,2000-11-28,Rigobert Song,,1419,"['Cameroon', 'France']",,: Ablöse €4.17m,24,1976-01-07,Retired,,,False,
Centre-Back,right,,1995-11-27,Rio Ferdinand,189,3235,['England'],,: Ablöse -,22,1978-07-11,Retired,,,False,
Centre-Back,right,,1997-09-19,Ian Pearce,191,3879,['England'],,Blackburn Rovers,27,1974-07-05,Retired,,,False,
Centre-Back,right,,2000-01-07,Christian Bassila,192,3922,"['France', 'Congo']",,: Ablöse free transfer,23,1977-05-10,Retired,,,False,
Centre-Back,both,,2001-01-07,Hannu Tihinen,190,9608,['Finland'],,Viking FK,24,1976-01-07,Retired,,,False,
Centre-Back,right,,,Darren Peacock,188,107099,['England'],,,33,1968-03-02,Retired,,,False,
Centre-Back,right,,1998-01-07,Javier Margas,187,133852,['Chile'],,CD Universidad Católica,32,1969-10-05,Retired,,,False,
Centre-Back,right,,1999-01-07,Terrell Forbes,183,13725,['England'],,: Ablöse -,19,1981-08-17,Retired,,,False,
Centre-Back,left,,1999-01-07,Stevland Angus,183,47947,"['England', 'Jamaica']",,: Ablöse -,20,1980-09-16,Retired,,,False,
Centre-Back,left,,2001-01-24,Ragnvald Soma,189,3447,['Norway'],,Bryne FK,21,1979-10-11,Frøyland IL,,,False,
Centre-Back,right,,1998-01-07,Izzy Iriekpen,185,3872,"['England', 'Nigeria']",,: Ablöse -,19,1982-05-14,Retired,,,False,
Left-Back,left,,1999-02-08,Stuart Pearce,178,101317,['England'],,Newcastle United,39,1962-04-24,Retired,,,False,
Left-Back,left,,2000-05-07,Nigel Winterburn,172,3648,['England'],,: Ablöse €290k,37,1963-11-12,Retired,,,False,
Left-Back,left,,1999-01-15,Scott Minto,175,3884,['England'],,: Ablöse €1.50m,29,1971-06-08,Retired,,,False,
