position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1999-01-07,Gary Montgomery,188,13659,['England'],,Coventry City U18,18,1982-08-10,Retired,,,False,
Goalkeeper,right,,1997-07-07,Magnus Hedman,192,3438,['Sweden'],,AIK,28,1973-03-19,Retired,,,False,
Goalkeeper,right,,1999-01-07,Chris Kirkland,198,3219,['England'],,Coventry City U18,20,1981-02-05,Retired,,,False,
Goalkeeper,,,2004-01-07,Morten Hyldgaard,198,6818,['Denmark'],,: Ablöse free transfer,23,1978-01-26,Retired,,,False,
Centre-Back,,,1995-06-08,Paul Williams,183,3323,['England'],,: Ablöse €1.10m,30,1971-03-26,Retired,,,False,
Centre-Back,right,,2000-03-03,Colin Hendry,185,103642,['Scotland'],,: Ablöse €1.20m,35,1965-07-12,Retired,,,False,
Centre-Back,right,,1995-01-11,Richard Shaw,175,10034,['England'],,: Ablöse €1.50m,32,1968-11-09,Retired,,,False,
Centre-Back,right,,1997-01-30,Gary Breen,185,3874,"['Ireland', 'England']",,: Ablöse €3.75m,27,1973-12-12,Retired,,,False,
Centre-Back,right,,1999-01-01,Muhamed Konjic,191,10022,['Bosnia-Herzegovina'],,: Ablöse ?,31,1970-05-14,Retired,,,False,
Centre-Back,right,,2000-01-07,Calum Davenport,193,4221,['England'],,Coventry City U18,18,1983-01-01,Retired,,,False,
Left-Back,left,,1999-01-08,Runar Normann,181,34759,['Norway'],,Lillestrøm SK,23,1978-01-03,Retired,,,False,
Left-Back,left,,2000-01-10,Iván Guerrero,174,35357,['Honduras'],,: Ablöse ?,23,1977-11-30,Retired,,,False,
Left-Back,left,,2005-02-21,Marcus Hall,185,13578,['England'],,: Ablöse free transfer,25,1976-03-24,Retired,,,False,
Right-Back,both,,2000-01-01,Tomas Antonelius,179,3433,['Sweden'],,AIK,28,1973-07-05,Retired,,,False,
Right-Back,right,,1998-01-07,Marc Edworthy,180,4235,['England'],,: Ablöse €1.80m,28,1972-12-24,Retired,,,False,
Right-Back,right,,1995-01-08,Paul Telfer,175,3362,['Scotland'],,: Ablöse €1.65m,29,1971-10-21,Retired,,,False,
Right-Back,right,,1998-01-07,Barry Quinn,183,10028,['Ireland'],,Coventry City U18,22,1979-09-05,Retired,,,False,
Defensive Midfield,right,,1999-01-09,Carlton Palmer,191,101325,['England'],,: Ablöse €600k,35,1965-05-12,Retired,,,False,
Defensive Midfield,right,,1998-01-07,John Eustace,183,13569,['England'],,Coventry City U18,21,1979-03-11,Retired,,,False,
Defensive Midfield,right,,1997-01-07,Gavin Strachan,178,41027,['Scotland'],,Coventry City U18,22,1978-12-23,Retired,,,False,
Defensive Midfield,right,,2010-07-23,Lee Carsley,178,3618,"['Ireland', 'England']",,: Ablöse free transfer,27,1974-02-28,Retired,,,False,
Central Midfield,left,,1999-01-07,Youssef Chippo,184,37742,['Morocco'],,: Ablöse ?,28,1973-10-05,Retired,,,False,
Central Midfield,right,,1999-01-07,Lee Fowler,170,97598,['Wales'],,Coventry City U18,18,1983-10-06,Retired,,,False,
Right Midfield,right,,,Craig Pead,175,10037,['England'],,,19,1981-09-15,Retired,,,False,
Right Midfield,right,,2000-03-08,David Thompson,170,4127,['England'],,: Ablöse €4.50m,23,1977-12-09,Retired,,,False,
Attacking Midfield,N/A,,1999-07-19,Mustapha Hadji,,3840,"['Morocco', 'France']",,: Ablöse €6.00m,29,1971-11-16,Retired,,,False,
Left Winger,left,,1998-01-10,Steve Froggatt,178,222292,['England'],,: Ablöse €2.70m,28,1973-09-03,Retired,,,False,
Left Winger,right,,2000-08-17,Craig Bellamy,173,3297,['Wales'],,: Ablöse €9.25m,21,1979-07-13,Retired,,,False,
Left Winger,left,,2010-01-07,Gary McSheffrey,173,25383,['England'],,: Ablöse free transfer,18,1982-08-13,Retired,,,False,
Right Winger,right,,1998-01-12,Laurent Delorge,179,13114,['Belgium'],,: Ablöse €1.75m,21,1979-07-21,Retired,,,False,
Centre-Forward,,,2000-01-07,Jairo Martínez,174,62251,['Honduras'],,: Ablöse ?,23,1978-05-14,Retired,,,False,
Centre-Forward,right,,2001-08-02,John Hartson,185,3094,['Wales'],,: Ablöse free transfer,26,1975-05-04,Retired,,,False,
Centre-Forward,right,,2000-01-20,Cédric Roussel,190,10431,['Belgium'],,: Ablöse €1.68m,23,1978-06-01,---,,,False,
Centre-Forward,left,,2000-02-25,Ysrael Zúñiga,171,4143,['Peru'],,FBC Melgar,24,1976-08-27,Retired,,,False,
Centre-Forward,left,,1998-01-07,John Aloisi,183,7741,"['Australia', 'Italy']",,: Ablöse €975k,25,1976-05-02,Retired,,,False,
Centre-Forward,left,,2000-01-07,Jay Bothroyd,190,8188,"['England', 'Guyana']",,Arsenal FC U18,19,1982-07-05,Retired,,,False,
