position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,left,,2008-01-07,Tim Krul,193,33027,['Netherlands'],8500000,Newcastle United Reserves,25,1988-03-04,Retired,,,False,
Goalkeeper,right,,1993-01-07,Steve Harper,188,3562,['England'],500000,Seaham Red Star,38,1975-03-14,Retired,,,False,
Goalkeeper,left,,2011-08-30,Rob Elliot,190,39037,"['Ireland', 'England']",250000,Charlton Athletic,27,1986-04-30,Retired,,,False,
Centre-Back,right,,2013-01-22,Mapou Yanga-Mbiwa,184,57480,"['France', 'Central African Republic']",9000000,: Ablöse €8.00m,24,1989-05-15,Retired,,,False,
Centre-Back,right,,2008-08-15,Fabricio Coloccini,184,6150,"['Argentina', 'Italy']",8000000,Deportivo de La Coruña,31,1982-01-22,Retired,,,False,
Centre-Back,right,,2003-01-07,Steven Taylor,186,17273,['England'],5000000,Newcastle United U18,27,1986-01-23,Retired,,,False,
Centre-Back,right,,2010-01-01,Mike Williamson,194,10642,['England'],4000000,: Ablöse €1.10m,29,1983-08-11,Retired,,,False,
Centre-Back,right,,2010-01-07,James Perch,180,49409,"['England', 'Jamaica']",3000000,: Ablöse €1.20m,27,1985-09-28,Retired,,,False,
Left-Back,right,,2011-08-30,Davide Santon,187,84344,['Italy'],10000000,: Ablöse €5.65m,22,1991-02-01,Retired,,,False,
Left-Back,left,,2013-01-24,Massadio Haïdara,179,170929,"['Mali', 'France']",2500000,: Ablöse €2.50m,20,1992-02-12,Kocaelispor,,,False,
Left-Back,left,,2012-01-07,Paul Dummett,183,170321,"['Wales', 'England']",200000,Newcastle United U21,21,1991-09-26,Retired,,,False,
Right-Back,right,,2013-04-01,Mathieu Debuchy,177,27306,['France'],11500000,: Ablöse €6.20m,27,1985-07-28,Retired,,,False,
Right-Back,right,,2010-01-20,Danny Simpson,176,37442,"['England', 'Jamaica']",4000000,Manchester United,26,1987-04-01,Arabian Falcons FC,,,False,
Right-Back,right,,2009-01-01,Ryan Taylor,179,33785,['England'],4000000,Wigan Athletic,28,1984-08-19,Retired,,,False,
Right-Back,right,,2011-01-07,James Tavernier,182,62094,['England'],,Newcastle United Reserves,21,1991-10-31,Without Club,,,False,
Defensive Midfield,right,,2010-08-26,Cheik Tioté,180,33478,"[""Cote d'Ivoire""]",10500000,FC Twente Enschede,27,1986-06-21,---,,,False,
Defensive Midfield,right,,2012-08-16,Vurnon Anita,169,30670,"['Curacao', 'Netherlands']",8000000,: Ablöse €8.50m,24,1989-04-04,Ajax Amateurs,,,False,
Defensive Midfield,right,,2012-06-07,Gaël Bigirimana,175,158697,"['Burundi', 'England']",3000000,Coventry City,19,1993-10-22,Dungannon Swifts FC,,,False,
Central Midfield,right,,2011-01-07,Yohan Cabaye,173,29434,['France'],16500000,: Ablöse €5.00m,27,1986-01-14,Retired,,,False,
Central Midfield,right,,2013-01-21,Moussa Sissoko,187,46001,"['France', 'Mali']",10000000,: Ablöse €2.00m,23,1989-08-16,Panathinaikos,,,False,
Central Midfield,right,,2010-07-22,Dan Gosling,180,44983,['England'],1500000,: Ablöse free transfer,23,1990-01-02,Retired,,,False,
Central Midfield,right,,2012-01-07,Romain Amalfitano,175,137841,['France'],1000000,: Ablöse free transfer,23,1989-08-27,Without Club,,,False,
Central Midfield,right,,2011-01-07,Mehdi Abeid,180,111036,"['Algeria', 'France']",50000,RC Lens B,20,1992-06-08,Without Club,,,False,
Left Midfield,right,,2008-02-07,Jonás Gutiérrez,184,26443,"['Argentina', 'Italy']",6000000,RCD Mallorca,29,1983-05-07,Retired,,,False,
Left Midfield,left,,2011-01-01,Shane Ferguson,175,62052,['Northern Ireland'],1500000,Newcastle United Reserves,21,1991-12-07,Without Club,,,False,
Attacking Midfield,left,,2011-01-01,Hatem Ben Arfa,179,18900,"['France', 'Tunisia']",13500000,: Ablöse €6.00m,26,1987-07-03,Retired,,,False,
Attacking Midfield,left,,2011-01-07,Sylvain Marveaux,172,39909,"['France', 'Martinique']",3000000,Stade Rennais FC,27,1986-04-15,Retired,,,False,
Left Winger,right,,2013-01-23,Yoan Gouffran,175,23825,"['France', 'Guadeloupe']",7500000,: Ablöse €2.00m,27,1986-05-25,Retired,,,False,
Left Winger,left,,2011-01-07,Sammy Ameobi,190,92381,"['England', 'Nigeria']",3000000,Newcastle United Reserves,21,1992-01-05,Retired,,,False,
Left Winger,right,,2012-01-07,Adam Campbell,169,204354,['England'],,Newcastle United U18,18,1995-01-01,South Shields FC,,,False,
Right Winger,right,,2011-09-08,Gabriel Obertan,186,43261,"['France', 'Guadeloupe']",3000000,Manchester United,24,1989-02-26,Retired,,,False,
Second Striker,left,,2009-01-01,Haris Vuckic,188,76560,['Slovenia'],750000,NK Domzale,20,1992-08-21,Without Club,,,False,
Centre-Forward,right,,2011-01-07,Demba Ba,189,40205,"['Senegal', 'France']",22000000,: Ablöse €800k,28,1985-05-25,Retired,,,False,
Centre-Forward,right,,2012-01-17,Papiss Demba Cissé,180,33952,"['Senegal', 'France']",15500000,SC Freiburg,28,1985-03-06,Wythenshawe Town FC,,,False,
Centre-Forward,right,,2000-01-07,Shola Ameobi,191,3276,"['Nigeria', 'England']",2000000,Newcastle United U18,31,1981-12-10,Retired,,,False,
Centre-Forward,right,,2009-01-07,Nile Ranger,188,88750,"['England', 'Jamaica']",1000000,Newcastle United U18,22,1991-11-04,Chatham Town,,,False,
