position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2016-08-30,David Marshall,187,9500,['Scotland'],3000000,Cardiff City,32,1985-05-03,Retired,,,False,
Goalkeeper,right,,2013-02-07,Allan McGregor,183,9422,['Scotland'],1000000,: Ablöse €1.75m,35,1982-01-31,Retired,,,False,
Goalkeeper,right,,2016-01-02,Dusan Kuciak,194,31886,['Slovakia'],1000000,Legia Warszawa,32,1985-05-21,Stoczniowiec Gdansk,,,False,
Goalkeeper,right,,2012-09-07,Eldin Jakupović,191,2857,"['Switzerland', 'Bosnia-Herzegovina']",1000000,: Ablöse free transfer,32,1984-02-10,Chattanooga FC,,,False,
Goalkeeper,right,,2017-01-07,Will Mannion,191,456111,['England'],,Hull City U23,19,1998-05-05,Charlton Athletic,,,False,
Centre-Back,right,,2014-07-29,Harry Maguire,194,177907,['England'],8000000,Sheffield United,24,1993-05-03,Manchester United,,,False,
Centre-Back,right,,2017-01-31,Andrea Ranocchia,195,44327,['Italy'],5000000,: Ablöse €1.30m,29,1988-02-16,Retired,,,False,
Centre-Back,right,,2013-01-07,Curtis Davies,188,18227,"['Sierra Leone', 'England']",2500000,: Ablöse €2.65m,32,1985-03-15,Retired,,,False,
Centre-Back,right,,2014-08-26,Michael Dawson,189,9988,['England'],2500000,: Ablöse €4.40m,33,1983-11-18,Retired,,,False,
Centre-Back,right,,2012-07-30,Alex Bruce,180,37957,"['Northern Ireland', 'Ireland']",750000,Leeds United,32,1984-09-28,Retired,,,False,
Centre-Back,right,,,Harvey Rodgers,189,459873,['England'],,,20,1996-10-20,Grimsby Town,,,False,
Left-Back,left,,2014-07-29,Andrew Robertson,178,234803,['Scotland'],7000000,: Ablöse €3.60m,23,1994-11-03,Tottenham Hotspur,,,False,
Left-Back,left,,2016-01-07,Josh Tymon,180,419929,['England'],1000000,Hull City U18,18,1999-05-22,Swansea City,,,False,
Right-Back,right,,2017-01-20,Omar Elabdellaoui,179,121404,['Norway'],5000000,: Ablöse €1.00m,25,1991-05-12,Retired,,,False,
Right-Back,right,Muscle injury - Return unknown,2015-07-08,Moses Odubajo,177,163738,"['England', 'Nigeria']",5000000,: Ablöse €5.00m,23,1993-07-28,Omonia Nicosia,,,False,
Right-Back,right,,2013-01-07,Ahmed El Mohamady,182,66333,['Egypt'],4000000,Sunderland AFC,29,1987-09-09,Retired,,,False,
Right-Back,right,,2014-01-09,Brian Lenihan,187,241916,['Ireland'],100000,Cork City FC,23,1994-08-06,Retired,,,False,
Right-Back,right,,2016-01-07,Josh Clackstone,171,453306,['England'],,Hull City U23,20,1996-09-18,North Ferriby FC,,,False,
Defensive Midfield,right,,2014-01-07,Jake Livermore,180,61832,['England'],7000000,: Ablöse €7.00m,27,1989-11-14,Retired,,,False,
Defensive Midfield,right,,2017-01-31,Alfred N'Diaye,189,77737,"['Senegal', 'France']",5000000,Villarreal CF,27,1990-06-03,Retired,,,False,
Defensive Midfield,right,,2021-08-17,Tom Huddlestone,188,13465,['England'],5000000,Without Club,30,1986-12-28,Retired,,,False,
Central Midfield,right,,2016-08-30,Ryan Mason,175,61834,['England'],8500000,: Ablöse €15.40m,26,1991-06-13,Retired,,,False,
Central Midfield,right,,2017-06-01,Markus Henriksen,187,122011,['Norway'],5000000,AZ Alkmaar,24,1992-07-25,Retired,,,False,
Central Midfield,left,,2015-07-27,Sam Clucas,178,122223,['England'],2500000,Chesterfield FC,26,1990-09-25,Shrewsbury Town,,,False,
