Season,Team,Matches_x,HomeWins,HomeDraws,HomeLosses,HomeGoalsScored,HomeGoalsConceded,HomeShots,HomeShotsOnTarget,HomeCorners,HomeFouls,HomeYellowCards,HomeRedCards,Matches_y,AwayWins,AwayDraws,AwayLosses,AwayGoalsScored,AwayGoalsConceded,AwayShots,AwayShotsOnTarget,AwayCorners,AwayFouls,AwayYellowCards,AwayRedCards,Matches,Wins,Draws,Losses,GoalsScored,GoalsConceded,GoalDifference,Points,GoalsPerMatch,ConcededPerMatch,ShotsPerMatch,ShotsOnTargetPerMatch,CornersPerMatch,FoulsPerMatch,YellowCardsPerMatch,RedCardsPerMatch,HomeWinRate,AwayWinRate,WinRate
2000/01,Liverpool,19,13,4,2,40,14,282,142,145,219,21,2,19,7,5,7,31,25,206,107,98,254,29,2,38,20,9,9,71,39,32,69,1.868421052631579,1.0263157894736843,12.842105263157896,6.552631578947368,6.394736842105263,12.447368421052632,1.3157894736842106,0.10526315789473684,0.6842105263157895,0.3684210526315789,0.5263157894736842
2000/01,Man City,19,4,3,12,20,31,204,98,135,284,37,1,19,4,7,8,21,34,173,76,85,305,32,2,38,8,10,20,41,65,-24,34,1.0789473684210527,1.7105263157894737,9.921052631578947,4.578947368421052,5.7894736842105265,15.5,1.8157894736842106,0.07894736842105263,0.21052631578947367,0.21052631578947367,0.21052631578947367
2000/01,Man United,19,15,2,2,49,12,323,152,151,195,13,2,19,9,6,4,30,19,233,112,118,238,31,1,38,24,8,6,79,31,48,80,2.0789473684210527,0.8157894736842105,14.631578947368421,6.947368421052632,7.078947368421052,11.394736842105264,1.1578947368421053,0.07894736842105263,0.7894736842105263,0.47368421052631576,0.631578947368421
2000/01,Middlesbrough,19,4,7,8,18,23,212,93,85,215,28,4,19,5,8,6,26,21,140,74,61,283,44,2,38,9,15,14,44,44,0,42,1.1578947368421053,1.1578947368421053,9.263157894736842,4.394736842105263,3.8421052631578947,13.105263157894736,1.894736842105263,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.23684210526315788
2000/01,Newcastle,19,10,4,5,26,17,245,104,101,286,18,2,19,4,5,10,18,33,169,87,92,266,30,3,38,14,9,15,44,50,-6,51,1.1578947368421053,1.3157894736842106,10.894736842105264,5.026315789473684,5.078947368421052,14.526315789473685,1.263157894736842,0.13157894736842105,0.5263157894736842,0.21052631578947367,0.3684210526315789
2000/01,Southampton,19,11,2,6,27,22,243,100,115,246,24,1,19,3,8,8,13,26,171,74,96,263,25,0,38,14,10,14,40,48,-8,52,1.0526315789473684,1.263157894736842,10.894736842105264,4.578947368421052,5.552631578947368,13.394736842105264,1.2894736842105263,0.02631578947368421,0.5789473684210527,0.15789473684210525,0.3684210526315789
2000/01,Sunderland,19,9,7,3,24,16,256,134,102,286,34,3,19,6,5,8,22,25,193,84,85,332,39,2,38,15,12,11,46,41,5,57,1.2105263157894737,1.0789473684210527,11.81578947368421,5.7368421052631575,4.921052631578948,16.263157894736842,1.9210526315789473,0.13157894736842105,0.47368421052631576,0.3157894736842105,0.39473684210526316
2000/01,Tottenham,19,11,6,2,31,16,235,107,105,270,18,3,19,2,4,13,16,38,148,74,66,256,27,0,38,13,10,15,47,54,-7,49,1.236842105263158,1.4210526315789473,10.078947368421053,4.7631578947368425,4.5,13.842105263157896,1.1842105263157894,0.07894736842105263,0.5789473684210527,0.10526315789473684,0.34210526315789475
2000/01,West Ham,19,6,6,7,24,20,280,132,115,263,34,2,19,4,6,9,21,30,195,97,98,210,35,1,38,10,12,16,45,50,-5,42,1.1842105263157894,1.3157894736842106,12.5,6.026315789473684,5.605263157894737,12.447368421052632,1.8157894736842106,0.07894736842105263,0.3157894736842105,0.21052631578947367,0.2631578947368421
2001/02,Arsenal,19,12,4,3,42,25,317,154,150,259,32,2,19,14,5,0,37,11,201,107,96,302,45,4,38,26,9,3,79,36,43,87,2.0789473684210527,0.9473684210526315,13.631578947368421,6.868421052631579,6.473684210526316,14.763157894736842,2.026315789473684,0.15789473684210525,0.631578947368421,0.7368421052631579,0.6842105263157895
2001/02,Aston Villa,19,8,7,4,22,17,186,91,119,228,16,1,19,4,7,8,24,30,196,98,82,264,25,1,38,12,14,12,46,47,-1,50,1.2105263157894737,1.236842105263158,10.052631578947368,4.973684210526316,5.2894736842105265,12.947368421052632,1.0789473684210527,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.3157894736842105
2001/02,Blackburn,19,8,6,5,33,20,260,126,117,270,27,2,19,4,4,11,22,31,182,87,119,296,31,2,38,12,10,16,55,51,4,46,1.4473684210526316,1.3421052631578947,11.631578947368421,5.605263157894737,6.2105263157894735,14.894736842105264,1.5263157894736843,0.10526315789473684,0.42105263157894735,0.21052631578947367,0.3157894736842105
2001/02,Bolton,19,5,7,7,20,31,199,79,114,240,22,5,19,4,6,9,24,31,167,81,80,271,35,2,38,9,13,16,44,62,-18,40,1.1578947368421053,1.631578947368421,9.631578947368421,4.2105263157894735,5.105263157894737,13.447368421052632,1.5,0.18421052631578946,0.2631578947368421,0.21052631578947367,0.23684210526315788
2001/02,Charlton,19,5,6,8,23,30,195,100,141,246,27,2,19,5,8,6,15,19,176,78,101,235,35,1,38,10,14,14,38,49,-11,44,1.0,1.2894736842105263,9.763157894736842,4.684210526315789,6.368421052631579,12.657894736842104,1.631578947368421,0.07894736842105263,0.2631578947368421,0.2631578947368421,0.2631578947368421
2001/02,Chelsea,19,11,4,4,43,21,287,134,119,235,30,1,19,6,9,4,23,17,199,81,100,261,40,2,38,17,13,8,66,38,28,64,1.736842105263158,1.0,12.789473684210526,5.657894736842105,5.7631578947368425,13.052631578947368,1.8421052631578947,0.07894736842105263,0.5789473684210527,0.3157894736842105,0.4473684210526316
2001/02,Derby,19,5,4,10,20,26,195,87,106,261,33,0,19,3,2,14,13,37,99,52,56,263,40,3,38,8,6,24,33,63,-30,30,0.868421052631579,1.6578947368421053,7.7368421052631575,3.6578947368421053,4.2631578947368425,13.789473684210526,1.9210526315789473,0.07894736842105263,0.2631578947368421,0.15789473684210525,0.21052631578947367
2001/02,Everton,19,8,4,7,26,23,223,114,110,267,18,2,19,3,6,10,19,34,161,81,73,273,37,1,38,11,10,17,45,57,-12,43,1.1842105263157894,1.5,10.105263157894736,5.131578947368421,4.815789473684211,14.210526315789474,1.4473684210526316,0.07894736842105263,0.42105263157894735,0.15789473684210525,0.2894736842105263
2001/02,Fulham,19,7,7,5,21,16,209,89,113,242,27,2,19,3,7,9,15,28,170,68,98,249,28,0,38,10,14,14,36,44,-8,44,0.9473684210526315,1.1578947368421053,9.973684210526315,4.131578947368421,5.552631578947368,12.921052631578947,1.4473684210526316,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.2631578947368421
2001/02,Ipswich,19,6,4,9,20,24,230,120,144,183,15,0,19,3,5,11,21,40,172,69,80,263,26,1,38,9,9,20,41,64,-23,36,1.0789473684210527,1.6842105263157894,10.578947368421053,4.973684210526316,5.894736842105263,11.736842105263158,1.0789473684210527,0.02631578947368421,0.3157894736842105,0.15789473684210525,0.23684210526315788
2001/02,Leeds,19,9,6,4,31,21,279,133,122,274,28,1,19,9,6,4,22,16,191,102,92,320,44,4,38,18,12,8,53,37,16,66,1.394736842105263,0.9736842105263158,12.368421052631579,6.184210526315789,5.631578947368421,15.631578947368421,1.894736842105263,0.13157894736842105,0.47368421052631576,0.47368421052631576,0.47368421052631576
2001/02,Leicester,19,3,7,9,15,34,179,91,115,273,30,2,19,2,6,11,15,30,125,67,82,262,46,3,38,5,13,20,30,64,-34,28,0.7894736842105263,1.6842105263157894,8.0,4.157894736842105,5.184210526315789,14.078947368421053,2.0,0.13157894736842105,0.15789473684210525,0.10526315789473684,0.13157894736842105
2001/02,Liverpool,19,12,5,2,33,14,235,105,105,206,14,2,19,12,3,4,34,16,191,109,83,224,27,1,38,24,8,6,67,30,37,80,1.763157894736842,0.7894736842105263,11.210526315789474,5.631578947368421,4.947368421052632,11.31578947368421,1.0789473684210527,0.07894736842105263,0.631578947368421,0.631578947368421,0.631578947368421
2001/02,Man United,19,11,2,6,40,17,285,126,154,221,30,0,19,13,3,3,47,28,254,130,110,215,24,1,38,24,5,9,87,45,42,77,2.289473684210526,1.1842105263157894,14.18421052631579,6.7368421052631575,6.947368421052632,11.473684210526315,1.4210526315789473,0.02631578947368421,0.5789473684210527,0.6842105263157895,0.631578947368421
2001/02,Middlesbrough,19,7,5,7,23,26,173,75,101,248,21,4,19,5,4,10,12,21,139,55,67,257,30,3,38,12,9,17,35,47,-12,45,0.9210526315789473,1.236842105263158,8.210526315789474,3.4210526315789473,4.421052631578948,13.289473684210526,1.3421052631578947,0.18421052631578946,0.3684210526315789,0.2631578947368421,0.3157894736842105
2001/02,Newcastle,19,12,3,4,40,23,263,129,155,243,17,0,19,9,5,5,34,29,201,94,107,255,33,2,38,21,8,9,74,52,22,71,1.9473684210526316,1.368421052631579,12.210526315789474,5.868421052631579,6.894736842105263,13.105263157894736,1.3157894736842106,0.05263157894736842,0.631578947368421,0.47368421052631576,0.5526315789473685
2001/02,Southampton,19,7,5,7,23,22,188,86,99,267,15,4,19,5,4,10,23,32,169,81,76,274,24,2,38,12,9,17,46,54,-8,45,1.2105263157894737,1.4210526315789473,9.394736842105264,4.394736842105263,4.605263157894737,14.236842105263158,1.0263157894736843,0.15789473684210525,0.3684210526315789,0.2631578947368421,0.3157894736842105
2001/02,Sunderland,19,7,7,5,18,16,264,134,110,270,29,1,19,3,3,13,11,35,170,68,86,280,39,0,38,10,10,18,29,51,-22,40,0.7631578947368421,1.3421052631578947,11.421052631578947,5.315789473684211,5.157894736842105,14.473684210526315,1.7894736842105263,0.02631578947368421,0.3684210526315789,0.15789473684210525,0.2631578947368421
2001/02,Tottenham,19,10,4,5,32,24,232,102,119,232,18,1,19,4,4,11,17,29,180,76,87,225,40,4,38,14,8,16,49,53,-4,50,1.2894736842105263,1.394736842105263,10.842105263157896,4.684210526315789,5.421052631578948,12.026315789473685,1.5263157894736843,0.13157894736842105,0.5263157894736842,0.21052631578947367,0.3684210526315789
2001/02,West Ham,19,12,4,3,32,14,257,127,128,226,30,0,19,3,4,12,16,43,162,71,82,232,37,3,38,15,8,15,48,57,-9,53,1.263157894736842,1.5,11.026315789473685,5.2105263157894735,5.526315789473684,12.052631578947368,1.763157894736842,0.07894736842105263,0.631578947368421,0.15789473684210525,0.39473684210526316
2002/03,Arsenal,19,15,2,2,47,20,299,176,156,232,22,1,19,8,7,4,38,22,199,120,110,251,33,2,38,23,9,6,85,42,43,78,2.236842105263158,1.105263157894737,13.105263157894736,7.7894736842105265,7.0,12.710526315789474,1.4473684210526316,0.07894736842105263,0.7894736842105263,0.42105263157894735,0.6052631578947368
2002/03,Aston Villa,19,11,2,6,25,14,263,130,132,243,30,4,19,1,7,11,17,33,219,103,108,271,34,0,38,12,9,17,42,47,-5,45,1.105263157894737,1.236842105263158,12.68421052631579,6.131578947368421,6.315789473684211,13.526315789473685,1.6842105263157894,0.10526315789473684,0.5789473684210527,0.05263157894736842,0.3157894736842105
2002/03,Birmingham,19,8,5,6,25,23,185,101,98,275,30,1,19,5,4,10,16,26,154,68,85,227,41,4,38,13,9,16,41,49,-8,48,1.0789473684210527,1.2894736842105263,8.921052631578947,4.447368421052632,4.815789473684211,13.210526315789474,1.868421052631579,0.13157894736842105,0.42105263157894735,0.2631578947368421,0.34210526315789475
2002/03,Blackburn,19,9,7,3,24,15,242,122,127,264,28,1,19,7,5,7,28,28,187,99,87,265,34,3,38,16,12,10,52,43,9,60,1.368421052631579,1.131578947368421,11.289473684210526,5.815789473684211,5.631578947368421,13.921052631578947,1.631578947368421,0.10526315789473684,0.47368421052631576,0.3684210526315789,0.42105263157894735
2002/03,Bolton,19,7,8,4,27,24,265,138,119,217,29,2,19,3,6,10,14,27,158,73,77,204,39,2,38,10,14,14,41,51,-10,44,1.0789473684210527,1.3421052631578947,11.131578947368421,5.552631578947368,5.157894736842105,11.078947368421053,1.7894736842105263,0.10526315789473684,0.3684210526315789,0.15789473684210525,0.2631578947368421
2002/03,Charlton,19,8,3,8,26,30,210,121,99,235,24,2,19,6,4,9,19,26,148,84,102,258,30,0,38,14,7,17,45,56,-11,49,1.1842105263157894,1.4736842105263157,9.421052631578947,5.394736842105263,5.2894736842105265,12.973684210526315,1.4210526315789473,0.05263157894736842,0.42105263157894735,0.3157894736842105,0.3684210526315789
2002/03,Chelsea,19,12,5,2,41,15,249,133,112,200,32,0,19,7,5,7,27,23,224,125,102,245,31,1,38,19,10,9,68,38,30,67,1.7894736842105263,1.0,12.447368421052632,6.7894736842105265,5.631578947368421,11.710526315789474,1.6578947368421053,0.02631578947368421,0.631578947368421,0.3684210526315789,0.5
2002/03,Everton,19,11,5,3,28,19,244,135,154,254,29,4,19,6,3,10,20,30,193,104,106,277,24,3,38,17,8,13,48,49,-1,59,1.263157894736842,1.2894736842105263,11.5,6.2894736842105265,6.842105263157895,13.973684210526315,1.394736842105263,0.18421052631578946,0.5789473684210527,0.3157894736842105,0.4473684210526316
2002/03,Fulham,19,11,3,5,26,18,205,101,111,225,20,2,19,2,6,11,15,32,159,81,92,261,36,4,38,13,9,16,41,50,-9,48,1.0789473684210527,1.3157894736842106,9.578947368421053,4.7894736842105265,5.342105263157895,12.789473684210526,1.4736842105263157,0.15789473684210525,0.5789473684210527,0.10526315789473684,0.34210526315789475
2002/03,Leeds,19,7,3,9,25,26,249,111,107,279,28,0,19,7,2,10,33,31,164,99,72,268,43,2,38,14,5,19,58,57,1,47,1.5263157894736843,1.5,10.868421052631579,5.526315789473684,4.7105263157894735,14.394736842105264,1.868421052631579,0.05263157894736842,0.3684210526315789,0.3684210526315789,0.3684210526315789
2002/03,Liverpool,19,9,8,2,30,16,298,173,132,189,15,0,19,9,2,8,31,25,207,111,94,215,29,3,38,18,10,10,61,41,20,64,1.605263157894737,1.0789473684210527,13.289473684210526,7.473684210526316,5.947368421052632,10.631578947368421,1.1578947368421053,0.07894736842105263,0.47368421052631576,0.47368421052631576,0.47368421052631576
2002/03,Man City,19,9,2,8,28,26,261,150,148,204,19,3,19,6,4,9,19,28,180,93,94,241,35,3,38,15,6,17,47,54,-7,51,1.236842105263158,1.4210526315789473,11.605263157894736,6.394736842105263,6.368421052631579,11.710526315789474,1.4210526315789473,0.15789473684210525,0.47368421052631576,0.3157894736842105,0.39473684210526316
2002/03,Man United,19,16,2,1,42,12,309,180,160,209,16,0,19,9,6,4,32,22,222,128,108,223,29,1,38,25,8,5,74,34,40,83,1.9473684210526316,0.8947368421052632,13.973684210526315,8.105263157894736,7.052631578947368,11.368421052631579,1.1842105263157894,0.02631578947368421,0.8421052631578947,0.47368421052631576,0.6578947368421053
2002/03,Middlesbrough,19,10,7,2,36,21,234,107,114,241,21,1,19,3,3,13,12,23,155,77,97,235,29,4,38,13,10,15,48,44,4,49,1.263157894736842,1.1578947368421053,10.236842105263158,4.842105263157895,5.552631578947368,12.526315789473685,1.3157894736842106,0.13157894736842105,0.5263157894736842,0.15789473684210525,0.34210526315789475
2002/03,Newcastle,19,15,2,2,36,17,274,170,147,200,19,1,19,6,4,9,27,31,215,114,113,243,29,2,38,21,6,11,63,48,15,69,1.6578947368421053,1.263157894736842,12.868421052631579,7.473684210526316,6.842105263157895,11.657894736842104,1.263157894736842,0.07894736842105263,0.7894736842105263,0.3157894736842105,0.5526315789473685
2002/03,Southampton,19,9,8,2,25,16,248,128,119,253,23,1,19,4,5,10,18,30,212,99,98,254,24,2,38,13,13,12,43,46,-3,52,1.131578947368421,1.2105263157894737,12.105263157894736,5.973684210526316,5.7105263157894735,13.342105263157896,1.236842105263158,0.07894736842105263,0.47368421052631576,0.21052631578947367,0.34210526315789475
2002/03,Sunderland,19,3,2,14,11,31,200,95,130,287,27,0,19,1,5,13,10,34,124,68,86,243,33,1,38,4,7,27,21,65,-44,19,0.5526315789473685,1.7105263157894737,8.526315789473685,4.2894736842105265,5.684210526315789,13.947368421052632,1.5789473684210527,0.02631578947368421,0.15789473684210525,0.05263157894736842,0.10526315789473684
2002/03,Tottenham,19,9,4,6,30,29,238,125,125,271,29,3,19,5,4,10,21,33,158,89,98,217,31,3,38,14,8,16,51,62,-11,50,1.3421052631578947,1.631578947368421,10.421052631578947,5.631578947368421,5.868421052631579,12.842105263157896,1.5789473684210527,0.15789473684210525,0.47368421052631576,0.2631578947368421,0.3684210526315789
2002/03,West Brom,19,3,5,11,17,34,195,98,98,247,26,0,19,3,3,13,12,31,180,89,76,263,27,4,38,6,8,24,29,65,-36,26,0.7631578947368421,1.7105263157894737,9.868421052631579,4.921052631578948,4.578947368421052,13.421052631578947,1.394736842105263,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.15789473684210525
2002/03,West Ham,19,5,7,7,21,24,208,111,128,266,33,1,19,5,5,9,21,35,186,82,82,214,31,4,38,10,12,16,42,59,-17,42,1.105263157894737,1.5526315789473684,10.368421052631579,5.078947368421052,5.526315789473684,12.631578947368421,1.6842105263157894,0.13157894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421
2003/04,Arsenal,16,12,4,0,29,11,216,126,106,195,20,1,17,10,7,0,32,12,193,112,73,232,25,2,33,22,11,0,61,23,38,77,1.8484848484848484,0.696969696969697,12.393939393939394,7.212121212121212,5.424242424242424,12.93939393939394,1.3636363636363635,0.09090909090909091,0.75,0.5882352941176471,0.6666666666666666
2003/04,Aston Villa,16,8,5,3,20,14,213,116,111,240,18,0,18,6,4,8,22,23,198,97,112,258,26,3,34,14,9,11,42,37,5,51,1.2352941176470589,1.088235294117647,12.088235294117647,6.264705882352941,6.5588235294117645,14.647058823529411,1.2941176470588236,0.08823529411764706,0.5,0.3333333333333333,0.4117647058823529
2003/04,Birmingham,18,8,5,5,25,22,174,98,111,240,24,3,16,4,7,5,14,19,121,59,59,222,19,1,34,12,12,10,39,41,-2,48,1.1470588235294117,1.2058823529411764,8.676470588235293,4.617647058823529,5.0,13.588235294117647,1.2647058823529411,0.11764705882352941,0.4444444444444444,0.25,0.35294117647058826
2003/04,Blackburn,16,4,3,9,22,28,219,119,115,190,24,1,17,6,4,7,22,21,181,88,93,258,32,2,33,10,7,16,44,49,-5,37,1.3333333333333333,1.4848484848484849,12.121212121212121,6.2727272727272725,6.303030303030303,13.575757575757576,1.696969696969697,0.09090909090909091,0.25,0.35294117647058826,0.30303030303030304
2003/04,Bolton,16,5,7,4,20,17,262,151,127,194,28,0,18,7,3,8,22,34,210,109,74,219,34,0,34,12,10,12,42,51,-9,46,1.2352941176470589,1.5,13.882352941176471,7.647058823529412,5.911764705882353,12.147058823529411,1.8235294117647058,0.0,0.3125,0.3888888888888889,0.35294117647058826
2003/04,Charlton,16,6,4,6,25,26,185,103,87,185,18,2,18,6,5,7,21,22,162,81,88,225,16,1,34,12,9,13,46,48,-2,45,1.3529411764705883,1.411764705882353,10.205882352941176,5.411764705882353,5.147058823529412,12.058823529411764,1.0,0.08823529411764706,0.375,0.3333333333333333,0.35294117647058826
2003/04,Chelsea,16,11,2,3,33,13,200,98,103,176,16,2,17,11,3,3,30,14,211,113,96,216,27,1,33,22,5,6,63,27,36,71,1.9090909090909092,0.8181818181818182,12.454545454545455,6.393939393939394,6.03030303030303,11.878787878787879,1.303030303030303,0.09090909090909091,0.6875,0.6470588235294118,0.6666666666666666
2003/04,Everton,18,7,5,6,24,19,249,127,124,213,27,1,16,1,5,10,16,31,153,70,98,206,24,2,34,8,10,16,40,50,-10,34,1.1764705882352942,1.4705882352941178,11.823529411764707,5.794117647058823,6.529411764705882,12.323529411764707,1.5,0.08823529411764706,0.3888888888888889,0.0625,0.23529411764705882
2003/04,Fulham,17,9,4,4,26,16,191,106,80,240,25,2,16,3,5,8,19,25,159,86,54,209,31,1,33,12,9,12,45,41,4,45,1.3636363636363635,1.2424242424242424,10.606060606060606,5.818181818181818,4.0606060606060606,13.606060606060606,1.696969696969697,0.09090909090909091,0.5294117647058824,0.1875,0.36363636363636365
2003/04,Leeds,17,4,6,7,21,28,181,90,89,247,30,2,16,2,2,12,13,41,133,69,79,232,35,2,33,6,8,19,34,69,-35,26,1.0303030303030303,2.090909090909091,9.515151515151516,4.818181818181818,5.090909090909091,14.515151515151516,1.9696969696969697,0.12121212121212122,0.23529411764705882,0.125,0.18181818181818182
2003/04,Leicester,18,3,10,5,19,26,202,122,106,245,23,2,15,3,5,7,26,30,118,66,63,213,28,5,33,6,15,12,45,56,-11,33,1.3636363636363635,1.696969696969697,9.696969696969697,5.696969696969697,5.121212121212121,13.878787878787879,1.5454545454545454,0.21212121212121213,0.16666666666666666,0.2,0.18181818181818182
2003/04,Liverpool,15,9,2,4,24,13,229,115,112,176,14,0,18,6,8,4,24,18,242,139,105,221,30,1,33,15,10,8,48,31,17,55,1.4545454545454546,0.9393939393939394,14.272727272727273,7.696969696969697,6.575757575757576,12.030303030303031,1.3333333333333333,0.030303030303030304,0.6,0.3333333333333333,0.45454545454545453
2003/04,Man City,16,4,8,4,22,17,258,138,113,156,17,1,17,4,3,10,22,28,199,116,83,210,25,2,33,8,11,14,44,45,-1,35,1.3333333333333333,1.3636363636363635,13.848484848484848,7.696969696969697,5.9393939393939394,11.090909090909092,1.2727272727272727,0.09090909090909091,0.25,0.23529411764705882,0.24242424242424243
2003/04,Man United,18,11,4,3,36,15,243,130,108,192,20,0,16,9,2,5,23,18,194,116,80,193,19,1,34,20,6,8,59,33,26,66,1.7352941176470589,0.9705882352941176,12.852941176470589,7.235294117647059,5.529411764705882,11.323529411764707,1.1470588235294117,0.029411764705882353,0.6111111111111112,0.5625,0.5882352941176471
2003/04,Middlesbrough,18,7,4,7,22,22,236,130,100,226,27,0,17,5,4,8,18,24,172,97,67,244,29,1,35,12,8,15,40,46,-6,44,1.1428571428571428,1.3142857142857143,11.657142857142857,6.485714285714286,4.771428571428571,13.428571428571429,1.6,0.02857142857142857,0.3888888888888889,0.29411764705882354,0.34285714285714286
2003/04,Newcastle,17,11,3,3,32,13,252,153,124,220,16,0,17,2,10,5,15,22,140,79,89,206,26,3,34,13,13,8,47,35,12,52,1.3823529411764706,1.0294117647058822,11.529411764705882,6.823529411764706,6.264705882352941,12.529411764705882,1.2352941176470589,0.08823529411764706,0.6470588235294118,0.11764705882352941,0.38235294117647056
2003/04,Portsmouth,16,7,4,5,26,17,198,114,95,209,23,0,18,2,4,12,11,34,158,75,82,288,35,3,34,9,8,17,37,51,-14,35,1.088235294117647,1.5,10.470588235294118,5.5588235294117645,5.205882352941177,14.617647058823529,1.7058823529411764,0.08823529411764706,0.4375,0.1111111111111111,0.2647058823529412
2003/04,Southampton,18,8,5,5,21,14,234,133,97,223,26,1,15,2,5,8,11,21,158,93,99,174,22,2,33,10,10,13,32,35,-3,40,0.9696969696969697,1.0606060606060606,11.878787878787879,6.848484848484849,5.9393939393939394,12.030303030303031,1.4545454545454546,0.09090909090909091,0.4444444444444444,0.13333333333333333,0.30303030303030304
2003/04,Tottenham,17,9,3,5,32,25,223,125,94,233,18,0,16,3,2,11,11,25,141,73,83,265,33,0,33,12,5,16,43,50,-7,41,1.303030303030303,1.5151515151515151,11.030303030303031,6.0,5.363636363636363,15.090909090909092,1.5454545454545454,0.0,0.5294117647058824,0.1875,0.36363636363636365
