position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2013-01-07,Tom Heaton,188,34130,['England'],2500000,: Ablöse free transfer,29,1986-04-15,Manchester United,,,False,
Goalkeeper,right,,2014-02-07,Matt Gilks,185,48254,"['Scotland', 'England']",500000,Blackpool FC,33,1982-04-06,Retired,,,False,
Goalkeeper,,,2013-01-07,Alex Cisak,190,57915,"['Australia', 'Poland']",250000,: Ablöse ?,26,1989-05-19,Retired,,,False,
Centre-Back,left,,2012-05-07,Jason Shackell,193,11756,['England'],2000000,: Ablöse €1.30m,31,1983-09-27,Retired,,,False,
Centre-Back,left,,2012-01-17,Ben Mee,180,74810,['England'],2000000,: Ablöse ?,25,1989-09-21,Retired,,,False,
Centre-Back,right,,2015-12-01,Michael Keane,188,118534,"['England', 'Ireland']",2000000,Manchester United U21,22,1993-11-01,Everton FC,,,False,
Centre-Back,right,,2004-01-07,Michael Duff,185,36894,['Northern Ireland'],500000,Cheltenham Town,37,1978-11-01,Retired,,,False,
Centre-Back,right,,2010-01-01,Kevin Long,188,111114,['Ireland'],500000,Cork City FC,24,1990-08-18,Waterford FC,,,False,
Left-Back,left,,2014-08-15,Stephen Ward,184,34691,['Ireland'],1000000,Wolverhampton Wanderers,29,1985-08-20,Retired,,,False,
Left-Back,left,,2012-01-30,Danny Lafferty,182,85928,['Northern Ireland'],500000,Derry City,26,1989-05-18,Limavady United FC,,,False,
Right-Back,right,,2012-04-01,Kieran Trippier,173,95810,['England'],3500000,: Ablöse ?,24,1990-09-19,Wolverhampton Wanderers,,,False,
Right-Back,right,,2014-07-07,Steven Reid,185,7330,"['Ireland', 'England']",500000,West Bromwich Albion,34,1981-10-03,Retired,,,False,
Right-Back,right,Hamstring injury - Return unknown,2012-01-07,Luke O'Neill,183,93321,['England'],250000,Mansfield Town,23,1991-08-20,Canvey Island FC,,,False,
Right-Back,right,,,Cameron Dummigan,180,248576,['Northern Ireland'],,,19,1996-02-06,Derry City,,,False,
Defensive Midfield,right,,2014-01-09,Nathaniel Chalobah,185,128900,"['England', 'Sierra Leone']",4000000,: Ablöse ?,20,1994-12-12,Without Club,,,False,
Defensive Midfield,right,,2015-10-03,Fredrik Ulvestad,183,158022,['Norway'],1300000,Without Club,23,1992-06-17,Pogon Szczecin,,,False,
Central Midfield,right,,2013-07-19,Scott Arfield,178,55291,"['Canada', 'Scotland']",2500000,: Ablöse free transfer,26,1988-01-11,Without Club,,,False,
Central Midfield,right,,2010-01-07,Dean Marney,183,4055,['England'],2000000,: Ablöse €600k,31,1984-01-31,Retired,,,False,
Central Midfield,left,,2013-01-08,David Jones,183,24634,"['England', 'Wales']",2000000,Wigan Athletic,30,1984-04-11,Retired,,,False,
Central Midfield,right,,2012-01-07,Steven Hewitt,171,197660,['England'],250000,: Ablöse -,21,1993-05-12,Wythenshawe Amateurs AFC,,,False,
Right Midfield,left,,2010-02-07,Ross Wallace,168,9509,['Scotland'],1000000,: Ablöse €2.20m,30,1985-05-23,Retired,,,False,
Left Midfield,left,,2014-04-07,Matthew Taylor,177,9218,['England'],1000000,: Ablöse free transfer,33,1981-11-27,Retired,,,False,
Left Winger,left,,2014-01-09,George Boyd,186,45623,"['Scotland', 'England']",3500000,: Ablöse €3.80m,29,1985-02-10,Wythenshawe Town FC,,,False,
Left Winger,right,,2014-01-07,Michael Kightly,173,25366,['England'],2000000,: Ablöse €1.90m,29,1986-01-24,Retired,,,False,
Centre-Forward,right,,2011-08-15,Danny Ings,177,134294,['England'],10000000,: Ablöse €1.15m,22,1992-07-23,Without Club,,,False,
Centre-Forward,right,,2012-07-31,Sam Vokes,186,48078,"['Wales', 'England']",2500000,Wolverhampton Wanderers,25,1989-10-21,Retired,,,False,
Centre-Forward,right,,2025-02-01,Ashley Barnes,185,63200,['England'],2500000,Norwich City,25,1989-10-30,Without Club,,,False,
Centre-Forward,right,,2014-04-07,Marvin Sordell,179,120599,['England'],1000000,Bolton Wanderers,24,1991-02-17,Uxbridge FC,,,False,
Centre-Forward,left,,2014-07-15,Lukas Jutkiewicz,185,33507,['England'],1000000,: Ablöse €3.10m,26,1989-03-28,Retired,,,False,
Centre-Forward,right,,,Jason Gilchrist,178,320424,['England'],,,20,1994-12-17,Clitheroe FC,,,False,
