position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2013-02-07,Allan McGregor,183,9422,['Scotland'],1500000,: Ablöse €1.75m,33,1982-01-31,Retired,,,False,
Goalkeeper,right,,2012-09-07,Eldin Jakupović,191,2857,"['Switzerland', 'Bosnia-Herzegovina']",500000,: Ablöse free transfer,30,1984-02-10,Chattanooga FC,,,False,
Goalkeeper,right,,2013-07-15,Steve Harper,188,3562,['England'],250000,Newcastle United,40,1975-03-14,Retired,,,False,
Goalkeeper,right,,2008-01-08,Mark Oxley,190,67232,['England'],150000,: Ablöse €195k,24,1990-09-28,Harrogate Town,,,False,
Goalkeeper,right,,,Rory Watson,190,344916,['England'],,,19,1996-05-02,Harrogate Town,,,False,
Centre-Back,right,,2014-08-26,Michael Dawson,189,9988,['England'],4000000,: Ablöse €4.40m,31,1983-11-18,Retired,,,False,
Centre-Back,right,,2013-01-07,Curtis Davies,188,18227,"['Sierra Leone', 'England']",3500000,: Ablöse €2.65m,30,1985-03-15,Retired,,,False,
Centre-Back,right,,2014-07-29,Harry Maguire,194,177907,['England'],2000000,Sheffield United,22,1993-05-03,Manchester United,,,False,
Centre-Back,right,,2011-07-01,James Chester,177,73482,"['Wales', 'England']",2000000,Manchester United Reserves,26,1989-01-23,Retired,,,False,
Centre-Back,right,,2012-07-30,Alex Bruce,180,37957,"['Northern Ireland', 'Ireland']",1000000,Leeds United,30,1984-09-28,Retired,,,False,
Centre-Back,right,,2009-08-31,Paul McShane,183,24636,['Ireland'],1000000,Sunderland AFC,29,1986-06-01,Retired,,,False,
Left-Back,left,,2014-07-29,Andrew Robertson,178,234803,['Scotland'],5000000,: Ablöse €3.60m,21,1994-11-03,Tottenham Hotspur,,,False,
Left-Back,left,,2013-01-07,Maynor Figueroa,182,62240,['Honduras'],2000000,Wigan Athletic,32,1983-02-05,Retired,,,False,
Left-Back,left,,2011-01-07,Joe Dudgeon,178,73492,"['Northern Ireland', 'England']",500000,Manchester United,24,1990-11-26,Retired,,,False,
Left-Back,left,Cruciate ligament tear - Return unknown,2011-01-07,Conor Townsend,183,146509,['England'],200000,Hull City U18,22,1993-04-03,Without Club,,,False,
Right-Back,right,,2013-01-07,Ahmed El Mohamady,182,66333,['Egypt'],4000000,Sunderland AFC,27,1987-09-09,Retired,,,False,
Right-Back,right,,2010-01-10,Liam Rosenior,178,15166,"['England', 'Sierra Leone']",1000000,Without Club,30,1984-09-07,Retired,,,False,
Defensive Midfield,right,,2014-01-07,Jake Livermore,180,61832,['England'],7000000,: Ablöse €7.00m,25,1989-11-14,Retired,,,False,
Defensive Midfield,right,,2021-08-17,Tom Huddlestone,188,13465,['England'],6000000,Without Club,28,1986-12-28,Retired,,,False,
Central Midfield,left,,2014-01-09,Gastón Ramírez,183,123742,['Uruguay'],6000000,Southampton FC,24,1990-02-12,CA Boston River,,,False,
Central Midfield,right,,2014-01-09,Mohamed Diamé,184,70950,"['Senegal', 'France']",6000000,: Ablöse €4.40m,28,1987-06-14,Retired,,,False,
Central Midfield,right,,2013-08-01,David Meyler,189,68183,['Ireland'],3000000,Sunderland AFC,26,1989-05-29,Retired,,,False,
Central Midfield,left,,2012-08-31,Stephen Quinn,168,43266,['Ireland'],1500000,Sheffield United,29,1986-01-04,Without Club,,,False,
Left Midfield,left,,2013-08-01,Robbie Brady,176,128229,['Ireland'],2000000,Manchester United U21,23,1992-01-14,Without Club,,,False,
Attacking Midfield,left,,2014-01-09,Hatem Ben Arfa,179,18900,"['France', 'Tunisia']",6000000,Newcastle United,28,1987-07-03,Retired,,,False,
Left Winger,left,,2013-01-07,George Boyd,186,45623,"['Scotland', 'England']",3500000,: Ablöse free transfer,29,1985-02-10,Wythenshawe Town FC,,,False,
Right Winger,left,,2014-01-07,Robert Snodgrass,182,22614,['Scotland'],7000000,: Ablöse €7.50m,27,1987-07-09,Retired,,,False,
Right Winger,left,,2014-07-07,Tom Ince,178,157368,"['England', 'Barbados']",6500000,Blackpool FC,23,1992-01-30,Without Club,,,False,
Right Winger,left,,2012-07-25,Sone Aluko,173,42198,"['Nigeria', 'England']",2500000,: Ablöse free transfer,26,1989-02-19,Retired,,,False,
Right Winger,,,2013-01-07,Calaum Jahraldo-Martin,175,264406,"['Antigua and Barbuda', 'England']",,: Ablöse free transfer,22,1993-04-27,Retired,,,False,
Centre-Forward,both,,2014-01-17,Shane Long,180,37304,['Ireland'],9000000,West Bromwich Albion,28,1987-01-22,Retired,,,False,
Centre-Forward,left,,2014-01-09,Abel Hernández,185,76608,['Uruguay'],7500000,: Ablöse €12.00m,24,1990-08-08,CA Peñarol,,,False,
Centre-Forward,right,,2015-02-02,Dame N'Doye,186,44855,['Senegal'],7000000,: Ablöse €3.96m,30,1985-02-21,Retired,,,False,
Centre-Forward,both,,2014-01-15,Nikica Jelavic,188,25742,['Croatia'],6500000,: Ablöse €7.80m,29,1985-08-27,Retired,,,False,
Centre-Forward,right,,2013-07-26,Yannick Sagbo,183,60591,"[""Cote d'Ivoire"", 'France']",1500000,: Ablöse €1.80m,27,1988-12-04,Retired,,,False,
