position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,left,,1999-05-25,Dean Kiely,185,3748,"['Ireland', 'England']",,Bury FC,32,1970-10-10,Retired,,,False,
Goalkeeper,right,,2003-01-07,Paul Rachubka,185,4098,"['England', 'United States']",,Manchester United Reserves,22,1981-05-21,Retired,,,False,
Goalkeeper,,,2000-01-07,Ben Roberts,185,4099,['England'],,: Ablöse free transfer,28,1975-06-22,Retired,,,False,
Centre-Back,right,,2000-08-11,Mark Fish,187,3087,['South Africa'],,: Ablöse €1.55m,29,1974-03-14,Retired,,,False,
Centre-Back,right,,1990-03-07,Steve Brown,185,13401,['England'],,Charlton Athletic U18,31,1972-05-13,Retired,,,False,
Centre-Back,,,1995-01-07,Richard Rufus,185,4101,['England'],,Charlton Athletic U18,28,1975-12-01,Retired,,,False,
Centre-Back,right,,2010-08-31,Jonathan Fortune,188,4103,['England'],,Sheffield United,22,1980-08-23,Retired,,,False,
Centre-Back,right,,2002-01-07,Michael Turner,193,12127,['England'],,Charlton Athletic U18,19,1983-09-11,Retired,,,False,
Centre-Back,right,,2003-01-01,Tahar El Khalej,191,3121,['Morocco'],,Southampton FC,35,1968-06-16,Retired,,,False,
Left-Back,left,,2007-01-07,Chris Powell,178,4100,"['England', 'Jamaica']",,Watford FC,33,1969-08-09,Retired,,,False,
Left-Back,left,,1998-01-07,Paul Konchesky,178,3296,['England'],,Charlton Athletic U18,22,1981-05-15,Retired,,,False,
Right-Back,right,,2002-01-07,Gary Rowett,185,4102,['England'],,: Ablöse €5.25m,29,1974-06-03,Retired,,,False,
Right-Back,right,,2001-01-07,Luke Young,183,3271,['England'],,: Ablöse €6.00m,23,1979-07-19,Retired,,,False,
Right-Back,right,,2005-01-07,Osei Sankofa,183,4105,"['England', 'Jamaica']",,Charlton Athletic U21,18,1985-03-19,Retired,,,False,
Defensive Midfield,right,,2000-05-08,Radostin Kishishev,180,3001,['Bulgaria'],,: Ablöse €4.50m,28,1974-07-30,Retired,,,False,
Defensive Midfield,right,,1996-01-07,Mark Kinsella,175,4064,['Ireland'],,Colchester United,30,1972-12-08,Retired,,,False,
Central Midfield,right,,1997-01-08,Scott Parker,180,3785,['England'],,Charlton Athletic U18,22,1980-10-13,Retired,,,False,
Central Midfield,right,,2002-01-01,Chris Bart-Williams,180,3293,"['England', 'Sierra Leone']",,: Ablöse free transfer,29,1974-06-16,---,,,False,
Central Midfield,right,,2002-08-30,Robbie Mustoe,183,13419,['England'],,: Ablöse free transfer,34,1968-08-28,Retired,,,False,
Left Midfield,left,,2002-08-30,Jesper Blomqvist,176,3095,['Sweden'],,: Ablöse free transfer,29,1974-05-02,Retired,,,False,
Attacking Midfield,right,,2000-01-07,Claus Jensen,183,3099,['Denmark'],,: Ablöse €6.00m,26,1977-04-29,Retired,,,False,
Left Winger,,,2011-01-07,Jason Euell,180,3092,"['Jamaica', 'England']",,Blackpool FC,26,1977-06-02,Retired,,,False,
Right Winger,right,,1999-03-25,Graham Stuart,175,3334,['England'],,Sheffield United,32,1970-10-24,Retired,,,False,
Right Winger,right,,1992-09-15,John Robinson,178,10428,"['Wales', 'Zimbabwe']",,: Ablöse €75k,31,1971-08-29,Retired,,,False,
Right Winger,,,2002-01-07,Jamal Campbell-Ryce,170,4106,"['Jamaica', 'England']",,Charlton Athletic U18,20,1983-06-04,Retired,,,False,
Centre-Forward,,,1999-08-01,Martin Pringle,190,17482,['Sweden'],,: Ablöse €1.10m,32,1970-11-18,Retired,,,False,
Centre-Forward,right,,2001-01-07,Shaun Bartlett,188,3089,['South Africa'],,: Ablöse €3.00m,30,1972-10-31,Retired,,,False,
Centre-Forward,right,,2000-01-07,Mathias Svensson,186,3861,['Sweden'],,: Ablöse €900k,28,1974-09-24,Retired,,,False,
Centre-Forward,both,,2000-01-07,Jonatan Johansson,184,3117,"['Finland', 'Sweden']",,: Ablöse €4.30m,27,1975-08-16,Retired,,,False,
Centre-Forward,right,,1996-01-07,Kevin Lisbie,178,4097,"['Jamaica', 'England']",,Charlton Athletic U18,24,1978-10-17,Retired,,,False,
Striker,right,,2001-01-07,Mark DeBolla,173,12130,['England'],,: Ablöse free transfer,20,1983-01-06,Retired,,,False,
