position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,1996-07-26,Nigel Martyn,188,3629,['England'],,: Ablöse €3.35m,31,1966-11-08,Retired,,,False,
Goalkeeper,right,,1993-04-22,Mark Beeney,193,107177,['England'],,: Ablöse €350k,30,1967-12-30,Retired,,,False,
Goalkeeper,right,,1998-01-07,Paul Robinson,193,3630,['England'],,Leeds United U18,18,1979-10-15,Retired,,,False,
Centre-Back,right,,1994-05-09,Lucas Radebe,186,3088,['South Africa'],,Kaizer Chiefs,29,1969-12-04,Retired,,,False,
Centre-Back,right,,1991-01-07,David Wetherall,191,13615,['England'],,: Ablöse €180k,27,1971-03-14,Retired,,,False,
Centre-Back,right,,1998-01-03,Martin Hiden,184,2942,['Austria'],,: Ablöse €2.18m,25,1973-11-03,Retired,,,False,
Centre-Back,right,,1995-01-07,Mark Jackson,183,48257,['England'],,Leeds United U18,20,1977-09-30,Retired,,,False,
Centre-Back,right,,1997-01-01,Robert Molenaar,192,6249,['Netherlands'],,: Ablöse €1.40m,29,1969-02-27,Retired,,,False,
Centre-Back,right,,2004-01-07,Paul Butler,191,4278,"['Ireland', 'England']",,Wolverhampton Wanderers,25,1972-02-11,Retired,,,False,
Left-Back,left,,1998-08-07,Danny Granville,180,13789,['England'],,: Ablöse €2.40m,23,1975-01-19,Retired,,,False,
Left-Back,,,1997-01-07,Davie Robertson,180,107180,['Scotland'],,: Ablöse €750k,29,1968-10-17,Retired,,,False,
Left-Back,left,,1995-01-07,Ian Harte,175,3634,['Ireland'],,Leeds United U18,20,1977-08-31,Retired,,,False,
Right-Back,right,,1991-09-24,Gary Kelly,173,3631,['Ireland'],,Leeds United U18,23,1974-09-07,Retired,,,False,
Right-Back,right,,1997-01-07,Alf-Inge Haaland,186,107179,['Norway'],,: Ablöse €2.40m,25,1972-11-23,Retired,,,False,
Right-Back,right,,1996-12-13,Gunnar Halle,183,102506,['Norway'],,: Ablöse €575k,32,1965-11-08,Retired,,,False,
Right-Back,right,,1995-01-07,Alan Maybury,180,12597,['Ireland'],,Leeds United U18,19,1978-08-08,Retired,,,False,
Right-Back,,,,Damien Lynch,178,57430,['Ireland'],,,18,1979-07-31,Retired,,,False,
Midfielder,,,,Martin Foster,168,105594,['England'],,,20,1977-10-29,Retired,,,False,
Midfielder,,,1997-01-07,Wesley Boyle,183,107186,['Northern Ireland'],,Leeds United U18,19,1979-03-30,Retired,,,False,
Central Midfield,right,,1998-01-07,Alan Smith,178,3768,['England'],,Leeds United U18,17,1980-10-28,Retired,,,False,
Central Midfield,right,,1996-05-07,Lee Bowyer,175,3877,['England'],,Charlton Athletic,21,1977-03-01,Retired,,,False,
Central Midfield,right,,1999-01-02,Matt Jones,180,4252,['Wales'],,Leeds United Reserves,17,1980-01-09,Retired,,,False,
Central Midfield,right,,1993-05-03,Andy Couzens,175,176011,['England'],,Leeds United U18,23,1975-04-06,Retired,,,False,
Central Midfield,right,,1997-01-07,Lee Matthews,188,20977,['England'],,Leeds United U18,19,1979-01-16,Retired,,,False,
Right Midfield,right,,1997-07-23,David Hopkin,183,107198,['Scotland'],,: Ablöse €4.80m,27,1970-08-21,Retired,,,False,
Left Midfield,left,,1996-08-14,Lee Sharpe,183,107229,['England'],,: Ablöse €6.75m,27,1971-05-27,Retired,,,False,
Left Midfield,left,,1997-01-07,Bruno Ribeiro,172,24213,['Portugal'],,Vitória Setúbal FC,22,1975-10-22,Retired,,,False,
Left Midfield,left,,1997-01-07,Stephen McPhail,177,3764,"['Ireland', 'England']",,Leeds United U18,18,1979-09-12,Retired,,,False,
Left Winger,left,,1995-12-23,Harry Kewell,180,3241,"['Australia', 'England']",,Marconi Stallions FC,19,1978-09-22,Retired,,,False,
Centre-Forward,both,,1995-01-07,Anthony Yeboah,180,328,['Ghana'],,: Ablöse €3.25m,32,1966-06-06,Retired,,,False,
Centre-Forward,,,1997-03-26,Pierre Laurent,176,5629,['France'],,: Ablöse free transfer,27,1970-12-13,Retired,,,False,
Centre-Forward,both,,1998-01-07,Clyde Wijnhard,180,14387,"['Netherlands', 'Suriname']",,: Ablöse €2.10m,24,1973-01-11,Retired,,,False,
Centre-Forward,right,,1991-01-07,Rod Wallace,170,13803,['England'],,Southampton FC,28,1969-02-10,Retired,,,False,
Centre-Forward,right,,1997-01-07,Jimmy Floyd Hasselbaink,178,3175,"['Netherlands', 'Suriname']",,Boavista FC,26,1972-03-27,Retired,,,False,
Centre-Forward,right,,2012-07-24,Andy Gray,183,13575,"['Scotland', 'England']",,Barnsley FC,20,1977-11-15,Retired,,,False,
Centre-Forward,right,,1996-01-07,Derek Lilley,180,13327,['Scotland'],,Greenock Morton FC,24,1974-09-02,Retired,,,False,
