position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1997-01-07,Kevin Miller,186,38358,['England'],,: Ablöse €2.00m,29,1969-03-15,Retired,,,False,
Goalkeeper,right,,1996-01-07,Carlo Nash,197,3804,['England'],,Clitheroe FC,24,1973-09-13,Retired,,,False,
Goalkeeper,right,,1997-01-07,Gareth Ormshaw,183,174219,['South Africa'],,: Ablöse -,18,1979-08-07,Retired,,,False,
Centre-Back,,,1995-01-07,Gareth Davies,,231558,['Wales'],,Hereford United (- 2014),24,1973-11-12,Retired,,,False,
Centre-Back,,,1996-08-03,Dave Tuttle,188,195615,['England'],,Sheffield United,26,1972-06-02,Retired,,,False,
Centre-Back,,,1997-01-27,Andy Linighan,188,176749,['England'],,: Ablöse €165k,36,1962-06-18,Retired,,,False,
Centre-Back,right,,1996-01-08,Kevin Muscat,178,9409,"['Australia', 'Malta']",,South Melbourne FC,24,1973-07-08,Retired,,,False,
Centre-Back,N/A,,1998-01-01,Valérien Ismaël,,3574,"['France', 'Guadeloupe']",,: Ablöse €3.80m,22,1975-09-28,Retired,,,False,
Centre-Back,right,,1995-01-07,Sagi Burton,188,67357,"['St. Kitts & Nevis', 'England']",,: Ablöse -,20,1977-11-25,Retired,,,False,
Left-Back,left,,1991-01-07,Dean Gordon,183,10049,['England'],,: Ablöse -,25,1973-10-02,Retired,,,False,
Left-Back,left,,1997-07-31,Hermann Hreidarsson,185,3860,['Iceland'],,: Ablöse free transfer,23,1974-11-07,Retired,,,False,
Right-Back,right,,1995-01-07,Marc Edworthy,180,4235,['England'],,Plymouth Argyle,25,1972-12-24,Retired,,,False,
Right-Back,right,,1997-10-21,Jamie Smith,168,14073,['England'],,: Ablöse €1.50m,23,1974-09-17,Retired,,,False,
Defensive Midfield,right,,1995-01-07,Rob Quinn,183,222531,"['Ireland', 'England']",,: Ablöse -,21,1976-08-11,Retired,,,False,
Defensive Midfield,right,,1998-01-07,Hayden Mullins,182,14052,['England'],,: Ablöse -,19,1979-03-27,Retired,,,False,
Defensive Midfield,right,,1997-01-07,Neil Emblen,186,14010,['England'],,: Ablöse €2.50m,27,1971-06-19,Retired,,,False,
Defensive Midfield,right,,1997-01-07,Jamie Fullarton,180,173688,['Scotland'],,: Ablöse ?,23,1974-07-20,Retired,,,False,
Central Midfield,right,,1995-07-29,Andy Roberts,178,13603,['England'],,: Ablöse €2.85m,24,1974-03-20,Retired,,,False,
Central Midfield,right,,1997-07-31,Paul Warhurst,185,3307,['England'],,Blackburn Rovers,28,1969-09-26,Retired,,,False,
Central Midfield,right,,1995-01-08,Steven Thomson,173,36653,['Scotland'],,: Ablöse -,20,1978-01-23,Retired,,,False,
Right Midfield,,,1997-01-07,Wayne Carlisle,170,98183,['Northern Ireland'],,: Ablöse -,18,1979-09-09,Retired,,,False,
Left Midfield,,,1990-01-07,Simon Rodger,,195606,['England'],,Bognor Regis Town,26,1971-03-10,Retired,,,False,
Attacking Midfield,,,1998-01-01,Patrizio Billio,178,85469,['Italy'],,: Ablöse ?,24,1974-04-19,---,,,False,
Attacking Midfield,right,,1998-03-26,Sasa Curcic,178,174239,['Serbia'],,: Ablöse €1.50m,26,1972-02-14,Retired,,,False,
Attacking Midfield,,,1997-08-19,Itzik Zohar,186,145634,['Israel'],,: Ablöse €1.80m,27,1970-10-31,Retired,,,False,
Right Winger,right,,1997-01-08,Attilio Lombardo,175,154311,['Italy'],,: Ablöse €3.00m,32,1966-06-01,Retired,,,False,
Centre-Forward,right,,1996-01-07,Carl Veart,182,43111,['Australia'],,Sheffield United,28,1970-05-21,Retired,,,False,
Centre-Forward,right,,1992-01-07,George Ndah,186,9169,"['England', 'Nigeria']",,: Ablöse -,23,1974-12-23,Retired,,,False,
Centre-Forward,both,,2000-01-10,Dougie Freedman,175,13787,['Scotland'],,: Ablöse €750k,24,1974-05-25,Retired,,,False,
Centre-Forward,right,,2003-07-24,Neil Shipperley,185,13801,['England'],,: Ablöse free transfer,23,1974-10-30,Retired,,,False,
Centre-Forward,right,,1994-01-03,Bruce Dyer,183,14009,"['England', 'Montserrat']",,: Ablöse €1.50m,23,1975-04-13,Retired,,,False,
Centre-Forward,left,,1997-01-11,Michele Padovano,178,158112,['Italy'],,: Ablöse €1.95m,31,1966-08-28,Retired,,,False,
Centre-Forward,right,,1998-05-01,Tomas Brolin,178,101091,['Sweden'],,: Ablöse ?,28,1969-11-29,Retired,,,False,
Centre-Forward,right,,1998-01-01,Marcus Bent,188,9958,"['England', 'Jamaica']",,: Ablöse €450k,20,1978-05-19,Cornard United FC,,,False,
Centre-Forward,right,,1995-01-07,Leon McKenzie,180,28797,['England'],,: Ablöse -,20,1978-05-17,Retired,,,False,
Centre-Forward,right,,2005-08-24,Clinton Morrison,178,3145,"['Ireland', 'England']",,: Ablöse €3.00m,19,1979-05-14,Retired,,,False,
Centre-Forward,left,,1998-01-07,Matt Jansen,180,10502,['England'],,Carlisle United,20,1977-10-20,Retired,,,False,
