position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2017-01-31,Aaron Ramsdale,190,427568,['England'],12500000,Sheffield United,22,1998-05-14,Southampton FC,,,False,
Goalkeeper,right,,2015-01-07,Artur Boruc,193,15220,['Poland'],400000,Southampton FC,40,1980-02-20,Retired,,,False,
Goalkeeper,right,,2020-01-07,Mark Travers,191,357658,['Ireland'],250000,AFC Bournemouth U23,21,1999-05-18,Everton FC,,,False,
Goalkeeper,right,Ankle injury - Return unknown,2021-01-07,Will Dennis,188,582078,['England'],,AFC Bournemouth U23,19,2000-10-07,AFC Bournemouth,,,False,
Centre-Back,left,,2017-01-07,Nathan Aké,180,177476,"['Netherlands', ""Cote d'Ivoire""]",28000000,: Ablöse €22.80m,25,1995-02-18,Fenerbahce,,,False,
Centre-Back,right,,2012-03-01,Steve Cook,185,90836,['England'],9500000,Brighton & Hove Albion,29,1991-04-19,Wycombe Wanderers,,,False,
Centre-Back,left,,2019-01-07,Lloyd Kelly,189,480116,"['England', 'Jamaica']",8000000,Bristol City,21,1998-06-10,Juventus FC,,,False,
Centre-Back,right,,2019-01-22,Chris Mepham,190,480987,"['Wales', 'England']",8000000,Brentford FC,22,1997-05-11,West Bromwich Albion,,,False,
Centre-Back,left,,2018-01-01,Jack Simpson,190,419930,['England'],1200000,AFC Bournemouth U23,23,1996-12-18,Chesterfield FC,,,False,
Centre-Back,right,,,Corey Jordan,188,435765,['England'],,,21,1999-04-03,Poole Town FC,,,False,
Centre-Back,right,,,Brennan Camp,181,648699,"['Scotland', 'England']",,,19,2000-12-10,Dorking Wanderers,,,False,
Left-Back,left,,2018-07-24,Diego Rico,183,249513,['Spain'],8000000,CD Leganés,27,1993-02-23,Without Club,,,False,
Left-Back,left,,2012-01-01,Charlie Daniels,178,61819,['England'],1600000,Leyton Orient,33,1986-07-09,Retired,,,False,
Right-Back,right,Team captain,2014-01-28,Adam Smith,174,61841,['England'],7000000,: Ablöse ?,29,1991-04-29,AFC Bournemouth,,,False,
Right-Back,right,,2019-08-07,Jack Stacey,180,249356,['England'],3200000,Luton Town,24,1996-06-04,Norwich City,,,False,
Right-Back,right,,2012-09-01,Simon Francis,191,13573,['England'],800000,Charlton Athletic,35,1985-02-16,Retired,,,False,
Right-Back,right,,,Brooklyn Genesini,180,655173,['England'],,,18,2001-11-18,Weymouth FC,,,False,
Defensive Midfield,right,,2018-07-08,Jefferson Lerma,180,262980,['Colombia'],20000000,Levante UD,25,1994-10-25,Crystal Palace,,,False,
